"InvoiceId","Store","Department","SSN","CustomerName","Gender","Address","City","State","PostalCode","PaymentType","CardNumber","Quantity","ProductPrice","Total","Product","SaleDate","SaleTime"
874931,Witting DVM,Music & Shoes,"401-27-2704",Arnold Feeney,Male,"610 Luigi Forest",Halfort,SC,86302,Cash,"",7,67.97,475.79,Gorgeous Steel Shoes,2022-05-12,10:31:10
875172,Bergstrom-Senger,Grocery,"202-67-9336",Ali Beahan,Male,"22050 Lexus Meadow",Port Shirleyville,VA,84256,AMEX,"3430-479511-12246",8,5.00,40.00,Gorgeous Cotton Shoes,2022-05-22,07:03:26
877989,Kub-Stroman,Outdoors & Books,"432-75-4431",Naomie Powlowski I,Female,"85722 Fisher Cliffs",North Everett,WI,22615,MasterCard,"5429-4534-3199-2605",6,71.23,427.38,Rustic Steel Table,2022-02-06,06:37:49
879340,Emard DVM,Kids & Outdoors,"927-45-3899",Dayton Gislason IV,Female,"850 Zboncak Fall",Corwinhaven,VA,74651,EWallet,"13SuEdjsUJiisGFq75YctNrPrg1YTQHh7z",7,20.43,143.01,Ergonomic Granite Table,2022-05-13,14:50:39
880934,Kub-Stroman,"Baby, Outdoors & Grocery","136-46-5433",Yadira Corwin MD,Male,"7280 Marilou Manor",West Dasia,NJ,23789,Visa,"4943-8930-5977-2625",6,57.48,344.88,Practical Concrete Table,2022-04-11,17:13:14
889276,Hilll-Rolfson,Health,"493-51-1597",Mr. Kacie Schaefer,Male,"576 Kilback Manor",Watsicaton,GA,22082,MasterCard,"5938-6995-3743-9708",5,10.57,52.85,Awesome Granite Shirt,2022-05-22,13:16:54
890522,Hilll-Rolfson,"Kids, Home & Electronics","851-46-3691",Lenna Sanford,Male,"9996 Syble Light",Nealside,RI,28610,MasterCard,"5593-5788-8175-3928",1,89.97,89.97,Ergonomic Wooden Hat,2022-04-25,06:54:33
892008,Witting DVM,"Shoes, Automotive & Sports","231-13-8013",Josianne Padberg,Female,"4670 Gulgowski Forest",West Madelineton,WI,62138,Visa,"4075-2113-9709-6829",10,52.06,520.60,Small Steel Car,2021-10-27,07:00:17
892242,Pollich-Klocko,"Games, Outdoors & Home","402-26-5455",Diego Hahn,Male,"8598 Lynn Islands",New Dexter,AZ,79279,AMEX,"3210-345819-88023",1,83.52,83.52,Intelligent Granite Gloves,2022-04-27,01:40:35
893853,Pollich-Klocko,Sports & Games,"568-57-4521",Pamela Kuhn,Female,"429 Roma Corner",Port Treverton,WY,69215,EWallet,"1r3hLc2Tx156btfE3nuCc3o2b1nbK2Kos",8,94.02,752.16,Gorgeous Granite Shirt,2022-03-01,19:44:20
893985,Hilll-Rolfson,Music,"841-88-7454",Nellie Paucek,Male,"6547 Leanna Isle",Morissettemouth,IL,42663,Visa,"4095-4799-5078-3534",9,90.24,812.16,Practical Cotton Chair,2021-12-08,06:31:37
896128,Howell-Mraz,"Electronics, Health & Toys","135-66-4988",Joshua Schuster III,Female,"669 Altenwerth Springs",Beierland,DE,51889,EWallet,"1M34qexo7kKmEvyamJsfjMsR6K616bQKwt",9,73.45,661.05,Practical Cotton Computer,2022-04-21,23:43:25
899091,Hilll-Rolfson,"Home, Baby & Games","258-55-4705",Aurelia Witting,Female,"713 Enrico Brooks",New Ramon,MS,97290,AMEX,"3799-102126-18436",4,85.37,341.48,Incredible Granite Shoes,2022-03-10,09:40:54
900223,Bergstrom-Senger,Jewelery,"143-68-7717",Zack Bernier,Female,"616 Mann Orchard",South Adelbert,AR,95222,MasterCard,"5705-1179-2384-8290",1,25.68,25.68,Fantastic Concrete Shoes,2022-05-07,19:17:20
904354,Kub-Stroman,"Music, Toys & Kids","274-69-4604",Pink Crist,Male,"331 Veda Trail",Darianstad,SC,75962,EWallet,"1P3yQqr8vPfhuAvKcB1czhvMKsteM6uFP4",1,93.68,93.68,Intelligent Steel Car,2022-04-23,00:17:40
904785,Hilll-Rolfson,"Industrial, Home & Toys","386-87-6909",Jewell Johnson,Female,"147 Enrique Fall",South Aylin,VT,75540,MasterCard,"5652-9380-1062-4975",4,47.70,190.80,Sleek Granite Shirt,2022-04-19,09:30:58
904870,Bergstrom-Senger,"Home, Industrial & Sports","962-47-7131",Garnett Medhurst,Female,"362 Sid Forest",South Anthonyburgh,SC,73757,AMEX,"3561-695742-32064",1,2.43,2.43,Gorgeous Rubber Shirt,2022-05-14,21:23:03
907508,"Kutch, Hartmann and Runolfsdottir",Books,"291-76-4592",Marcos Berge,Female,"7427 Rempel Lock",South Russellview,MT,51212,Cash,"",10,27.37,273.70,Rustic Concrete Computer,2022-01-21,05:02:19
907786,Corkery Sr.,"Garden, Kids & Jewelery","745-13-9761",Marcos Nikolaus,Male,"37477 Haley Ramp",Port Karlton,MD,17736,MasterCard,"5608-2072-6680-4571",1,67.46,67.46,Intelligent Steel Table,2022-02-06,13:09:03
908434,Witting DVM,"Sports, Music & Kids","263-10-9012",Ms. Camron Jaskolski,Male,"92102 Clarabelle Mall",Rogahnshire,KY,60656,EWallet,"1Gph5QWQjUXSwS8q9pvG1zC3KdCgPAgRVu",5,33.21,166.05,Gorgeous Plastic Car,2021-08-08,00:11:06
908501,"Kutch, Hartmann and Runolfsdottir",Garden,"381-19-9642",Dawson Flatley DVM,Female,"6417 Lubowitz Coves",Ashaview,CA,98126,Cash,"",9,74.11,666.99,Rustic Wooden Table,2022-03-29,16:10:30
911605,Emard DVM,Shoes,"216-42-2819",Carey Reynolds IV,Male,"73244 Johnson Common",North Angeline,MI,92102,AMEX,"3720-497455-90676",6,48.87,293.22,Ergonomic Concrete Table,2022-04-22,19:33:22
911667,Emard DVM,Garden & Health,"812-88-7456",Ivah Rohan,Male,"637 Rosendo Forks",New Elias,MS,65746,Visa,"4558-3083-7307-9861",4,71.69,286.76,Awesome Wooden Chair,2021-08-13,01:17:23
912177,Hilll-Rolfson,Toys & Jewelery,"204-57-3315",Elda Tromp,Male,"714 Stiedemann Estates",Port Aleen,MD,20530,AMEX,"3043-467178-65542",10,32.82,328.20,Ergonomic Rubber Shoes,2022-04-07,19:39:30
916869,"Kutch, Hartmann and Runolfsdottir",Games & Health,"280-23-1998",Ms. Isadore Kulas,Male,"448 Amiya Plaza",Port Agustinhaven,OR,72682,MasterCard,"5658-7821-5629-6425",3,90.52,271.56,Fantastic Rubber Computer,2022-05-08,05:27:07
917773,Corkery Sr.,Clothing & Health,"484-85-9632",Mabel Veum,Male,"910 Frami Isle",North Dayna,AR,43687,AMEX,"3707-426088-11119",9,21.02,189.18,Small Concrete Hat,2022-04-10,03:02:40
918365,Hilll-Rolfson,"Health, Outdoors & Movies","711-56-3019",Magnolia Hilpert,Male,"78345 Buckridge Passage",South Jodieshire,AZ,19685,AMEX,"3362-397409-97781",3,56.82,170.46,Gorgeous Rubber Shirt,2022-02-05,04:56:24
921817,Bergstrom-Senger,Books,"527-70-3765",Vida Weimann,Male,"507 Larson Isle",Port Elza,WI,99931,Cash,"",5,32.87,164.35,Small Plastic Car,2022-05-15,22:29:38
923488,Hilll-Rolfson,Shoes,"715-63-5853",Keara Lehner,Male,"3883 Fahey Island",Desmondmouth,SC,72996,AMEX,"3084-492081-74733",6,85.72,514.32,Sleek Steel Chair,2022-05-17,04:11:10
929369,Emard DVM,"Sports, Automotive & Garden","114-52-2121",Gilbert Schinner,Female,"3419 Zackary Hill",Josueview,AZ,21473,MasterCard,"5639-3192-4379-1712",1,49.80,49.80,Gorgeous Granite Chair,2022-05-22,03:34:37
929822,Pollich-Klocko,"Shoes, Health & Outdoors","503-96-4686",Marianna Satterfield PhD,Female,"8895 Connor Keys",Donnellhaven,RI,66909,Cash,"",2,61.89,123.78,Gorgeous Concrete Table,2022-02-05,06:46:24
935252,Hilll-Rolfson,Automotive,"800-55-3682",Rey Sawayn,Male,"80424 Viviane Manor",Schmidtland,AL,53695,AMEX,"3454-540697-73620",2,16.91,33.82,Small Steel Shirt,2022-02-13,23:40:36
939127,Emard DVM,Beauty & Music,"670-97-1656",Ms. Robyn Berge,Female,"836 Cali Port",West Arely,ND,16836,AMEX,"3562-138106-95163",9,81.57,734.13,Intelligent Cotton Chair,2022-05-23,12:00:31
940126,Mueller II,"Outdoors, Shoes & Beauty","967-31-7616",Maryam Murray,Male,"4999 Yost Island",Dillanview,MI,56174,MasterCard,"5734-4815-9047-7374",4,5.21,20.84,Fantastic Wooden Computer,2022-05-01,20:36:03
941266,Pollich-Klocko,Tools,"456-35-1628",Dereck Graham,Male,"87381 Bernice Alley",North Madelinefurt,WI,47187,EWallet,"12uo4A6WqkKkq1zcGycTRZgrLDe9jU2PrK",3,49.25,147.75,Intelligent Cotton Pants,2022-03-31,18:44:29
943571,Emard DVM,Jewelery,"907-28-2653",Genevieve Rohan,Male,"1838 West Meadow",Vonberg,AZ,21905,AMEX,"3286-595362-90455",8,78.95,631.60,Sleek Concrete Table,2022-04-07,23:00:08
943699,Emard DVM,"Baby, Health & Outdoors","499-81-5557",Junior Wisoky,Male,"6807 Althea Square",Emmerichstad,ME,83450,EWallet,"1M6D377eoQC2Yt5Db8awAuYXioJWmqvh7F",10,13.22,132.20,Awesome Concrete Pants,2022-04-06,12:23:49
945568,Hilll-Rolfson,"Kids, Sports & Baby","346-25-1262",Adelbert Bosco,Female,"93121 Erich Lane",Port Garett,IA,83056,AMEX,"3965-979438-26624",3,63.38,190.14,Sleek Concrete Chair,2022-05-21,08:57:52
949916,Emard DVM,Health & Beauty,"425-97-7707",Donnell Wuckert,Female,"907 Ted Rapid",Dickinsonfort,MA,48244,AMEX,"3110-713317-85251",2,5.97,11.94,Ergonomic Concrete Gloves,2021-10-03,06:19:18
955968,Pollich-Klocko,Music & Movies,"261-89-5460",Sonya Weissnat,Male,"921 Salvatore Crossing",West Meghanberg,GA,26874,Visa,"4717-2486-9870-7230",3,7.24,21.72,Incredible Wooden Shoes,2022-04-01,07:53:33
960905,Bergstrom-Senger,Tools,"249-71-7733",Josephine Boyle,Female,"90393 Ciara Trafficway",Hamillbury,VA,23576,Cash,"",6,14.34,86.04,Sleek Plastic Chair,2022-03-05,01:01:24
961830,Howell-Mraz,Baby,"141-96-1416",Otis Douglas,Male,"8460 Cedrick Square",New Gregory,ND,50788,MasterCard,"5902-9287-5746-6783",1,29.16,29.16,Rustic Wooden Computer,2022-04-10,15:10:27
961834,Bergstrom-Senger,Health & Beauty,"125-17-2616",Maya Rath,Female,"4056 Collins Meadows",Harberfurt,FL,17744,EWallet,"17ZrJKdpKKYmbbWbBFAzWKhSKo5GinRFRQ",8,53.85,430.80,Ergonomic Wooden Shoes,2021-10-31,15:50:56
962855,Witting DVM,"Books, Movies & Shoes","199-51-5960",Miss Gaetano Little,Female,"1685 Juliana Shores",New Omerburgh,CO,72776,Visa,"4418-9173-8896-3436",9,68.64,617.76,Fantastic Steel Shoes,2022-03-03,03:34:11
962911,"Kutch, Hartmann and Runolfsdottir",Electronics,"768-77-3957",Mafalda Schumm,Male,"6250 Margarett Loop",Schultzside,ID,73097,EWallet,"13RfYEb3pD1X8R3Y8ohq7hQeZ4kKx8ohPp",6,15.43,92.58,Awesome Rubber Chair,2022-02-15,14:19:48
964656,Bergstrom-Senger,"Movies, Industrial & Shoes","941-98-4830",Andre Johnson,Female,"297 Dorthy Center",Port Erin,NJ,89638,MasterCard,"5903-7609-7810-2631",3,73.70,221.10,Incredible Rubber Gloves,2022-01-27,17:37:25
965099,Witting DVM,"Electronics, Games & Computers","545-49-4391",Shad Klein,Male,"691 Edison Overpass",Lebsackview,OR,18526,MasterCard,"5834-2334-9440-4800",4,12.39,49.56,Awesome Rubber Chair,2022-05-03,10:40:50
965483,Hilll-Rolfson,Clothing & Automotive,"383-47-9887",Lera Hartmann,Male,"3180 Hoppe Valleys",New Citlalli,DE,86394,MasterCard,"5275-9315-4330-7463",5,84.37,421.85,Gorgeous Rubber Car,2022-05-07,17:39:52
966877,Howell-Mraz,Games,"870-66-6561",Meda Torphy IV,Male,"2108 Bechtelar Alley",Cruickshankmouth,ME,53328,MasterCard,"5420-2166-3499-1149",6,46.09,276.54,Rustic Granite Pants,2022-05-11,19:07:12
969287,Hilll-Rolfson,Grocery,"707-49-1372",Efrain Cruickshank,Female,"919 Hudson Well",Zulauffurt,LA,39294,Visa,"4578-6531-7354-8081",4,78.10,312.40,Practical Concrete Table,2022-04-12,07:37:06
969886,Hilll-Rolfson,Beauty & Home,"421-40-6744",Dr. Lavinia Johns,Male,"3004 Lamont Course",South Jakayla,NJ,63497,AMEX,"3512-704552-84020",1,0.67,0.67,Gorgeous Plastic Table,2021-12-30,23:16:38
978655,Howell-Mraz,Home & Garden,"291-59-4497",Mrs. Drake Russel,Female,"2300 Judd Spur",Audiebury,DE,34033,EWallet,"1Lw38MFbtyyyvCmVAb31CejWKgZ2qTbUcP",3,0.17,0.51,Fantastic Cotton Chair,2022-04-21,07:22:17
982034,"Kutch, Hartmann and Runolfsdottir",Clothing & Home,"416-74-1446",Aurelia Rutherford,Male,"94931 Noemie Locks",Alexisburgh,WA,39084,Visa,"4673-7234-9762-8433",9,60.11,540.99,Awesome Rubber Shirt,2022-01-13,04:17:53
984268,Howell-Mraz,Sports,"767-44-6051",Fernando Emard II,Female,"978 Carter Falls",East Joseshire,MN,13551,Visa,"4939-7106-1676-7941",7,52.69,368.83,Intelligent Granite Shirt,2022-05-01,05:44:45
990253,Emard DVM,Clothing & Movies,"876-92-2588",Reinhold Carter,Female,"74844 Nadia Place",Lake Scotville,WV,16371,EWallet,"16KFMem78zcPxAAhPeryDnQMs1bBZgpGZf",8,48.57,388.56,Practical Granite Table,2022-02-18,12:47:03
990780,Witting DVM,Industrial & Garden,"721-63-6648",Camila Luettgen,Female,"7925 Ledner Overpass",Lisandrofurt,NH,93354,AMEX,"3434-249665-78729",2,82.17,164.34,Small Concrete Gloves,2022-02-20,22:09:42
991465,Emard DVM,Automotive,"670-29-7764",Althea Ratke DDS,Male,"34855 Leslie Burgs",Deanfurt,OH,70530,EWallet,"1CrmNxEfk9Npm2dLVKqFu1z7TEe4AW9wvy",5,7.99,39.95,Ergonomic Rubber Shirt,2022-03-11,17:39:21
995213,Corkery Sr.,Home,"556-67-8595",Janessa Wisozk,Male,"315 Kirstin Forest",North Tabitha,AK,28475,Cash,"",4,8.55,34.20,Gorgeous Rubber Chair,2021-12-29,21:17:24
996189,Bergstrom-Senger,Home & Sports,"408-68-5165",Tre Konopelski,Female,"42460 Laney Corner",Bahringerborough,TX,52300,EWallet,"1C2FpRg7dkFHuGVGLoyVvnY3TcKf6426bZ",5,98.73,493.65,Gorgeous Granite Gloves,2022-04-14,10:29:39
996563,Witting DVM,Movies,"409-44-1427",Marjory McCullough DDS,Female,"203 Turcotte Parkway",McCulloughport,NM,82819,EWallet,"1AUEkXwvoZdjtACwKZSpf6wfPm6TEf34Yv",8,51.07,408.56,Fantastic Rubber Hat,2022-04-28,04:54:10
999561,Witting DVM,Shoes,"699-54-8179",Mr. Adela Waters,Female,"479 Joey Vista",Hauckshire,VT,83657,Cash,"",4,37.88,151.52,Incredible Granite Hat,2022-05-14,15:11:19
999828,Hilll-Rolfson,"Baby, Jewelery & Books","477-65-7823",Brooks Fisher,Female,"954 Fredrick Shoal",New Ewell,VA,49070,AMEX,"3216-487418-68560",8,25.84,206.72,Small Plastic Shoes,2022-03-19,08:38:48
