PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"AMEX","Gorgeous Cotton Computer",50.84,51501,86.81,"Industrial","614 Elenora Ports",7,"KS",false,"4-13-2021","parse","East Chaseshire",true,true,2.25,"Stacy Rice",634.69,"Female",37.85,60.93,"19:12:52","McClure, Block and Franecki",335808,90.67
"MasterCard","Sleek Rubber Pants",false,67500,true,"Automotive","1917 Schuyler Extension",1,"MD",76.43,"10-10-2021",86.16,"Wolfburgh",8.84,44.80,69.01,"Beatrice Herman",96.88,"Male",4.80,27.83,"12:50:52","Parisian, Wolff and Gorczany",596523,96.88
"MasterCard","Sleek Wooden Shoes",5429101,23572,6731172,"Automotive, Sports & Beauty","9098 Jeffery Freeway",4,"HI","EXE","7-7-2021",15.73,"Lucindahaven",6635063,4092546,7863443,"Miss Lamont O'Conner",37.40,"Female",8329772,"RAM","23:21:52","Wiegand-Tillman",689998,9.35
"Visa","Awesome Plastic Pants",2984309,44217,"connect","Music & Automotive","18630 Leffler Springs",5,"NC",7478524,"10-19-2021",3434296,"North Rubie","open-source","backing up",true,"Mrs. Greta Haley",195.15,"Female",true,7.54,"22:6:31","Parisian, Wolff and Gorczany",531993,39.03
"Cash","Incredible Concrete Hat",39.95,59768,"transmitting","Computers & Baby","4243 Hayes Crest",4,"ND",380805,"8-7-2021",true,"Kertzmannberg",32.56,55.42,"solid state","Winona Hills",258.32,"Male","primary","connect","18:38:7","McClure, Block and Franecki",953704,64.58
"Cash","Awesome Wooden Car",true,37649,43.23,"Beauty, Garden & Kids","368 Erich River",2,"MT",true,"5-29-2021",true,"New Gregory",98.72,21.76,6581729,"Ephraim Auer",58.32,"Female",207071,true,"2:41:39","Kuphal, Spencer and Blanda",919125,29.16
"EWallet","Fantastic Plastic Hat",3.65,47693,6130658,"Health, Kids & Grocery","570 Stark Knoll",1,"GA","feed","10-9-2021",false,"Meaghanport",68.94,18.75,1367106,"Ms. Nicholaus Schuppe",70.65,"Female",5877984,413619,"17:32:17","Kshlerin DDS",757100,70.65
"Cash","Rustic Granite Table","redundant",99282,7223340,"Computers","229 Maggio Road",10,"OH","TCP","9-30-2021",2.47,"East Assuntaton",6731929,4268713,6427422,"Haylie Harber",734.20,"Female",6628604,433190,"11:57:17","Armstrong, Strosin and Altenwerth",877204,73.42
"EWallet","Practical Rubber Computer","online",67423,63.12,"Home","479 Lockman Shore",5,"HI",6189100,"8-23-2021","SCSI","Sophiaborough",92.02,55.53,"quantifying","Devon Bradtke",473.45,"Male","haptic",520126,"20:7:52","Parisian, Wolff and Gorczany",743323,94.69
"MasterCard","Gorgeous Cotton Chair",7487461,54194,false,"Clothing","15393 Demarco Islands",6,"NE",false,"5-2-2021",false,"Port Judyhaven",62.24,98.02,94.51,"Minnie Fritsch",218.64,"Female",91.62,27.40,"17:24:13","Parisian, Wolff and Gorczany",935520,36.44
"AMEX","Intelligent Rubber Hat",true,16305,4365777,"Toys","141 Cielo Grove",2,"IN",3104211,"8-31-2021",1572997,"South Thaddeuston",35.25,95.43,814578,"Henriette Frami",102.72,"Female",8023765,"compressing","3:11:4","Kshlerin DDS",769536,51.36
"Visa","Incredible Steel Table",true,26208,5716910,"Shoes, Clothing & Health","8897 Oberbrunner Throughway",10,"SD","neural","10-1-2021","pixel","East Jettieport",false,true,"JSON","Kyla DuBuque",17.70,"Male","quantify",2095244,"19:56:35","Wiegand-Tillman",500001,1.77
"Cash","Gorgeous Cotton Chair",4161417,60582,7601978,"Music","63302 Gibson Pike",1,"NY","multi-byte","10-23-2021",51.64,"Lake Bentonfort",8375092,4434339,3349225,"Shania Barrows",47.18,"Male",3980390,8007349,"1:23:11","Lakin, O'Connell and Monahan",279304,47.18
"Cash","Practical Concrete Table",1036441,58406,false,"Electronics, Shoes & Home","5025 Lawson Flat",6,"OR",8131844,"8-17-2021","ADP","Sheaview",10.61,34.45,false,"Nicholas Lesch",539.70,"Male",true,false,"2:59:21","McClure, Block and Franecki",404385,89.95
"Visa","Fantastic Concrete Shirt",true,33669,true,"Home","4241 Stracke Inlet",5,"NC",true,"4-30-2021",true,"Schoenshire",98.32,21.75,57.13,"Sabrina Sauer Jr.",153.85,"Male",80.21,16.54,"10:27:52","Wiegand-Tillman",805007,30.77
"EWallet","Fantastic Concrete Computer",7621195,79178,35.58,"Shoes & Home","634 Elisabeth Parkways",3,"TX",8952834,"7-30-2021",false,"North Rita","feed","PNG","monitor","Clifford Sipes",29.19,"Male","bluetooth",9.58,"6:10:38","Considine PhD",281789,9.73
"AMEX","Gorgeous Steel Shirt",false,60524,4241982,"Toys, Industrial & Books","41376 Cartwright Ports",7,"OH","backing up","7-23-2021",64.19,"Ruthiechester","bandwidth","backing up","capacitor","Daryl Blanda II",227.36,"Male","COM",43.00,"15:59:3","Armstrong, Strosin and Altenwerth",182089,32.48
"Cash","Ergonomic Granite Chair",9080190,40025,3204478,"Garden & Tools","7918 Graham Glens",3,"SC",22.35,"9-19-2021","feed","Lake Earlene","JSON","TCP",9174953,"Harrison Kohler",207.09,"Male",17676,false,"18:34:54","Considine PhD",530336,69.03
"AMEX","Ergonomic Concrete Table",52.58,74323,88.74,"Industrial & Health","6398 Funk Grove",8,"NE",true,"4-18-2021",false,"Cristalton",41.90,4.46,28.32,"Durward Considine",255.60,"Female",36.88,false,"19:39:33","Kuphal, Spencer and Blanda",113196,31.95
"Visa","Ergonomic Cotton Chair",86.03,92539,true,"Health & Grocery","38995 Kevon Estate",1,"ID",5.93,"10-24-2021",42.11,"Willtown",true,true,673606,"Katelin Abbott",27.25,"Female",8180181,false,"10:51:9","Armstrong, Strosin and Altenwerth",499990,27.25
"Cash","Incredible Steel Shoes",7496147,94031,"compress","Shoes & Sports","3376 Haley Glens",2,"GA",66.09,"7-29-2021",false,"Kristianland",300124,4990971,"circuit","Leann Boyer PhD",61.18,"Male","program",70.26,"15:5:4","Kshlerin DDS",145137,30.59
"EWallet","Incredible Plastic Chair","GB",13246,29.56,"Beauty & Outdoors","194 Quinton Coves",7,"IA","transmitting","8-26-2021","calculate","Kipton",true,true,71.26,"Odessa Brekke",6.09,"Female",68.11,4222470,"10:10:27","Wiegand-Tillman",253675,0.87
"MasterCard","Gorgeous Granite Hat",75.61,66272,true,"Baby, Electronics & Garden","7475 Sanford Glen",8,"WV",35.79,"6-10-2021","bluetooth","Port Amberbury",2099389,4740232,false,"Paxton Hansen II",141.92,"Female",true,false,"8:47:29","Parisian, Wolff and Gorczany",438320,17.74
"EWallet","Intelligent Cotton Pants",62.92,10896,true,"Jewelery & Games","310 Marjolaine Spur",3,"VT",true,"5-5-2021",3763412,"Labadieshire",21.06,81.05,false,"Corbin Kuvalis",276.90,"Female",false,937246,"19:10:56","Kshlerin DDS",176605,92.30
"EWallet","Fantastic Steel Pants",15.97,28065,"JBOD","Outdoors","2501 Aida Meadows",9,"AL",true,"10-7-2021",38.32,"Douglastown","capacitor","RSS",false,"Arielle Quitzon",0.90,"Male",true,5762053,"2:45:24","Larkin-McClure",410560,0.10
"MasterCard","Ergonomic Concrete Car",true,31106,8045334,"Electronics","308 Dallas Glen",5,"AR",8211424,"4-3-2021",1207273,"North Isom",9260367,1827930,5134319,"Emmalee Kilback",72.20,"Male",1183393,"virtual","16:9:9","Kshlerin DDS",746310,14.44
"Cash","Ergonomic Wooden Hat",79.28,13886,"HDD","Sports & Books","99829 Streich Brooks",10,"IL","hack","9-15-2021",8668233,"Kossville","optical","port",57.69,"Jeffry Balistreri I",705.10,"Female",80.76,true,"21:29:6","Wiegand-Tillman",557716,70.51
"Visa","Incredible Cotton Hat","transmitting",14000,false,"Computers, Outdoors & Toys","5974 Cremin Bridge",8,"UT",59.62,"2-7-2021",21.57,"Bodefurt",57.83,81.69,6732932,"Mr. Marlee Carter",750.56,"Male",9478214,30.48,"1:6:56","Wiegand-Tillman",963876,93.82
"Visa","Small Cotton Hat",26.42,23382,76.77,"Music & Games","3370 Leta Road",1,"TX",85.06,"8-19-2021",8.89,"Berniermouth","compressing","generating",9359976,"Estella Wolff",96.73,"Male",3853736,17.19,"21:10:52","Wiegand-Tillman",193743,96.73
"MasterCard","Rustic Wooden Pants",false,66910,"COM","Books & Baby","73948 Swift Fords",6,"WV",72.18,"10-4-2021",1565253,"Christopside",true,false,3853137,"Eddie Stiedemann",462.78,"Male",6934085,8780103,"23:48:30","Lakin, O'Connell and Monahan",703205,77.13
"AMEX","Awesome Cotton Chair",false,82845,8528170,"Outdoors & Electronics","9106 Korbin Estate",2,"GA","HDD","5-14-2021",true,"Fadelchester",true,false,"indexing","Alexandre Cummings",53.08,"Male","program",4269478,"23:47:16","Armstrong, Strosin and Altenwerth",461570,26.54
"Visa","Awesome Wooden Gloves",729442,62026,"hacking","Clothing","6688 Herta Falls",2,"IL","hacking","5-23-2021",true,"Stantonchester",2530174,4125451,91.40,"Mr. Ramiro Kuvalis",5.26,"Male",90.95,true,"6:32:59","Kshlerin DDS",501795,2.63
"AMEX","Gorgeous Wooden Gloves",37.42,17719,919601,"Outdoors, Baby & Automotive","1046 Moen Glens",9,"KS",false,"1-10-2021",false,"Evelinebury",true,false,7724987,"Misael Toy",205.11,"Female",8300469,16.51,"10:20:43","Kuphal, Spencer and Blanda",268011,22.79
"MasterCard","Fantastic Plastic Shoes",30.52,33134,false,"Jewelery","4981 Halvorson Plains",5,"WA",89.13,"10-15-2021",5250756,"Jacobsonfort","input","quantify",false,"Morgan Leannon",124.45,"Male",false,"interface","11:12:57","Larkin-McClure",245758,24.89
"AMEX","Ergonomic Rubber Pants",true,25267,7590188,"Baby & Home","73267 Richie Flat",1,"HI",15.68,"6-26-2021",180065,"Maverickland","synthesizing","SAS","transmit","Mrs. Emmanuelle Upton",59.44,"Male","navigating",989956,"11:29:42","McClure, Block and Franecki",533208,59.44
"Visa","Intelligent Granite Shirt",true,49892,7330849,"Garden","23851 Marley Island",3,"FL","digital","10-25-2021",52.84,"Port Nathanialbury",15.63,75.45,11.41,"Jaida Daugherty V",230.70,"Male",34.84,97.51,"3:39:50","Larkin-McClure",547944,76.90
"EWallet","Sleek Concrete Table",false,69816,73.27,"Garden","122 Bernhard Locks",7,"IA",9.06,"10-3-2021",false,"Feeneyberg",3291732,395919,true,"Queenie Watsica",0.14,"Female",false,false,"5:38:54","Kuphal, Spencer and Blanda",359008,0.02
"EWallet","Intelligent Rubber Shirt",true,38764,false,"Movies, Jewelery & Grocery","90772 Anais Glens",5,"DE",13.42,"9-16-2021",true,"South Virgil",99.54,62.67,false,"Brett Cruickshank",231.25,"Male",false,false,"1:27:51","Considine PhD",645488,46.25
"EWallet","Small Steel Computer",8731407,45194,"compress","Kids & Baby","4621 Zulauf Square",8,"CO",20.35,"10-10-2021",43.22,"North Donavon",true,true,6409884,"Camden Parisian",56.00,"Female",3003554,"alarm","11:26:41","Larkin-McClure",655018,7.00
"Visa","Gorgeous Wooden Chair",40.45,56737,4591571,"Tools","532 Romaine Ridge",4,"VT",0.65,"8-2-2021",9050443,"North Jaqueline","FTP","synthesizing","GB","Julio Hansen",200.48,"Female","hacking",68.38,"0:11:19","Kuphal, Spencer and Blanda",837261,50.12
"MasterCard","Incredible Cotton Table","AGP",22607,true,"Garden & Movies","677 Braulio Squares",1,"AK",5992273,"9-15-2021","neural","Carriefort",1004710,1291469,8409375,"Quinton Hegmann",31.78,"Male",3617360,false,"19:29:52","Larkin-McClure",173762,31.78
"MasterCard","Rustic Wooden Chair","redundant",63927,1804396,"Garden & Clothing","745 Friesen Points",9,"UT",true,"6-29-2021","copying","West Stefanton",7890047,7409296,"mobile","Enola Prosacco II",700.20,"Female","CSS",8257160,"7:13:50","Considine PhD",288996,77.80
"MasterCard","Practical Steel Car",91.87,44655,false,"Beauty, Tools & Movies","75366 Powlowski Stream",6,"FL",97.59,"6-26-2021",true,"Lake Bridie",false,false,33.30,"Modesto King",206.34,"Male",68.98,5261760,"1:47:55","Kshlerin DDS",869834,34.39
"Cash","Gorgeous Concrete Table",true,54140,true,"Industrial, Clothing & Shoes","61489 Hickle Curve",8,"IL",355700,"8-24-2021","bluetooth","New Zachariahmouth",60.62,96.94,"multi-byte","Karen Hauck MD",584.80,"Female","synthesize","solid state","20:4:12","Kshlerin DDS",193917,73.10
"AMEX","Rustic Rubber Table",58.42,14572,8481109,"Industrial","80118 Stamm Hills",10,"PA","hack","9-7-2021","PCI","Wilkinsonside","transmit","SCSI",99.95,"Deven Considine",4.20,"Female",12.77,"panel","11:7:55","Kshlerin DDS",695318,0.42
"Visa","Ergonomic Cotton Shirt",61.28,93071,"FTP","Sports","6429 Steuber Courts",6,"CA",20.68,"3-14-2021","1080p","Shadland",3749722,5309681,false,"Susana Haag PhD",201.84,"Female",true,456585,"3:40:18","McClure, Block and Franecki",573444,33.64
"EWallet","Sleek Granite Pants","copying",90605,true,"Outdoors, Movies & Baby","79572 Ernser Dale",1,"IN",27.59,"6-8-2021",false,"South Louveniamouth",false,true,false,"Wilton Wisoky",21.06,"Female",true,true,"4:10:26","Kuphal, Spencer and Blanda",788176,21.06
"Visa","Fantastic Cotton Shirt",true,36164,true,"Home, Industrial & Garden","1182 Howe Corners",5,"OK",85.74,"3-22-2021",47.75,"Buckridgeside",11.07,73.34,24.17,"Mrs. Israel Grimes",460.60,"Male",59.54,true,"2:37:17","Kuphal, Spencer and Blanda",926216,92.12
"EWallet","Awesome Plastic Pants",7594552,78944,"calculate","Automotive & Books","59875 Heidenreich Walk",1,"PA",142905,"9-11-2021",3021548,"Tyreseview","port","SCSI",67.28,"Caitlyn Sauer",42.68,"Female",91.11,1395120,"23:7:12","Kshlerin DDS",893965,42.68
"Visa","Small Wooden Gloves",3211963,71201,"connect","Beauty, Jewelery & Clothing","701 Hyatt Stream",4,"FL",false,"6-21-2021",4401231,"West Ignaciobury","compress","quantifying",true,"Kallie Toy",388.92,"Male",true,true,"22:47:13","Parisian, Wolff and Gorczany",758601,97.23
"Cash","Practical Plastic Shirt","connect",58901,6759878,"Electronics, Kids & Computers","66612 Jake Inlet",7,"ND","bluetooth","10-23-2021","navigating","West Glennie",55.30,18.36,81.31,"Gilda Koch",358.75,"Male",77.79,40.93,"3:31:18","Lakin, O'Connell and Monahan",249666,51.25
"AMEX","Ergonomic Wooden Gloves",62.68,45681,false,"Health","2254 Letitia Park",5,"CT",49.03,"10-23-2021",false,"Chynafurt",false,false,85.12,"Herminio Ortiz",393.65,"Male",21.26,true,"0:42:20","Auer V",684117,78.73
"MasterCard","Incredible Cotton Computer",180229,72578,true,"Games, Beauty & Sports","34598 Runte Village",10,"ME",false,"9-17-2021","compress","Zackaryshire",true,false,true,"Colton Weimann DVM",889.40,"Male",true,6052342,"15:44:51","McClure, Block and Franecki",201937,88.94
"AMEX","Awesome Concrete Pants",false,28409,"navigate","Computers & Kids","82692 Rachelle Islands",2,"OR",96.85,"5-2-2021","override","Roobfurt","programming","solid state",false,"Elouise Osinski",13.46,"Male",true,6617707,"15:12:53","Considine PhD",118737,6.73
"AMEX","Ergonomic Cotton Table","bypass",34371,9358258,"Baby, Automotive & Sports","98586 Stanton Square",9,"WI",8936191,"9-28-2021",8507672,"Kristianland","JSON","compress",true,"Josefina Williamson",210.24,"Male",true,3792616,"5:35:30","McClure, Block and Franecki",682149,23.36
"MasterCard","Sleek Granite Car",87.48,80089,"SSL","Computers & Outdoors","14590 Demario Cliff",3,"IL",true,"9-21-2021",true,"West Laronmouth","ADP","override",3175726,"Diego Schmidt PhD",46.14,"Male",275847,5771035,"20:9:47","Wiegand-Tillman",425083,15.38
"AMEX","Small Rubber Table",98.04,52606,60.43,"Health, Computers & Automotive","3674 Gutkowski Trail",1,"FL",96.76,"8-7-2021",true,"East Camdenport",3566118,4371625,59.43,"Mr. Prince Krajcik",2.86,"Female",95.39,true,"8:8:53","Lakin, O'Connell and Monahan",338856,2.86
"Visa","Ergonomic Granite Shoes",true,65894,33.80,"Shoes","6492 Weber Path",2,"ID",false,"7-15-2021",20.30,"New Glennaside","back up","array","copy","Sydni Nader DVM",147.74,"Female","hacking","input","3:59:30","Armstrong, Strosin and Altenwerth",844878,73.87
"AMEX","Sleek Concrete Shirt",64.74,50686,985490,"Music, Industrial & Automotive","548 Parisian Branch",2,"OK",51.11,"9-7-2021",3766013,"East Lamarland",8434585,7558174,7323250,"Elliot Waters",6.64,"Female",3137731,"hack","11:37:15","McClure, Block and Franecki",792021,3.32
"AMEX","Awesome Cotton Table",44.95,15505,"XSS","Toys","59861 Feil Burg",10,"NC",4.17,"10-11-2021","virtual","Collinfurt",false,false,false,"Narciso O'Connell",730.50,"Female",false,true,"12:26:35","Lakin, O'Connell and Monahan",986629,73.05
"Cash","Ergonomic Plastic Gloves","SCSI",95249,"generating","Shoes & Home","5835 Olson Circles",10,"OK","connecting","5-25-2021",3833643,"Rosenbaummouth",true,true,true,"Janelle Huel Jr.",892.80,"Male",true,92.56,"10:21:30","Wiegand-Tillman",819824,89.28
"Cash","Small Wooden Car",42.52,91596,92.56,"Toys","361 Lowe Oval",10,"MI",28.66,"10-22-2021",true,"Boylefurt",41.44,40.70,90.91,"Icie Stroman",716.30,"Male",27.27,false,"20:6:56","Wiegand-Tillman",555519,71.63
"EWallet","Rustic Cotton Pants",914503,93458,false,"Toys, Outdoors & Sports","9025 Lessie Greens",5,"SD",false,"10-21-2021",15.21,"Jessville","generate","calculate",false,"Gretchen Hammes",87.15,"Male",true,true,"2:18:18","Wiegand-Tillman",220799,17.43
"Visa","Gorgeous Wooden Table","transmit",82328,"PCI","Beauty & Computers","37820 Turcotte Drives",2,"SD",25.24,"10-1-2021","program","Eileenton",36.11,98.47,5212962,"Mrs. Carli Bartell",0.70,"Female",6213813,"microchip","11:40:27","Wiegand-Tillman",280419,0.35
"Visa","Small Steel Computer","quantify",37942,1286695,"Clothing","10670 Farrell Park",6,"NY","bus","8-8-2021",3115280,"New Opal",3258087,6266180,2.25,"Miss Holden McDermott",319.26,"Female",37.80,"compress","18:1:2","Parisian, Wolff and Gorczany",685397,53.21
"Visa","Sleek Plastic Car",87.27,68064,6199515,"Jewelery","1207 Orn Extensions",6,"UT",73.10,"10-7-2021",true,"Mckennaland","bypassing","hard drive","XSS","Ila Ernser",391.32,"Female","interface",false,"18:39:0","Parisian, Wolff and Gorczany",850686,65.22
"Cash","Practical Cotton Shoes",false,64381,true,"Games & Toys","407 Yost Shoals",6,"WV",false,"10-23-2021",true,"South Brigitteton",false,false,false,"Valentine Torp",257.94,"Female",false,"interface","23:38:51","McClure, Block and Franecki",817599,42.99
"AMEX","Awesome Steel Gloves",24.59,96379,87.35,"Kids & Electronics","761 Delta Estate",10,"NY",23.65,"10-23-2021",true,"Wisokytown",false,true,1864363,"Wilfredo Bartell",15.30,"Female",8644886,true,"12:50:20","Wiegand-Tillman",149031,1.53
"MasterCard","Practical Granite Shirt",7918013,94534,false,"Grocery","12756 Quinten Circles",3,"SD",1731344,"10-16-2021","open-source","Kuhicland",60.86,23.41,426326,"Jocelyn O'Hara",104.67,"Female",4325404,8.67,"20:26:22","Kshlerin DDS",790886,34.89
"AMEX","Practical Cotton Hat","synthesizing",49937,84.34,"Industrial & Grocery","439 Fisher Union",1,"ME",7444943,"6-14-2021","cross-platform","Stanfordtown",true,false,5876351,"Remington McDermott",47.73,"Female",4081104,"alarm","10:29:17","McClure, Block and Franecki",769402,47.73
"Visa","Gorgeous Steel Gloves",2057071,91011,8896308,"Jewelery","23759 Altenwerth Trafficway",5,"NJ",7064899,"10-7-2021",false,"Lake Kodychester","quantify","primary",43.68,"Mckenna Lowe",29.65,"Female",3.62,66.94,"4:27:3","Kshlerin DDS",438885,5.93
"Visa","Small Cotton Computer","bypassing",19164,"backing up","Electronics, Garden & Home","2582 Lea Isle",3,"CT",2783900,"10-3-2021",true,"New Hattie",true,true,14.07,"Mr. Viola Conroy",157.65,"Female",77.03,7911437,"0:28:25","Auer V",670043,52.55
"MasterCard","Small Concrete Computer",true,95193,false,"Grocery, Shoes & Clothing","9814 Pfannerstill Corners",2,"MA",false,"6-11-2021",44.73,"South Princess","reboot","XML",20.97,"Jon Greenfelder I",189.34,"Female",84.32,46.28,"23:17:49","Kshlerin DDS",299095,94.67
"Cash","Gorgeous Cotton Computer",57.08,28283,19.60,"Tools & Shoes","159 Pfannerstill Plain",5,"OR",55.98,"10-10-2021",true,"Heidenreichstad","optical","open-source","bus","Ross Legros",379.60,"Female","wireless",true,"18:44:26","McClure, Block and Franecki",842368,75.92
"Visa","Gorgeous Granite Computer","wireless",35968,"navigate","Home, Shoes & Kids","1990 Brionna Fields",2,"MA","open-source","9-30-2021",11.42,"Klockoport",false,false,9443731,"Ms. Jany Gislason",78.42,"Female",4210859,true,"14:57:13","Larkin-McClure",803484,39.21
"Visa","Gorgeous Steel Hat","JBOD",60210,false,"Automotive, Movies & Kids","9934 Russel Way",8,"TX","online","7-20-2021",false,"East Ephraim",62.43,22.54,"sensor","Araceli Kub DDS",221.84,"Female","CSS","virtual","21:37:27","Kuphal, Spencer and Blanda",891490,27.73
"EWallet","Rustic Concrete Gloves","FTP",50393,4950029,"Home & Music","710 Adams Rapid",10,"NV",82.74,"5-19-2021",43.18,"Wintheiserberg",6.09,95.75,45.83,"Jayde Prosacco",54.00,"Male",81.58,false,"8:26:45","Wiegand-Tillman",708937,5.40
"MasterCard","Gorgeous Rubber Shoes","bandwidth",97860,true,"Electronics, Tools & Clothing","203 Moen Skyway",5,"NH",80.63,"5-30-2021",false,"Luthermouth","microchip","transmitter","parsing","Hazel Stamm",388.35,"Female","PCI","primary","21:39:3","Armstrong, Strosin and Altenwerth",532512,77.67
"MasterCard","Incredible Concrete Computer",54.73,39803,17.57,"Movies, Books & Beauty","39533 Alexandrine Bridge",6,"AZ","indexing","9-26-2021",4159887,"New Erichville",false,true,"reboot","Dessie Walker",64.38,"Male","capacitor","USB","6:9:19","McClure, Block and Franecki",927048,10.73
"EWallet","Sleek Cotton Car","back-end",98937,8897518,"Garden, Toys & Shoes","7564 Jewel Greens",2,"MA",77.34,"10-22-2021","JBOD","Kemmermouth","reboot","RSS","programming","Ms. Trisha Kuphal",167.52,"Male","firewall",true,"8:49:39","Considine PhD",289122,83.76
"MasterCard","Sleek Concrete Shoes",false,28391,12.03,"Tools","722 Wava Shoal",8,"MA",35.12,"3-31-2021","synthesizing","North Theron",60.44,23.50,74.32,"Pattie Grimes",468.08,"Female",36.70,true,"8:15:33","Kuphal, Spencer and Blanda",898635,58.51
"EWallet","Ergonomic Plastic Chair",true,37399,false,"Grocery","17342 Block Land",1,"ID",62.03,"4-29-2021",24.97,"West Royce",57.78,47.53,true,"Jennings Weber",23.86,"Male",true,false,"12:44:45","Considine PhD",538272,23.86
"Visa","Incredible Rubber Shoes",72.88,11749,"RAM","Books","393 Finn Cove",5,"FL",false,"5-26-2021",2.26,"New Jazmyn",537687,7893815,5434647,"Lindsay Goldner V",467.55,"Male",8265031,5990573,"12:19:30","Considine PhD",271358,93.51
"EWallet","Small Steel Pants",5332190,88265,3155984,"Shoes & Baby","9845 Schuppe Mountain",6,"MS",4202817,"10-12-2021","feed","West Rodolfoshire","input","microchip","ADP","Daniela McClure II",356.04,"Female","driver",true,"0:59:52","Lakin, O'Connell and Monahan",991909,59.34
"Visa","Awesome Steel Pants",false,26687,6861437,"Tools, Garden & Books","1011 Pfeffer Valleys",8,"LA",2054088,"4-24-2021",49.62,"New Joville",true,false,false,"Mr. Hortense Rice",510.88,"Female",true,true,"20:53:6","Kuphal, Spencer and Blanda",588573,63.86
"MasterCard","Rustic Wooden Hat",70.77,16701,true,"Games, Sports & Automotive","912 Doris Springs",5,"AK",false,"2-24-2021",19.44,"New Britneyshire",false,true,32.06,"Tremayne Gusikowski MD",64.50,"Female",94.80,false,"4:23:22","Kshlerin DDS",519123,12.90
"MasterCard","Fantastic Plastic Table",98.25,99346,true,"Grocery, Clothing & Tools","7514 Emmerich Stravenue",7,"NY",false,"10-22-2021",true,"North Jaren","online","overriding",32.64,"Mr. Amir Mraz",145.46,"Female",55.33,true,"16:19:45","Parisian, Wolff and Gorczany",890054,20.78
"Cash","Rustic Wooden Table",5968787,78074,"compress","Shoes","13423 Augusta Tunnel",1,"LA",7988842,"8-26-2021","reboot","East Norval",40.08,3.59,1746714,"Hollie Bayer MD",90.84,"Female",3849207,"auxiliary","20:12:40","Kshlerin DDS",206797,90.84
"AMEX","Gorgeous Granite Pants",28.46,38331,"feed","Home, Movies & Baby","16212 Stanton Lock",4,"ID","online","9-6-2021",false,"Ziemeport","compressing","haptic",63.17,"Sallie Labadie",309.96,"Male",86.98,"bus","8:43:59","Armstrong, Strosin and Altenwerth",243145,77.49
"EWallet","Ergonomic Concrete Pants",false,45627,4857389,"Sports","73908 Jeffery Ferry",8,"WV",5205438,"8-18-2021",true,"Port Urban",false,false,60.22,"Ms. Jasen Wisozk",465.68,"Male",23.11,73.34,"11:52:38","McClure, Block and Franecki",404023,58.21
"EWallet","Fantastic Plastic Computer",61.52,67284,true,"Movies, Tools & Sports","69265 Malvina Stravenue",6,"OH",false,"10-11-2021",6587634,"Faheyberg",97.62,59.96,true,"Crystal Koch II",16.32,"Female",true,true,"7:1:3","Auer V",531882,2.72
"Cash","Rustic Wooden Hat",3590774,13147,48.26,"Home & Electronics","69875 Renner Run",9,"WV",72.49,"5-15-2021",true,"East Orin",6625615,199435,7.78,"Naomie Padberg",112.32,"Female",70.54,true,"0:29:50","Wiegand-Tillman",453073,12.48
"Visa","Sleek Steel Chair",2989780,72072,7361420,"Industrial & Jewelery","74826 Bernier Knolls",4,"IN",96.15,"7-4-2021",5.15,"Mabelleport","feed","wireless","calculating","Cassidy McKenzie",308.04,"Male","FTP",true,"4:16:40","Lakin, O'Connell and Monahan",403079,77.01
"MasterCard","Small Granite Computer","compressing",15072,"hacking","Home","22659 Wisoky Pine",10,"CO",false,"10-4-2021","connecting","New Royce",true,false,"feed","Darryl Schuster",275.50,"Female","parsing",true,"2:1:32","Kshlerin DDS",166650,27.55
"Cash","Incredible Cotton Computer","index",80364,59.95,"Shoes","94842 Dell Plaza",6,"OH",8142173,"10-14-2021","firewall","East Cheyanne",5.22,68.45,58.19,"Barton Bogisich",530.34,"Female",81.69,"primary","3:13:4","Parisian, Wolff and Gorczany",492868,88.39
"Visa","Incredible Steel Hat",8492356,77500,false,"Outdoors","12953 Torphy Tunnel",1,"AK",true,"8-11-2021",false,"O'Keefeton",true,false,true,"Ms. Marta Stamm",42.25,"Male",false,8231954,"11:3:9","Parisian, Wolff and Gorczany",509846,42.25
"Visa","Practical Granite Car",21.02,89798,81.04,"Outdoors","7477 Benedict Harbor",10,"AL",4.47,"7-1-2021",false,"North Joanahaven",918403,2559393,"parsing","Vella Welch",12.60,"Female","pixel",1441192,"13:52:12","Lakin, O'Connell and Monahan",110577,1.26
"Cash","Small Steel Shirt",true,41893,93206,"Movies, Baby & Electronics","2130 Zemlak Coves",5,"MN","SAS","7-13-2021","cross-platform","Lake Erich",false,false,true,"Kristy Marks",186.75,"Female",true,"ADP","1:15:31","Parisian, Wolff and Gorczany",271060,37.35
"MasterCard","Intelligent Steel Hat",15.46,80999,9073571,"Industrial & Jewelery","53774 Bogan Meadows",8,"WV","back-end","10-7-2021",true,"West Conorfurt","solid state","bypass","hack","Richmond Sporer",440.40,"Male","pixel",false,"6:50:58","Larkin-McClure",243954,55.05
"EWallet","Intelligent Cotton Hat",true,85980,2385546,"Outdoors & Automotive","7753 Ali Throughway",4,"AL",6283129,"7-12-2021",false,"West Opalstad",true,false,82.99,"Imani McKenzie IV",33.80,"Male",7.23,6610272,"7:8:38","Lakin, O'Connell and Monahan",967664,8.45
