State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"WA","Clothing & Tools","8-21-2021",235.76,"MasterCard","609 O'Hara Garden","Intelligent Rubber Hat",11.70,"quantify","McClure, Block and Franecki",58.94,"2:38:41",98.23,389834,false,"firewall","connecting",82.95,457833,"synthesizing",4,"Alicia Effertz","Pricemouth",28.85,"Male",65967
"ND","Beauty, Computers & Music","10-6-2021",240.54,"Cash","99132 Adell Bypass","Sleek Rubber Gloves",470139,"solid state","Considine PhD",80.18,"17:21:4",false,850278,"driver",false,23.96,1929139,"backing up",3147117,3,"Mrs. Heaven Hamill","Lake Beaulah",78.56,"Female",22001
"NC","Toys, Books & Grocery","10-6-2021",438.83,"AMEX","662 Buckridge Station","Rustic Plastic Table",true,7181684,"Kshlerin DDS",62.69,"19:57:43",6574049,309357,false,false,"interface",5106761,22.55,false,7,"Llewellyn Rosenbaum","East Wallaceport",955420,"Male",46367
"IL","Electronics & Home","1-29-2021",269.67,"EWallet","5133 Bode Valley","Gorgeous Granite Table",67.80,false,"Parisian, Wolff and Gorczany",89.89,"20:57:51",true,794230,17.21,true,13.00,36.26,false,22.66,3,"Vernice Casper DDS","West Anaischester",false,"Male",12112
"OH","Kids, Clothing & Tools","4-6-2021",630.08,"EWallet","19103 Derrick Curve","Small Steel Table",78.66,38.28,"Kshlerin DDS",78.76,"0:15:31",2253983,631955,4750393,6097768,23.32,"AI",3325879,"pixel",8,"Desmond Rosenbaum III","North Jaysonmouth","firewall","Female",83387
"VT","Movies, Books & Beauty","10-24-2021",554.19,"MasterCard","152 Kay Way","Gorgeous Plastic Computer","redundant",51.32,"Armstrong, Strosin and Altenwerth",79.17,"23:46:30","mobile",900230,false,true,5154048,false,true,"compress",7,"Kayley Wunsch","Audraburgh","redundant","Male",91144
"NJ","Kids & Clothing","4-17-2021",51.81,"MasterCard","276 Jane Trafficway","Small Concrete Computer",true,0.30,"Wiegand-Tillman",17.27,"1:45:0",false,477246,true,83.17,45.95,false,32.35,68.70,3,"Bernie Schumm","Amberburgh",false,"Female",88878
"MT","Baby & Movies","10-19-2021",172.98,"Cash","9228 Glover Junction","Practical Plastic Shirt",74.97,"transmitter","Considine PhD",57.66,"17:55:7","quantifying",613826,4.22,true,"JSON","wireless",2912688,7577584,3,"Kavon Hills","Estebanburgh","navigating","Female",70611
"UT","Jewelery & Baby","9-22-2021",437.30,"AMEX","12983 Feeney Plaza","Fantastic Granite Shirt",7830642,"transmit","McClure, Block and Franecki",87.46,"22:50:26",46801,539912,false,"optical","quantify","back up",99.66,false,5,"August Herman Sr.","Port Jaylanmouth",true,"Female",38603
"FL","Sports, Home & Shoes","9-4-2021",212.64,"MasterCard","62321 Ahmad Ways","Sleek Plastic Gloves",false,24.12,"Considine PhD",35.44,"3:45:43",20.37,892077,82.74,33.56,true,2.08,false,20.32,6,"Ciara Boehm","West Bartholome",2673073,"Female",57973
"ME","Grocery, Sports & Jewelery","9-14-2021",123.90,"AMEX","475 Pagac Crest","Awesome Concrete Car","driver",5712686,"McClure, Block and Franecki",41.30,"15:31:25",false,887373,"GB",false,4748417,"1080p",false,"synthesizing",3,"Dr. Duane Reichert","Cameronbury","HTTP","Male",87095
"IN","Clothing, Grocery & Shoes","8-11-2021",233.88,"AMEX","49017 Gulgowski Groves","Awesome Wooden Chair",50.57,false,"Armstrong, Strosin and Altenwerth",77.96,"10:35:21",5660501,139847,false,true,true,48.39,11.36,46.73,3,"Patience Vandervort DDS","South Morganmouth",67.47,"Male",50736
"MO","Sports","6-12-2021",27.48,"Cash","67747 Kohler Spurs","Incredible Plastic Computer",true,16.11,"Kshlerin DDS",27.48,"14:13:41",7248289,670018,"bypass",true,false,true,3803437,6517733,1,"Gaylord Runolfsdottir","West Caterinaberg","generating","Male",30054
"AL","Computers, Garden & Movies","9-12-2021",64.61,"AMEX","485 Darian Squares","Awesome Cotton Hat",43.14,367793,"Lakin, O'Connell and Monahan",9.23,"8:51:25",8042840,578941,"card","cross-platform",5667835,"driver","feed",true,7,"Ewald Gorczany","Lake Emmie",1609533,"Female",83616
"DE","Garden, Books & Automotive","6-8-2021",16.40,"Visa","70803 Satterfield Throughway","Ergonomic Plastic Shoes","back up","circuit","Kshlerin DDS",8.20,"15:53:5",true,518996,"1080p",13.84,4672763,0.24,63.81,4469242,2,"Gabriel Corwin","Cassinland",false,"Male",76649
"VT","Baby","10-7-2021",186.87,"EWallet","90580 Emard Stravenue","Sleek Rubber Shirt","SMTP","navigating","McClure, Block and Franecki",62.29,"8:55:5","EXE",223302,6629855,false,true,76.75,39.62,63.44,3,"Laney Gerhold","Ratkestad",false,"Female",44658
"MT","Jewelery, Home & Kids","9-24-2021",107.64,"EWallet","464 Thiel Mount","Practical Rubber Table",true,82.07,"Kuphal, Spencer and Blanda",26.91,"18:42:10",91.03,618001,50.84,"redundant",4608773,2863694,false,86.52,4,"Jennie Considine","Sylvanborough","AI","Male",93198
"IL","Garden","6-15-2021",21.56,"Visa","80611 Adrain Mills","Fantastic Cotton Car",4006472,7899089,"Kshlerin DDS",21.56,"23:43:3",5045046,465435,"copying",true,"SCSI","index",false,"navigate",1,"Kobe Jacobson","New Jermaine",false,"Male",39625
"AL","Tools, Clothing & Music","10-12-2021",526.00,"MasterCard","8141 Jaquelin Terrace","Awesome Concrete Hat","copy",2350087,"McClure, Block and Franecki",52.60,"9:30:38",1467579,982596,"neural","pixel",63.14,13.22,"SAS",11.90,10,"Shanelle Spinka","East Oleta",false,"Female",54479
"NV","Health & Games","9-25-2021",405.90,"AMEX","607 Bell Brooks","Practical Wooden Shirt",41.59,4093907,"Lakin, O'Connell and Monahan",81.18,"19:45:34",true,648866,true,false,true,false,5756262,true,5,"Miss Unique Cummerata","Grantton",92.17,"Female",38554
"ME","Sports, Electronics & Baby","8-24-2021",38.01,"Visa","2729 Aylin Tunnel","Gorgeous Wooden Shoes",true,41.59,"Armstrong, Strosin and Altenwerth",38.01,"3:51:52",true,331991,true,60.66,23.02,85.96,35.76,"optical",1,"Sasha Beier","South Fredrickmouth",95.91,"Male",46446
"ID","Sports, Outdoors & Baby","12-29-2020",280.17,"Cash","67889 Dooley Stravenue","Incredible Plastic Shirt",false,1043738,"Parisian, Wolff and Gorczany",93.39,"17:45:27",2126436,168428,false,false,5777862,"cross-platform","indexing","feed",3,"Nina Spinka","Lake Lilla","wireless","Female",28642
"ID","Shoes","8-11-2021",479.85,"Cash","34571 Christelle Inlet","Fantastic Cotton Shirt","hack",true,"Armstrong, Strosin and Altenwerth",95.97,"10:42:53",3060730,672294,5863308,3409457,1192669,"transmit",67859,7650078,5,"Ruthe Auer","Lake Earline",6453613,"Female",70568
"NC","Books, Tools & Computers","10-15-2021",852.80,"MasterCard","864 Wunsch Plaza","Fantastic Rubber Hat","SAS",true,"McClure, Block and Franecki",85.28,"21:30:33",3.64,782876,true,"ADP",1290702,"bypassing",3588657,3747361,10,"Mr. Waldo Luettgen","Providenciborough",false,"Female",81007
"AZ","Jewelery & Computers","9-20-2021",87.45,"MasterCard","93248 Kuhn Parkway","Gorgeous Rubber Table",57.51,true,"McClure, Block and Franecki",87.45,"4:38:33",true,361898,3.44,false,true,false,false,77.83,1,"Coy Walker","North Flaviotown",true,"Male",65018
"IA","Games & Industrial","7-29-2021",344.70,"AMEX","49361 Chasity Hollow","Gorgeous Plastic Car",70.48,826970,"Parisian, Wolff and Gorczany",34.47,"9:40:44",2620785,552649,19.61,"navigate",5.74,true,1032102,6611969,10,"Mr. Leslie Rowe","Port Rhiannonton","programming","Female",44965
"AL","Books","6-6-2021",379.35,"MasterCard","6286 Kautzer Tunnel","Ergonomic Granite Hat",3473937,1898197,"Kshlerin DDS",75.87,"1:59:23",true,898960,"programming","compress",true,"synthesize",68.25,"SDD",5,"Jocelyn Keeling","Port Jordonton","hacking","Male",56123
"DE","Tools & Industrial","7-20-2021",56.94,"Cash","319 Daugherty Course","Awesome Concrete Hat","bypassing",73.78,"Armstrong, Strosin and Altenwerth",28.47,"16:34:52","back-end",565938,"generating","reboot","bypass","SMS",8527842,3039890,2,"Christine Keeling","Abshiremouth",63.10,"Female",86587
"UT","Home, Computers & Electronics","9-22-2021",109.53,"Visa","14210 Botsford Overpass","Sleek Plastic Car",87.23,"alarm","Larkin-McClure",12.17,"0:45:35",4180226,451099,"calculating",false,864716,"quantify",true,8142064,9,"Hailee Gusikowski","South Enochville","quantifying","Female",26484
"MN","Music, Computers & Clothing","8-10-2021",644.07,"EWallet","98346 Larkin Common","Gorgeous Plastic Shirt",4440982,8400489,"McClure, Block and Franecki",92.01,"0:20:2","TCP",165283,"override","pixel",false,7527995,7.64,"PNG",7,"Dr. Gunner Nolan","Pricebury",true,"Male",21182
"CA","Health & Industrial","9-2-2021",58.17,"AMEX","90410 Luna Hills","Fantastic Rubber Chair","virtual",true,"Armstrong, Strosin and Altenwerth",58.17,"17:9:15",true,616596,true,14.59,77.83,false,"synthesizing","bypassing",1,"Terrence Fay","Port Audrey",false,"Female",39498
"WA","Toys","12-19-2020",153.39,"MasterCard","6636 Rutherford Haven","Practical Granite Pants",2243783,2453451,"Parisian, Wolff and Gorczany",51.13,"12:37:28",589324,303281,"navigating",false,"backing up",7470271,7680050,7171257,3,"Eve Windler","Elnaland",1724204,"Female",12008
"GA","Books, Home & Computers","9-27-2021",92.85,"EWallet","2745 Robel River","Gorgeous Granite Gloves","calculate",6133476,"Kuphal, Spencer and Blanda",18.57,"20:32:7",true,578349,true,false,43.09,true,true,true,5,"Ryley Braun","Tremaineside","index","Male",81034
"WI","Baby, Movies & Electronics","8-13-2021",362.55,"Visa","832 Wehner Causeway","Gorgeous Wooden Table","virtual",false,"Kshlerin DDS",72.51,"8:12:28",70.19,669718,false,56.42,20.11,false,5.88,8675900,5,"Brennan Will","East Zachariah",false,"Male",95274
"WA","Computers","6-23-2021",9.63,"EWallet","79076 Bria Via","Fantastic Rubber Hat",97.71,"IB","Parisian, Wolff and Gorczany",1.07,"8:50:10",false,131757,"HTTP",3406956,5524171,"programming",2.15,"JBOD",9,"Shayna Mohr","New Eleanore",60.60,"Female",33301
"MS","Shoes, Clothing & Computers","9-5-2021",70.84,"Cash","729 Johnston Mountains","Practical Cotton Shoes",54.57,"neural","Larkin-McClure",17.71,"13:12:26","hack",313266,"pixel",false,3220717,2355931,"matrix",27.71,4,"Schuyler Stark","Daleview","haptic","Male",97974
"OH","Sports & Beauty","7-21-2021",274.60,"AMEX","480 Reichel Greens","Fantastic Steel Table",7040478,false,"Parisian, Wolff and Gorczany",54.92,"10:41:47","SSL",484591,7963093,5132514,true,78.31,75.37,17.92,5,"Elisha Veum","Port Margarete","haptic","Male",78093
"MI","Industrial & Home","10-16-2021",18.95,"Cash","56661 Dorian Shoal","Rustic Cotton Computer",7304022,98.06,"Considine PhD",18.95,"0:22:15","AGP",867349,"XML",7658179,false,"compressing",30.20,"feed",1,"Henri Wuckert","Murphyville",2059021,"Female",28826
"PA","Garden & Tools","10-4-2021",101.22,"EWallet","15813 Tracy Extensions","Awesome Plastic Pants",3847637,6734540,"Kuphal, Spencer and Blanda",14.46,"1:23:31",1390575,113304,"SDD","online",69.52,555811,3092742,7808627,7,"Orval Borer","VonRuedenchester","open-source","Female",99674
"LA","Electronics, Beauty & Kids","8-29-2021",561.54,"AMEX","41850 Parisian Well","Intelligent Concrete Computer","programming",8604196,"Kshlerin DDS",80.22,"10:12:30","open-source",863488,true,false,55.90,16.10,true,1.90,7,"Ramona Grant","North Amosmouth",37.89,"Male",60778
"KS","Jewelery","7-26-2021",9.56,"Visa","51227 Rosella Locks","Sleek Cotton Chair",false,true,"Considine PhD",4.78,"5:56:39",true,110533,true,16.29,39.37,false,false,24.63,2,"Randall Stehr","Doloreschester",21.25,"Female",74677
"VT","Clothing","8-25-2021",541.28,"Cash","2164 Ward Mountains","Small Rubber Gloves",80.45,true,"Parisian, Wolff and Gorczany",67.66,"22:57:56",true,239206,"SMTP",25.70,"ADP",true,7714826,1182525,8,"Aletha Pollich","Howellmouth",2432407,"Female",12210
"DE","Beauty","8-22-2021",281.00,"EWallet","34427 Electa Brooks","Practical Steel Pants","FTP",80.59,"Armstrong, Strosin and Altenwerth",56.20,"16:18:58","array",754304,false,"reboot",true,"feed","transmitting","calculating",5,"Brendon Ferry","Joannychester",false,"Female",13382
"MA","Industrial & Jewelery","8-13-2021",26.12,"EWallet","8288 Wilton Valleys","Small Granite Table",false,7040253,"Armstrong, Strosin and Altenwerth",26.12,"3:22:5",2813929,476358,5174517,8508084,76.03,7881555,1.03,24.68,1,"Elvis Wintheiser","Dickinsontown",84.10,"Female",77642
"CO","Garden, Movies & Kids","10-25-2021",282.38,"Visa","236 Frami Pines","Awesome Concrete Shirt","neural",3099826,"Parisian, Wolff and Gorczany",40.34,"12:41:20",3.15,113536,false,true,92.09,15.12,true,true,7,"Jenifer Torp","South Molly",61.00,"Male",42959
"SC","Industrial & Sports","7-13-2021",416.29,"Cash","88698 Witting Rapid","Awesome Concrete Car",true,"sensor","Parisian, Wolff and Gorczany",59.47,"15:16:19",95.90,441197,false,1040517,"circuit",8534187,7565621,66.34,7,"Dr. Jody Von","East Audraburgh","parse","Male",65949
"NV","Automotive, Kids & Clothing","9-10-2021",37.25,"Cash","68247 Bradtke Run","Incredible Wooden Pants",49.78,4179730,"Lakin, O'Connell and Monahan",7.45,"19:51:57",9765,584384,"TCP",true,5193647,9223315,5239393,false,5,"Brayan O'Conner","North Maxwelltown",1066836,"Female",67381
"FL","Computers","10-25-2021",101.30,"Cash","555 Fisher Manor","Ergonomic Granite Pants","online",false,"Kuphal, Spencer and Blanda",50.65,"1:14:25",true,615117,4157696,34.77,2874083,60.47,10.46,43.67,2,"Courtney Rodriguez","Zoeland","navigating","Female",91657
"MA","Garden & Computers","6-3-2021",81.46,"Visa","939 Johnathon Meadows","Practical Concrete Chair",1314434,89.67,"Auer V",40.73,"17:55:46",true,369612,88.38,true,false,false,23.31,46.75,2,"Haley Fay","Lake Miracle",false,"Male",35978
"NJ","Tools","9-19-2021",294.36,"AMEX","16476 Trantow Stream","Small Wooden Car",96.20,false,"Lakin, O'Connell and Monahan",49.06,"15:6:59","sensor",797307,3077518,"parsing",false,false,true,4950881,6,"Jeffry Wilderman","Haneview",false,"Female",73774
"AK","Automotive, Beauty & Electronics","7-13-2021",293.04,"Visa","555 Jaskolski Dam","Practical Granite Gloves","synthesize","connect","Parisian, Wolff and Gorczany",36.63,"14:31:31",true,664216,8011680,53455,9356062,"back up",false,4927107,8,"Francisco Bogisich PhD","West Liliane","quantifying","Male",24670
"IL","Beauty & Shoes","8-29-2021",583.36,"Visa","768 Kautzer Pike","Sleek Rubber Table","calculate","open-source","Kshlerin DDS",72.92,"17:2:58","override",320679,"indexing",true,"EXE",false,true,false,8,"Francisco Hessel","Glovermouth","reboot","Male",70306
"WA","Tools","8-23-2021",420.14,"Cash","332 Hauck Corner","Small Granite Pants",37.60,0.84,"Lakin, O'Connell and Monahan",60.02,"4:20:33",97.79,852101,60.24,"sensor",46.46,82.39,false,false,7,"Nelson Windler DDS","Port Kendallside",false,"Male",24047
"NJ","Outdoors & Kids","1-2-2021",723.20,"MasterCard","25206 Weldon Loop","Sleek Cotton Shirt",false,false,"McClure, Block and Franecki",72.32,"10:0:18",true,166953,9.76,60.20,96.16,"bus",3471221,42.11,10,"Marielle Braun","North Marcellushaven",true,"Male",43083
"SD","Automotive & Beauty","8-31-2021",369.28,"AMEX","730 Hagenes Valleys","Rustic Plastic Gloves",64.68,false,"Kuphal, Spencer and Blanda",46.16,"9:23:44",23.50,187092,"input","hack",false,true,1375503,8882698,8,"Noemie Ortiz","Lake Danny","driver","Female",94442
"NH","Outdoors, Kids & Tools","7-13-2021",522.83,"EWallet","1523 Prosacco Mount","Incredible Wooden Chair","HTTP","reboot","Kshlerin DDS",74.69,"9:2:28",4572969,784819,"EXE","parsing",true,"quantifying",78.49,"haptic",7,"Dr. Emerald Huel","Harmonyfort",false,"Female",58500
"VT","Books","7-21-2021",58.55,"EWallet","464 Reynold Glen","Sleek Cotton Hat","HDD","transmit","Parisian, Wolff and Gorczany",58.55,"8:7:15",56.55,343145,true,false,768266,false,28.21,51.85,1,"Lysanne Schulist","West Trinity",false,"Male",22360
"RI","Clothing & Outdoors","10-4-2021",466.20,"EWallet","80932 Wyatt Curve","Gorgeous Wooden Gloves",73.74,"primary","Auer V",66.60,"19:3:21",6.25,563691,true,false,55.09,"cross-platform",4305352,1.12,7,"Ruthie Orn","West Claremouth",true,"Male",47241
"PA","Baby, Jewelery & Automotive","9-27-2021",357.44,"Cash","92161 Tara Spring","Awesome Cotton Table",4095944,46.28,"Armstrong, Strosin and Altenwerth",89.36,"5:51:17",43.53,298232,"overriding",1533479,true,8654123,6510325,3545256,4,"Piper Legros","Terrytown",74.20,"Female",59557
"NC","Toys","7-26-2021",96.44,"Cash","991 Ledner Valley","Gorgeous Wooden Computer",3638467,"multi-byte","Kshlerin DDS",96.44,"23:38:48","firewall",755180,true,"feed",2904101,8394992,28.10,"cross-platform",1,"Dr. Annie Feil","Maudetown",7559987,"Female",31166
"GA","Jewelery","7-1-2021",518.96,"Visa","5507 Littel Corners","Fantastic Concrete Hat",2686816,42.91,"Parisian, Wolff and Gorczany",64.87,"19:27:52",7517682,359391,54.34,"SAS",8291209,false,"SQL",60.06,8,"Cleta Anderson","Joseton",56.24,"Male",25568
"PA","Industrial & Beauty","6-9-2021",138.24,"AMEX","53358 Esperanza Cliffs","Fantastic Steel Car",88.64,true,"Larkin-McClure",69.12,"19:41:42",48.05,993135,true,34.56,true,20.78,56.32,true,2,"Kane Barrows Sr.","Port Juliushaven","bypassing","Male",17543
"MA","Home","7-30-2021",604.03,"EWallet","9726 Arvel Loaf","Awesome Rubber Car",5475573,"system","Lakin, O'Connell and Monahan",86.29,"4:34:46","neural",595926,1.32,"cross-platform","quantifying",true,46.57,false,7,"Emory Gaylord","Lake Gaylordhaven","programming","Male",33719
"LA","Books & Music","2-13-2021",402.15,"EWallet","493 Russel Walks","Awesome Cotton Computer",38.19,"connecting","Larkin-McClure",80.43,"10:47:8","wireless",490138,291889,6956111,"backing up",true,3676920,8396069,5,"Ryley Dickens IV","Gerlachshire","card","Female",11086
"OH","Tools & Health","10-17-2021",45.36,"Visa","92184 Gerhold Mountains","Gorgeous Cotton Shirt",true,4866343,"Parisian, Wolff and Gorczany",5.04,"19:20:21",53.98,769627,90.35,"firewall",true,8968136,"protocol",5187700,9,"Chris Shanahan","North Linnea",false,"Male",29651
"MA","Computers, Tools & Beauty","2-10-2021",142.70,"Visa","392 Joshuah Brook","Practical Cotton Gloves",true,true,"Lakin, O'Connell and Monahan",14.27,"8:29:17",86.61,780747,true,72.43,true,56.00,91.79,true,10,"Justine Ratke","Rodriguezmouth",51.17,"Female",16925
"VA","Movies","6-2-2021",108.75,"AMEX","17336 Piper Parks","Ergonomic Concrete Gloves",2059785,"bypassing","Lakin, O'Connell and Monahan",36.25,"18:28:59","copy",362212,5359638,false,52.26,"reboot",12.31,"cross-platform",3,"Mr. Pierre Langosh","North Fredrickfort","transmit","Female",37968
"CO","Baby, Jewelery & Sports","10-24-2021",286.16,"Cash","7974 Nitzsche Avenue","Gorgeous Cotton Computer",5801543,14129,"Parisian, Wolff and Gorczany",40.88,"16:46:34",false,937180,false,"back-end","bus",false,848720,"alarm",7,"Dr. Dortha Kuphal","Port Thadland","microchip","Male",75118
"LA","Electronics, Toys & Health","4-22-2021",586.50,"AMEX","9309 Ludwig Ferry","Ergonomic Plastic Table","cross-platform",7816953,"Larkin-McClure",97.75,"22:9:48","cross-platform",633130,"compressing",false,15.10,6384360,"XSS",7029064,6,"Paige Kessler","Anikatown",5840751,"Male",76012
"HI","Computers","7-26-2021",178.56,"Visa","380 Magdalena Motorway","Sleek Rubber Chair",false,false,"McClure, Block and Franecki",22.32,"10:21:3",true,994062,11.41,true,98.32,true,84.70,20.27,8,"Oren Durgan","Lake German",true,"Male",15262
"AR","Garden, Grocery & Baby","10-25-2021",102.84,"AMEX","3974 Yost Port","Small Rubber Car",true,true,"Kshlerin DDS",17.14,"4:20:54",false,519852,true,"programming",1938021,false,66.41,7127879,6,"Norberto McLaughlin II","Ortizshire","hard drive","Male",89079
"KY","Health","5-30-2021",70.17,"MasterCard","4974 Schaden Knolls","Ergonomic Wooden Gloves",false,"connect","Wiegand-Tillman",70.17,"3:53:13",true,143560,8643212,"wireless",7041367,true,3667499,"FTP",1,"Amely D'Amore","Kilbackburgh","mobile","Female",94641
"MI","Jewelery","7-31-2021",49.10,"Visa","748 Mandy Junction","Sleek Cotton Pants",true,true,"McClure, Block and Franecki",49.10,"3:21:31",3.55,443415,39.88,false,230250,6166910,85.51,true,1,"Dr. Russ Zemlak","Lake Christophe",false,"Female",17237
"NC","Movies & Computers","7-30-2021",686.88,"AMEX","6764 Virgie Fall","Practical Plastic Chair",77.34,"alarm","Armstrong, Strosin and Altenwerth",85.86,"23:7:14",574981,739456,33.23,false,89.31,true,75.70,true,8,"Mikayla Lehner V","Port Annalise",1755986,"Male",89209
"CT","Toys, Beauty & Outdoors","2-6-2021",190.12,"Cash","874 Oren Harbor","Ergonomic Granite Gloves","quantify",8256085,"Wiegand-Tillman",47.53,"14:24:22",3283180,758309,false,"application",28.65,7264739,"HTTP",true,4,"Riley Howe","East Ryleighberg",81.20,"Male",89857
"MO","Computers","10-18-2021",388.25,"EWallet","9430 Schumm Ville","Small Rubber Chair",25.64,49.31,"Auer V",77.65,"12:56:3",false,287294,true,8862560,true,false,27.33,"generate",5,"Juwan Bergstrom","Lake Jarrodport",32.97,"Female",93932
"ID","Kids & Books","9-26-2021",559.32,"Cash","7005 Waelchi Plain","Intelligent Cotton Computer",false,22.83,"Larkin-McClure",93.22,"17:2:0",true,682271,true,17.40,true,77.39,false,36.35,6,"Lauren Zboncak Sr.","Colefort",false,"Male",33690
"MA","Kids & Toys","7-8-2021",11.48,"Visa","39583 Oscar Highway","Ergonomic Steel Shirt",false,"SQL","Kuphal, Spencer and Blanda",1.64,"5:57:23",767443,735109,true,80.82,"reboot",true,7391596,5669667,7,"Ardith Gottlieb II","Nelsonhaven","HTTP","Female",95760
"OH","Sports","6-9-2021",63.64,"Cash","88068 Mante Light","Intelligent Concrete Shirt",false,"JSON","Considine PhD",31.82,"7:29:21",false,944440,4207914,"capacitor",89.82,false,76.42,"connecting",2,"Dr. Jensen Harber","Salvatoreshire",true,"Male",94620
"ID","Toys & Jewelery","9-10-2021",202.32,"EWallet","141 Fay Port","Small Steel Computer",false,1516191,"McClure, Block and Franecki",25.29,"20:0:52",true,946931,true,1167626,62.94,false,true,false,8,"Myriam Veum","McClureton",81.60,"Male",32039
"NE","Garden & Outdoors","7-30-2021",17.49,"Cash","5709 Connelly Crossing","Sleek Rubber Pants",true,5771589,"Considine PhD",17.49,"13:16:33",true,142310,false,15.91,"input",74.70,10.28,true,1,"Joel Wehner","West Octaviabury",7182363,"Male",88667
"VA","Books & Electronics","10-10-2021",897.20,"EWallet","357 Mikel Unions","Ergonomic Rubber Shirt",true,51.78,"Lakin, O'Connell and Monahan",89.72,"10:29:11",4784267,751928,"program","SAS",7370196,2277768,63.53,false,10,"Mrs. Kayden Casper","Lake Wilmerchester","backing up","Female",32325
"WV","Clothing, Outdoors & Toys","8-23-2021",686.20,"Visa","9868 Barrett Curve","Sleek Steel Computer",8.19,"cross-platform","Auer V",68.62,"6:57:22",1858022,181366,"cross-platform",false,"hacking",4713012,"parse",5435796,10,"Miss Olaf Tillman","North Evie",48.51,"Male",91403
"WV","Games, Home & Sports","9-2-2021",272.64,"Visa","939 Goldner Springs","Gorgeous Steel Hat",4917988,"calculating","McClure, Block and Franecki",68.16,"3:22:46","hacking",138818,20.54,false,79.16,true,true,88.26,4,"Donnell Kreiger","East Ashley",true,"Female",14625
"CT","Sports","7-16-2021",425.90,"EWallet","6934 Huel Heights","Small Rubber Car",true,13.70,"Auer V",85.18,"2:16:27",82.97,464152,false,42.55,true,1.98,true,"mobile",5,"Jeromy Ratke","East Alexaneberg","SCSI","Female",87715
"OH","Shoes","9-24-2021",19.50,"Cash","1310 Palma Wall","Practical Rubber Pants",63.75,4159088,"Considine PhD",3.25,"0:30:59",96.18,184814,"transmitter",4715935,false,74.73,"multi-byte",7.16,6,"Josefa MacGyver","New Haileeton",4721960,"Male",80907
"CA","Outdoors","10-24-2021",284.44,"AMEX","49031 Chanelle Place","Sleek Granite Car",4509549,"synthesize","Considine PhD",71.11,"19:44:58",7168957,623193,"port",false,4007748,8830171,4633108,2628941,4,"Kamryn Wyman","North Pedro",16.44,"Female",76087
"MS","Health, Clothing & Computers","10-24-2021",110.52,"Cash","974 Floyd Estates","Ergonomic Rubber Pants",false,true,"Considine PhD",12.28,"18:12:17",690165,539762,77.72,true,37.12,60.59,false,93.02,9,"Tad Goldner","Quitzonland",89.49,"Female",47552
"OH","Tools & Shoes","3-25-2021",618.96,"Cash","700 Roberts Rapid","Awesome Concrete Gloves",55.91,3546828,"McClure, Block and Franecki",77.37,"20:34:0",true,456739,470697,20.72,1294467,76.23,8267131,"quantifying",8,"Evalyn Baumbach","New Roxanefurt",6079033,"Female",35859
"VA","Electronics, Toys & Garden","8-23-2021",237.06,"Visa","3881 Brianne Tunnel","Gorgeous Rubber Table",9166759,809953,"Wiegand-Tillman",79.02,"1:16:39","FTP",263221,false,"reboot",98.54,5463976,3757585,2849524,3,"Wade Hammes I","New Otho",19.06,"Female",84569
"IA","Kids & Games","8-4-2021",154.08,"MasterCard","1308 Schaden Stravenue","Gorgeous Wooden Pants",47.53,false,"Armstrong, Strosin and Altenwerth",25.68,"15:52:5",53.25,883117,"RSS","copy",9.52,true,"SSL",65.18,6,"Sigrid Littel","New Josiah",10.42,"Female",91004
"AR","Clothing","8-19-2021",315.00,"AMEX","38964 Nyasia Stravenue","Ergonomic Steel Computer",false,9278170,"Considine PhD",63.00,"20:53:56","generate",925208,"parsing",1228085,"AGP","GB",3944072,1733526,5,"Ms. Raleigh Hessel","Koelpinside","firewall","Female",50350
"SD","Shoes","8-20-2021",828.81,"AMEX","6835 Boyle Key","Fantastic Granite Table",true,8177344,"Kshlerin DDS",92.09,"21:57:23","quantify",881889,false,4105353,"programming",15.82,"haptic","back-end",9,"Mr. Gerhard Luettgen","Eddiebury","quantify","Female",10631
"ME","Music, Tools & Clothing","8-7-2021",814.80,"EWallet","2678 Doyle Fort","Fantastic Rubber Computer",6800630,29.24,"Kshlerin DDS",81.48,"18:25:5",true,594611,"back up",58.14,81.57,false,41.00,"synthesize",10,"Jarret Yost","Bechtelarside","array","Male",80252
"LA","Movies","5-17-2021",310.02,"Visa","3703 Liam Fords","Sleek Steel Hat","redundant",true,"Considine PhD",51.67,"11:36:57",true,300172,68.51,4.28,"bandwidth",7218855,87.12,true,6,"Leonardo Lubowitz","Nestorberg",true,"Male",41691
"UT","Garden, Electronics & Books","9-18-2021",374.04,"MasterCard","32849 Maximillia Grove","Incredible Cotton Gloves",12.99,"circuit","Kshlerin DDS",41.56,"20:50:49",false,633434,"cross-platform",77.78,"navigating",true,3051254,"programming",9,"Mr. Nola Heaney","West Eldridgeview",true,"Male",31637
"SD","Automotive","10-24-2021",612.54,"MasterCard","286 Leannon Mount","Awesome Wooden Chair",8620827,"port","Larkin-McClure",68.06,"17:6:8",3102788,244145,4016888,"hacking",6511389,2587273,"neural",6763936,9,"Kacie Hartmann Sr.","Wilmaport",38.44,"Female",67229
