hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
true,true,"Outdoors & Beauty",52.63,"Female","10-24-2021","23:10:17","East Kalebmouth","AMEX",105.26,true,"7430 Ignatius Rest","Armstrong, Strosin and Altenwerth",133265,true,54100,"SAS",2,"CA","Rustic Cotton Chair","Orville Swift","hack"
false,95.80,"Sports & Computers",79.36,"Male","9-20-2021","8:1:26","Lucindaland","Visa",634.88,"synthesize","32759 Huel Gateway","Kuphal, Spencer and Blanda",615543,false,98473,51.30,8,"UT","Sleek Steel Hat","Trisha Bernier",74.35
"parsing","COM","Clothing & Shoes",83.16,"Female","8-29-2021","15:16:42","Walkershire","Cash",665.28,6999555,"580 Dulce Drives","Lakin, O'Connell and Monahan",341791,"alarm",18504,8.74,8,"AK","Practical Granite Table","Fabiola Beier",32.94
"navigate",true,"Home & Shoes",31.93,"Female","8-10-2021","3:8:24","East Renee","AMEX",287.37,4916033,"7969 Ford Ranch","Auer V",951203,"AGP",49814,true,9,"WV","Ergonomic Steel Computer","Ms. Malika Kuhlman",true
"card",22.37,"Games",3.64,"Female","9-29-2021","11:30:37","Erikborough","MasterCard",10.92,627999,"9302 Aubree Motorway","Wiegand-Tillman",992904,"bypassing",66618,18.54,3,"ME","Small Concrete Pants","Watson Lakin V",41.21
57.37,true,"Kids",14.01,"Male","8-20-2021","19:1:9","South Zulafort","Visa",84.06,true,"17722 Sawayn Unions","Considine PhD",388570,85.87,95270,36.88,6,"KS","Practical Concrete Shoes","Jaylen Hegmann",99.83
2348004,65.95,"Electronics",56.18,"Male","8-12-2021","1:18:10","New Emory","Visa",561.80,true,"7755 O'Connell Road","Kuphal, Spencer and Blanda",578231,8741269,75872,true,10,"NC","Incredible Wooden Gloves","Ms. Jimmy Funk",false
7261803,false,"Shoes, Tools & Home",25.85,"Male","12-12-2020","13:40:23","Gaylordton","AMEX",51.70,true,"2630 Auer Street","Auer V",784940,5410347,29356,3889731,2,"UT","Practical Rubber Chair","Burley Mann",1803326
true,74.47,"Automotive & Garden",65.53,"Male","10-6-2021","11:12:2","South Albertha","MasterCard",65.53,false,"53938 Fay Street","Auer V",568813,true,28728,70.22,1,"OR","Gorgeous Cotton Computer","Dovie Hackett III",19.71
"back up",59.30,"Games & Sports",56.98,"Male","10-10-2021","0:37:14","Wizaville","Visa",284.90,"driver","448 Abernathy Highway","McClure, Block and Franecki",294192,"auxiliary",72274,false,5,"ID","Gorgeous Steel Shoes","Garrett Bartoletti",true
9235267,"IB","Outdoors & Baby",49.81,"Female","10-24-2021","11:23:48","New Nathenbury","MasterCard",498.10,1374581,"5282 Georgette Island","Wiegand-Tillman",629087,1342830,68072,"quantifying",10,"HI","Small Plastic Computer","Garret Kuhn","connecting"
5332969,"solid state","Home",42.46,"Female","4-13-2021","17:28:1","Port Karamouth","AMEX",169.84,true,"13524 Kirlin Knoll","Parisian, Wolff and Gorczany",517806,3821915,96106,24.40,4,"SD","Sleek Rubber Shoes","Leola Mohr I",60.34
938837,true,"Garden",84.04,"Male","10-7-2021","21:17:51","Lizethtown","Cash",168.08,true,"9821 Marquardt Ville","Lakin, O'Connell and Monahan",707947,6960200,98696,48.35,2,"WV","Sleek Rubber Gloves","Luis Herman",71.44
6748360,true,"Music & Baby",14.73,"Female","7-13-2021","23:27:41","Port Pansy","Visa",58.92,true,"581 Estelle Prairie","Parisian, Wolff and Gorczany",504042,325945,30150,59.52,4,"TN","Practical Wooden Shirt","Ambrose Dietrich",96.26
false,34.68,"Garden & Jewelery",35.15,"Male","10-20-2021","19:54:10","Lake Maximeport","Cash",70.30,31.54,"542 Rohan Gateway","Armstrong, Strosin and Altenwerth",262116,true,29165,"monitor",2,"UT","Rustic Granite Chair","Gabe Becker","primary"
2406175,false,"Garden & Music",93.79,"Male","10-25-2021","10:58:15","New Dasiamouth","AMEX",937.90,false,"624 Idell Plains","McClure, Block and Franecki",763501,208775,17407,41.62,10,"WA","Ergonomic Wooden Table","Jade Lubowitz",65.86
598654,"back-end","Shoes, Outdoors & Kids",4.16,"Male","1-30-2021","13:21:32","Alaniston","EWallet",8.32,4397219,"243 Quigley Circles","Kuphal, Spencer and Blanda",406706,487604,29824,1942750,2,"NC","Awesome Granite Car","Maryam Rohan",7989131
"transmit","XML","Outdoors & Computers",69.39,"Female","9-15-2021","17:16:44","Ryanton","Cash",277.56,"navigate","10954 Mateo Ridge","Considine PhD",965859,"hack",25434,20.55,4,"NJ","Practical Wooden Hat","Octavia Hilll",71.38
3845375,"back up","Clothing, Industrial & Music",58.26,"Male","2-26-2021","23:42:13","Keiraview","EWallet",524.34,true,"942 Alva Stravenue","Kshlerin DDS",861114,6176178,87623,"panel",9,"OK","Awesome Wooden Table","Ms. Gladys Gislason","1080p"
"calculating",6506071,"Books & Industrial",86.27,"Female","4-17-2021","18:49:16","New Katherineburgh","Visa",690.16,5363311,"92738 Laron Shoals","Larkin-McClure",343366,"parsing",53531,"panel",8,"MD","Small Steel Hat","Chandler Prohaska","compressing"
"connecting",true,"Games",46.19,"Male","7-28-2021","4:27:51","Kimmouth","AMEX",230.95,95.13,"1911 Parker Pine","Kshlerin DDS",374415,"JBOD",89255,"digital",5,"PA","Incredible Rubber Hat","Miss Asa Gulgowski","bypass"
33.85,true,"Toys",2.04,"Male","9-14-2021","17:26:18","Ciceroland","EWallet",20.40,false,"16738 Mosciski Viaduct","Kshlerin DDS",204310,15.72,87589,79.01,10,"MS","Intelligent Plastic Shoes","Isobel Wolff",41.72
false,80.59,"Sports",5.95,"Female","10-22-2021","16:13:3","East Maudestad","Visa",23.80,"GB","864 Velda Ridges","Larkin-McClure",311633,true,76221,"connecting",4,"WV","Gorgeous Plastic Pants","Clay Weimann","indexing"
6206061,false,"Books, Kids & Outdoors",86.51,"Male","10-3-2021","6:53:57","Ahmadton","Visa",778.59,3268171,"35603 Gerlach Glens","Armstrong, Strosin and Altenwerth",650563,1564084,99219,1380795,9,"IL","Ergonomic Granite Shoes","Mrs. April Schamberger",5020193
5791653,3805285,"Tools & Games",41.87,"Female","8-25-2021","16:27:56","Noeliaville","MasterCard",125.61,"connect","15964 Sylvester Trail","Auer V",936868,3596432,19914,1637760,3,"MN","Gorgeous Granite Computer","Olin Nader",8376429
"navigating",false,"Industrial",49.68,"Male","5-12-2021","13:39:44","West Charleyville","Visa",298.08,7.62,"30738 Eugenia Prairie","Larkin-McClure",511485,"bypass",11282,false,6,"CA","Awesome Rubber Hat","Camryn Mosciski",true
false,"generate","Jewelery",38.23,"Female","8-29-2021","20:54:41","Justinehaven","AMEX",305.84,65.97,"2337 Lilliana Mills","Larkin-McClure",545503,true,17629,false,8,"IA","Fantastic Rubber Shirt","Garett Rippin",true
"calculate",8184455,"Clothing & Tools",82.24,"Male","10-15-2021","23:40:21","Port Bridget","Visa",82.24,50.81,"2346 Waters Cliff","Larkin-McClure",213231,"program",95647,true,1,"MN","Intelligent Steel Shirt","Weston Gulgowski",false
true,38.93,"Clothing & Beauty",81.61,"Male","4-3-2021","0:51:9","Deshawnbury","EWallet",163.22,8.57,"4072 Walsh Meadows","Auer V",172750,false,66605,false,2,"WV","Rustic Granite Chair","Isom Shanahan",false
0.61,false,"Clothing & Sports",79.15,"Male","9-9-2021","9:41:49","Waynefort","Visa",158.30,true,"3972 Dach Stravenue","McClure, Block and Franecki",376802,92.47,16695,54.81,2,"VA","Awesome Cotton Shoes","Devan Halvorson",78.28
true,"multi-byte","Clothing & Electronics",30.46,"Male","8-18-2021","3:49:18","Ziemannshire","EWallet",91.38,true,"126 Joaquin Underpass","Kuphal, Spencer and Blanda",267654,true,45419,"bus",3,"TN","Rustic Wooden Computer","Zack Schmidt","bypassing"
"synthesize","online","Tools, Grocery & Garden",80.58,"Female","10-24-2021","21:48:2","Norvalchester","EWallet",725.22,"application","63065 Howell Squares","McClure, Block and Franecki",495363,"feed",59353,4083411,9,"RI","Intelligent Concrete Computer","Carol Pagac",8985131
2721243,"connecting","Baby & Toys",88.54,"Female","2-28-2021","20:40:43","West Reaganfurt","AMEX",442.70,99.58,"6813 Deckow Fields","McClure, Block and Franecki",417714,3752732,98336,8531279,5,"WA","Awesome Rubber Gloves","Dr. Dayana Larkin",6033307
255406,8034124,"Toys",49.95,"Female","9-10-2021","12:11:5","Kozeyhaven","Visa",99.90,7.80,"20340 Hintz Rapid","Wiegand-Tillman",441327,1895839,12634,"input",2,"ID","Fantastic Plastic Shirt","Sterling Bosco II","generate"
2630040,76.30,"Industrial",98.21,"Male","6-17-2021","18:5:41","West Elvieborough","Visa",785.68,8021751,"2726 Berge Causeway","McClure, Block and Franecki",889571,4749076,79640,71.06,8,"ID","Intelligent Concrete Computer","Jakob Johnston",94.55
true,"override","Automotive, Toys & Baby",51.16,"Female","7-25-2021","12:26:3","North Rogers","MasterCard",102.32,4122975,"998 Annabelle Terrace","McClure, Block and Franecki",804593,true,16696,true,2,"AK","Intelligent Cotton Table","Cindy Yost",true
"hacking","transmitting","Home",71.81,"Male","8-15-2021","3:41:50","Abbottborough","EWallet",287.24,0.19,"22336 Leffler Pike","Wiegand-Tillman",206232,"synthesizing",10866,false,4,"TN","Small Concrete Chair","Bryon O'Keefe",true
6007645,"auxiliary","Tools",2.13,"Male","10-25-2021","12:49:59","Kayceefurt","EWallet",14.91,true,"618 Reece Tunnel","Auer V",702141,2362854,70526,45.13,7,"MN","Intelligent Steel Shoes","Otis Klein",67.80
2014013,"open-source","Beauty",86.70,"Male","10-12-2021","17:1:30","Marquardtville","MasterCard",867.00,true,"875 Emerson Glen","Auer V",537909,8311362,21863,1647956,10,"MD","Intelligent Rubber Car","Maegan Mosciski",1047285
"THX",1873930,"Automotive",22.22,"Male","10-5-2021","10:31:13","West Reagan","Cash",155.54,"solid state","29538 Jerrold Corner","Considine PhD",417548,"transmit",89896,9336483,7,"OH","Gorgeous Plastic Computer","Tianna Simonis PhD",6854522
true,16.34,"Grocery",78.10,"Female","6-8-2021","0:48:59","New Mollyborough","Visa",781.00,3876355,"2262 Kuphal Course","Lakin, O'Connell and Monahan",206114,true,21959,"bandwidth",10,"AZ","Rustic Wooden Computer","Ubaldo Carter","alarm"
false,1.08,"Health",56.48,"Male","10-7-2021","16:37:17","Port Noemie","AMEX",338.88,false,"84431 Nitzsche Mountains","Wiegand-Tillman",445608,false,71233,3228842,6,"KS","Gorgeous Wooden Chair","Coralie Wintheiser",2588947
62.49,52.50,"Sports, Books & Home",50.24,"Male","12-30-2020","3:42:44","North Michelle","MasterCard",251.20,21.87,"60220 Jacky Stream","Auer V",456043,84.95,99618,false,5,"WY","Sleek Granite Pants","Isabelle Carter",true
true,true,"Automotive, Tools & Jewelery",82.96,"Male","10-23-2021","21:31:40","Auerfurt","AMEX",248.88,"override","9377 White Keys","Parisian, Wolff and Gorczany",272347,false,80025,9087787,3,"OK","Rustic Granite Chair","Jasmin Schuster MD",4746782
false,60.86,"Computers",12.28,"Male","6-2-2021","16:25:45","Kundeview","MasterCard",49.12,"navigating","414 Harley Burgs","Lakin, O'Connell and Monahan",776897,true,62840,44.28,4,"AL","Small Granite Shoes","Eldridge Corkery",79.48
"CSS",2645822,"Games & Music",93.87,"Female","10-19-2021","11:37:45","New Elnorabury","Cash",281.61,6334648,"72847 VonRueden Fall","Larkin-McClure",170537,"driver",71191,"feed",3,"MS","Ergonomic Wooden Chair","Neal Hoeger","programming"
false,false,"Computers & Outdoors",25.17,"Female","7-10-2021","23:0:54","Bartellchester","Visa",251.70,1466623,"3218 Harris Burgs","Kshlerin DDS",871974,false,78228,"bus",10,"GA","Practical Concrete Chair","Dr. Natasha Harber","generating"
38.25,2876845,"Books",56.39,"Male","2-26-2021","6:11:17","Port Zelda","MasterCard",281.95,"application","88643 Gabriella Stravenue","McClure, Block and Franecki",970806,21.10,66460,"feed",5,"CT","Rustic Granite Computer","Timmothy Bosco","bluetooth"
59.90,true,"Books & Outdoors",58.04,"Female","8-25-2021","20:21:43","Emardside","AMEX",406.28,16.17,"2330 Durgan Stream","Larkin-McClure",306246,51.95,33553,false,7,"TX","Fantastic Concrete Pants","Maureen Christiansen PhD",true
489706,43.78,"Industrial & Jewelery",45.53,"Female","5-6-2021","16:6:17","Lake Asahaven","AMEX",136.59,40.26,"424 Frederic Trail","Parisian, Wolff and Gorczany",242241,9077372,59273,true,3,"DE","Ergonomic Concrete Shirt","Mr. Millie Kshlerin",true
92.57,55.56,"Movies, Kids & Outdoors",60.30,"Female","8-6-2021","0:6:23","Port Sventown","AMEX",482.40,"RSS","7279 Pfannerstill Freeway","Kshlerin DDS",211284,87.95,44212,true,8,"AL","Small Plastic Pants","Cornell Spinka",false
50.05,9.46,"Outdoors & Grocery",17.82,"Female","8-23-2021","3:56:42","New Sedrickmouth","AMEX",53.46,"THX","80342 Hane Squares","Larkin-McClure",701954,41.90,26997,true,3,"WA","Gorgeous Concrete Shoes","Rigoberto Jast",false
2157167,"multi-byte","Tools",45.40,"Female","9-30-2021","16:36:52","Harryfurt","EWallet",90.80,"connect","373 Tyra Branch","Armstrong, Strosin and Altenwerth",306151,6511763,74125,"feed",2,"OR","Intelligent Wooden Shoes","Dr. Maude Schmitt","port"
"transmit",2224236,"Home, Beauty & Sports",21.62,"Female","5-21-2021","22:4:23","Lake Carlee","Visa",108.10,98.67,"733 August Causeway","Kshlerin DDS",738508,"feed",95590,20.83,5,"SD","Rustic Steel Car","Marta Heller",43.92
87996,"1080p","Books",1.79,"Male","6-8-2021","17:20:21","Vellabury","AMEX",16.11,83.09,"904 Buddy Keys","Kuphal, Spencer and Blanda",731630,6849276,53132,false,9,"MO","Rustic Steel Car","Frederique Bailey",true
81.55,true,"Beauty & Baby",58.27,"Male","5-15-2021","16:5:34","Hillschester","AMEX",174.81,6081397,"7313 Simone Village","Lakin, O'Connell and Monahan",905519,71.94,48432,35.07,3,"NE","Awesome Wooden Pants","Ms. Gideon Reinger",58.13
74.31,36.68,"Toys, Books & Movies",95.82,"Male","7-15-2021","6:11:34","North Alanachester","Visa",479.10,32.94,"346 Von Flats","Kuphal, Spencer and Blanda",650772,56.58,13917,false,5,"DE","Rustic Steel Shirt","Winona Cole",true
59.08,true,"Baby",8.28,"Female","8-16-2021","3:25:23","Port Karaville","MasterCard",16.56,"program","6200 Kshlerin Green","Wiegand-Tillman",696956,80.81,45628,true,2,"ND","Awesome Steel Shoes","Earnestine Oberbrunner",true
62.13,3152198,"Electronics",95.45,"Female","7-18-2021","21:34:25","Port Laurymouth","MasterCard",477.25,63.05,"21002 Petra Isle","Parisian, Wolff and Gorczany",367078,58.44,46240,"protocol",5,"AL","Gorgeous Rubber Shirt","Dr. Zack Ullrich","calculate"
false,true,"Baby, Automotive & Grocery",89.85,"Female","5-5-2021","12:44:28","East Asaburgh","MasterCard",539.10,false,"287 Levi Mountains","Kshlerin DDS",673721,true,59425,32.94,6,"MI","Small Steel Car","Carlotta Marvin",56.00
45.18,34.42,"Clothing & Toys",34.07,"Male","7-9-2021","10:13:24","Jaskolskiland","MasterCard",68.14,false,"901 Katelynn Brooks","Considine PhD",386301,54.42,16796,6836060,2,"ME","Ergonomic Granite Table","Kiley Herman",5934685
55.93,19.26,"Games",27.31,"Female","10-13-2021","14:34:39","West Bernardotown","EWallet",218.48,false,"31073 Parker Extension","Considine PhD",295335,78.68,47998,true,8,"SC","Small Granite Gloves","Hubert Stokes I",true
"pixel",90.40,"Tools & Garden",56.26,"Female","9-5-2021","21:45:47","South Reinholdstad","Cash",112.52,5969156,"9292 Jensen Ranch","Larkin-McClure",511195,"AI",85187,909739,2,"CO","Practical Granite Shoes","Eldridge Hane",6948226
1357033,"online","Toys & Electronics",65.29,"Female","10-4-2021","17:13:7","Krystalville","Visa",652.90,13.85,"5267 Schaden Wall","Kshlerin DDS",233812,6584323,21734,"connect",10,"WY","Intelligent Concrete Shirt","Connor Wintheiser","synthesize"
6832115,8846885,"Tools & Grocery",65.37,"Female","9-8-2021","17:48:15","Schmidttown","EWallet",522.96,35.14,"87749 Rau Lock","Considine PhD",866709,5776798,92530,true,8,"OR","Ergonomic Plastic Shoes","Jennifer O'Connell",false
true,"panel","Music",29.75,"Male","9-5-2021","1:59:8","Port Allison","Cash",148.75,"mobile","3079 Batz Plains","Armstrong, Strosin and Altenwerth",618098,true,41383,79.21,5,"AZ","Intelligent Granite Car","Lavinia Bednar",14.76
true,81.29,"Shoes",14.18,"Male","10-16-2021","23:43:26","Douglasland","MasterCard",28.36,77.73,"1539 Farrell Village","McClure, Block and Franecki",904574,false,21791,false,2,"GA","Ergonomic Concrete Chair","Jennie Kuhn",false
4074752,5.51,"Books",15.99,"Female","6-13-2021","20:44:4","Rickyfort","AMEX",127.92,2.09,"88118 Bernier Shore","Kuphal, Spencer and Blanda",820414,3277645,61507,6396770,8,"AR","Gorgeous Steel Gloves","Keyshawn Block",8657941
7314946,"IB","Garden, Tools & Outdoors",30.61,"Female","10-17-2021","6:55:24","Schaefermouth","Visa",122.44,86.83,"92384 Corkery Station","Armstrong, Strosin and Altenwerth",511701,1782695,85436,"transmit",4,"WA","Sleek Cotton Pants","Royce Haley","back up"
false,2127358,"Garden & Beauty",30.14,"Male","4-22-2021","20:24:36","West Aurelioside","Visa",301.40,7547908,"7229 Rutherford Lane","Larkin-McClure",432332,false,65791,39.85,10,"NC","Sleek Cotton Chair","Ms. Carson Bogan",63.32
"virtual",2.44,"Sports",9.13,"Female","6-13-2021","18:44:38","Wiegandfort","AMEX",54.78,"program","68809 Osbaldo Courts","Armstrong, Strosin and Altenwerth",714419,"multi-byte",44318,true,6,"FL","Fantastic Plastic Chair","Ms. Durward Schaefer",false
"bus","back-end","Computers",91.21,"Female","9-30-2021","10:58:5","Eichmannside","AMEX",91.21,30.39,"87126 Deckow Plains","Armstrong, Strosin and Altenwerth",775497,"redundant",16568,55.32,1,"NC","Awesome Cotton Computer","Chelsea Thompson",78.73
false,18.55,"Beauty, Music & Movies",59.67,"Female","8-6-2021","11:54:25","Emelyfurt","MasterCard",358.02,false,"44104 Swaniawski Greens","Larkin-McClure",403984,true,93714,13.93,6,"CA","Small Granite Shirt","Karl Smith",37.37
true,59.08,"Music & Clothing",88.37,"Female","10-9-2021","3:31:3","Klingchester","AMEX",176.74,"back-end","7520 Gottlieb Extensions","McClure, Block and Franecki",195704,false,46129,41.73,2,"AL","Incredible Granite Gloves","Erwin Huels",74.57
54.55,43.90,"Electronics & Movies",85.39,"Male","6-1-2021","20:59:37","New Tyshawn","MasterCard",683.12,5004983,"144 Harris Flats","Considine PhD",793038,76.32,40311,39.07,8,"AZ","Ergonomic Steel Chair","Carmine Prohaska Sr.",59.40
false,"compressing","Books",53.11,"Male","10-8-2021","9:17:51","Consuelostad","AMEX",318.66,"wireless","904 Garfield Plaza","Larkin-McClure",491698,true,90951,6515466,6,"UT","Intelligent Concrete Computer","Elizabeth Schmidt",818035
"hacking","neural","Computers & Music",76.74,"Male","8-7-2021","13:57:38","Tarynmouth","AMEX",537.18,"open-source","12053 Rohan Islands","Lakin, O'Connell and Monahan",343978,"SMTP",53977,9348692,7,"CA","Gorgeous Rubber Pants","Richie Lueilwitz",2122527
"synthesizing",6361369,"Grocery, Shoes & Toys",49.16,"Female","6-19-2021","11:53:49","Koeppburgh","Visa",491.60,3832031,"184 Edmond Way","McClure, Block and Franecki",948355,"multi-byte",74838,true,10,"WA","Practical Wooden Shoes","Adalberto Howell II",true
7176308,true,"Tools & Jewelery",54.01,"Female","9-1-2021","14:42:33","New Kailyn","MasterCard",324.06,"program","488 Kreiger Extensions","Parisian, Wolff and Gorczany",212629,3332141,85290,8201474,6,"AL","Sleek Wooden Shirt","Roosevelt Yost",3467780
false,19.25,"Tools & Outdoors",32.97,"Male","6-20-2021","1:19:0","Guidoville","MasterCard",329.70,false,"56893 Murazik Crest","Auer V",414339,true,42535,true,10,"NJ","Rustic Concrete Shoes","Wyatt Predovic MD",false
41.50,4.02,"Baby, Books & Garden",23.75,"Male","2-10-2021","17:0:45","North Rosina","AMEX",118.75,73.59,"1928 Aletha Port","Kuphal, Spencer and Blanda",940466,36.44,77129,true,5,"AZ","Ergonomic Concrete Pants","Miss Ivah Murazik",false
true,false,"Garden",24.28,"Female","8-9-2021","3:31:35","East Josiahville","Cash",194.24,"firewall","5057 Jany Stravenue","Considine PhD",850424,true,56579,163295,8,"DE","Intelligent Steel Computer","Christiana Mosciski",1182529
"compress",47.41,"Kids & Home",38.62,"Male","8-19-2021","15:36:39","Tylerside","Cash",154.48,"parse","69740 Hermiston Junctions","Armstrong, Strosin and Altenwerth",878448,"haptic",45360,3.31,4,"UT","Small Concrete Computer","Maximus DuBuque",65.64
"back up","application","Games, Outdoors & Books",18.15,"Female","7-3-2021","4:13:18","Hegmannburgh","AMEX",127.05,"solid state","5324 Brekke Meadows","Wiegand-Tillman",549236,"XSS",48916,60.37,7,"NE","Incredible Cotton Shirt","Mrs. Maye Schulist",23.32
"application","program","Home",50.65,"Female","5-24-2021","20:44:42","Kacieport","Visa",101.30,59.39,"5113 Derrick Pike","Auer V",905592,"microchip",87622,3818304,2,"VA","Intelligent Plastic Shoes","Jeramie Kuhlman",2170386
"transmitting",33.33,"Toys & Outdoors",3.77,"Male","10-25-2021","1:41:0","Buddyborough","AMEX",15.08,false,"651 Moore Locks","Considine PhD",720606,"connecting",14022,"cross-platform",4,"MD","Awesome Plastic Chair","Joan Olson","calculating"
true,49.39,"Toys & Shoes",48.98,"Female","7-9-2021","10:51:23","Anibalfort","EWallet",440.82,true,"6173 Beer Spring","Considine PhD",723548,false,70140,"overriding",9,"SC","Intelligent Steel Hat","Merl Boehm","multi-byte"
5880322,"card","Books, Outdoors & Movies",2.74,"Female","10-11-2021","7:35:54","Gutmannburgh","Visa",21.92,true,"8555 Shannon Freeway","Larkin-McClure",640164,3883365,46594,2689851,8,"MA","Fantastic Granite Hat","Nova Schowalter",1077340
2077633,4473930,"Health, Tools & Grocery",29.23,"Male","8-9-2021","7:31:8","Kilbackland","AMEX",29.23,13.20,"443 O'Kon Field","McClure, Block and Franecki",276526,9254063,19088,"microchip",1,"FL","Practical Wooden Computer","Carolanne Rosenbaum","quantifying"
true,4807406,"Health & Beauty",37.58,"Female","9-5-2021","2:55:21","Christopstad","Visa",225.48,5248052,"793 Mariana Forges","Auer V",369931,true,75096,true,6,"VA","Fantastic Rubber Gloves","Dr. Rosalind Pagac",true
"transmitting",85.84,"Jewelery",6.77,"Male","7-29-2021","9:23:53","Lake Sydnieland","EWallet",20.31,false,"4914 Rod Valley","Kuphal, Spencer and Blanda",771665,"transmit",82944,"indexing",3,"LA","Ergonomic Cotton Car","Abdiel Balistreri","wireless"
"quantify",44.52,"Shoes & Clothing",53.85,"Male","10-24-2021","13:30:39","Handport","Cash",484.65,"bypass","77033 Rau Viaduct","Parisian, Wolff and Gorczany",751113,"driver",60232,false,9,"AR","Rustic Granite Shirt","Ed Kohler IV",true
true,"SAS","Jewelery, Tools & Garden",2.71,"Female","5-15-2021","5:6:0","West Marc","Cash",2.71,4782342,"3314 Geo Pike","Larkin-McClure",896703,false,76204,97.52,1,"WY","Practical Steel Chair","Niko Hegmann PhD",93.76
true,86.70,"Garden & Computers",15.31,"Male","10-16-2021","20:56:20","Port Vivienne","EWallet",91.86,true,"166 Lucy Views","Armstrong, Strosin and Altenwerth",730064,false,23981,82.28,6,"NV","Sleek Plastic Car","Antwan Okuneva",5.36
true,84.02,"Books",27.89,"Male","6-22-2021","19:49:50","South Dashawn","AMEX",278.90,"neural","271 Yost Green","Wiegand-Tillman",801943,false,79309,true,10,"FL","Fantastic Concrete Pants","Ayden Krajcik",true
5.86,5314214,"Electronics",56.35,"Female","4-17-2021","20:30:33","West Aracely","EWallet",394.45,3454196,"4779 Ashly Turnpike","Kshlerin DDS",253586,1.22,81855,51.90,7,"AR","Sleek Rubber Shirt","Burdette Murray",87.46
"online","system","Jewelery, Shoes & Sports",36.13,"Male","4-28-2021","4:40:43","Lake Jamil","AMEX",289.04,"wireless","6412 Theresa Coves","Kshlerin DDS",752310,"virtual",83397,"SMTP",8,"NM","Sleek Rubber Shoes","Cullen Mitchell","navigate"
true,11.42,"Tools & Jewelery",62.40,"Male","8-26-2021","22:58:53","New Ora","Visa",436.80,8.28,"72647 Winona Shoals","McClure, Block and Franecki",363520,false,41699,true,7,"SC","Fantastic Rubber Hat","Addison Waelchi",false
"indexing","JSON","Kids & Clothing",5.40,"Male","4-13-2021","18:37:2","Purdystad","AMEX",5.40,65.37,"1104 Genevieve Summit","Kshlerin DDS",875026,"parsing",87862,4852556,1,"VT","Rustic Wooden Hat","Ramon Zieme",8965749
false,false,"Jewelery & Automotive",52.46,"Female","6-10-2021","7:32:52","Ralphville","EWallet",367.22,true,"1241 Viviane Turnpike","Armstrong, Strosin and Altenwerth",797012,true,51988,false,7,"WY","Ergonomic Steel Shoes","Kathryne Powlowski",true
2953615,753767,"Kids",14.88,"Male","5-7-2021","6:3:42","Port Sheldon","MasterCard",74.40,true,"321 Louie Rest","Parisian, Wolff and Gorczany",718204,6600961,68653,0.44,5,"NH","Fantastic Granite Shoes","Alycia Pollich",23.89
true,89.52,"Jewelery",83.24,"Female","10-11-2021","7:38:57","Gleichnerfurt","Visa",832.40,"array","3614 Braun Manors","McClure, Block and Franecki",825468,true,60623,"transmitter",10,"TN","Intelligent Cotton Pants","Dr. Adella Smith","quantifying"
97.12,"calculating","Movies",46.44,"Female","6-16-2021","7:32:11","South Matteostad","Visa",325.08,56.66,"77288 Hermina Loop","Wiegand-Tillman",163303,80.52,15403,306993,7,"CT","Practical Concrete Gloves","Murray Turner",5264393
"hacking",3262336,"Shoes, Kids & Electronics",87.80,"Male","1-15-2021","19:7:53","Port Savannah","AMEX",614.60,1441558,"6517 Schaden Circles","Auer V",904834,"auxiliary",73751,64.23,7,"PA","Gorgeous Cotton Computer","Connie Walsh",14.01
"input",true,"Tools & Garden",70.20,"Male","8-24-2021","1:16:34","Baumbachton","Cash",491.40,6099136,"98199 Claire Drive","Parisian, Wolff and Gorczany",346242,"indexing",38671,"AGP",7,"HI","Small Concrete Chair","Hettie Pacocha","XSS"
true,true,"Clothing, Baby & Beauty",52.31,"Female","10-8-2021","5:15:16","North Rossie","MasterCard",52.31,"capacitor","4942 Nathanael Rue","Kshlerin DDS",223836,true,55573,"transmitter",1,"IL","Fantastic Wooden Hat","Roslyn Prohaska III","index"
"redundant",35.74,"Industrial, Tools & Grocery",49.73,"Female","9-10-2021","10:45:19","East Rosetta","Cash",198.92,"monitor","9381 Michael Crescent","McClure, Block and Franecki",757170,"input",47711,9347856,4,"DE","Rustic Rubber Shirt","Mr. Jose Goodwin",6895005
30.67,92.84,"Health",35.48,"Female","8-8-2021","18:3:3","Colbyview","Cash",177.40,"calculating","5484 Mills Glen","Armstrong, Strosin and Altenwerth",338375,25.24,36621,true,5,"WV","Awesome Rubber Table","Damion Jacobi",false
false,77.58,"Grocery & Beauty",64.78,"Male","6-2-2021","23:24:55","West Moniquestad","EWallet",647.80,true,"4463 Brakus Mountains","Parisian, Wolff and Gorczany",919501,true,93067,true,10,"ID","Intelligent Granite Pants","Zelma Feest",false
8781519,true,"Sports & Baby",7.70,"Female","6-2-2021","18:54:20","Wizachester","Cash",46.20,true,"66641 Christa Stream","Auer V",319034,1160382,80412,6719027,6,"NJ","Practical Plastic Gloves","Myrtle Leannon",267371
"auxiliary",217006,"Health & Music",49.01,"Male","9-18-2021","10:26:57","Walterville","EWallet",98.02,4025661,"2439 Elwyn Trail","McClure, Block and Franecki",252938,"transmit",32464,true,2,"HI","Small Cotton Table","Candice Schmeler",true
