Gender,Time,Quantity,State,card,InvoiceId,Store,panel,ProductPrice,Address,CustomerName,Date,Department,PaymentType,system, ,driver,City,PostalCode,Total,Product,transmitter
"Male","9:0:18",5,"MI",7386765,363427,"Armstrong, Strosin and Altenwerth",true,35.96,"153 Buckridge Hill","Wilber Carter","10-15-2021","Sports & Beauty","Visa",9182300,7494757,"open-source","Kuhnmouth",43285,179.80,"Sleek Cotton Shoes","back-end"
"Male","17:22:37",4,"VT",false,703471,"Considine PhD",6965126,76.63,"9033 Heidi Station","Anita Fadel DDS","8-5-2021","Outdoors & Beauty","MasterCard",1195090,"connect",false,"New Joshuahburgh",88609,306.52,"Practical Concrete Gloves","override"
"Female","16:35:25",3,"MS",5914611,716574,"Armstrong, Strosin and Altenwerth",true,59.58,"77219 Homenick Brook","Beryl Batz","6-18-2021","Automotive & Kids","EWallet",false,4328569,86.51,"West Maiaville",98717,178.74,"Sleek Wooden Table","pixel"
"Female","0:30:25",10,"AK",false,329944,"Kuphal, Spencer and Blanda",48.79,31.03,"67199 Runolfsdottir Radial","Miss Emmanuel Schmeler","10-23-2021","Grocery","Visa",44.83,8.38,6.64,"East Caitlyn",54810,310.30,"Incredible Concrete Hat",82.51
"Male","16:10:3",4,"RI",true,440985,"McClure, Block and Franecki",true,67.82,"56642 Brown Loop","Darwin Miller","10-19-2021","Shoes","AMEX",30.34,true,70.42,"Trevormouth",49256,271.28,"Intelligent Rubber Hat",6.78
"Male","12:50:30",6,"NV",false,890493,"Larkin-McClure",242797,72.10,"73946 Ford Land","Reese Jones","9-10-2021","Home & Outdoors","AMEX",true,false,18.71,"Morarburgh",43063,432.60,"Sleek Wooden Table","IB"
"Male","12:47:19",6,"FL",1064299,938463,"Auer V",2247788,26.64,"83315 Gisselle Rue","Marlon Pfeffer","9-2-2021","Grocery","EWallet","redundant","open-source",true,"Kesslerberg",82244,159.84,"Practical Rubber Shoes",8956885
"Male","11:40:6",9,"MN","JBOD",835969,"Lakin, O'Connell and Monahan",true,22.11,"12742 Brown Summit","Ms. Stefan Carter","10-20-2021","Grocery, Computers & Beauty","EWallet","programming",false,4349298,"West Morgan",93939,198.99,"Practical Wooden Table",7284337
"Male","5:22:45",3,"HI","solid state",383816,"Auer V",false,32.71,"6066 Okuneva Roads","Mrs. Rusty Block","9-20-2021","Music & Games","Cash",6577715,"XSS",6950085,"Rosenbaumhaven",86376,98.13,"Sleek Rubber Chair",9192455
"Male","15:43:46",8,"TX",true,574728,"Kshlerin DDS",7.73,59.42,"5265 Jones Spurs","Juwan Parker","10-23-2021","Games","EWallet",6521328,8267954,false,"West Bettyeborough",98737,475.36,"Small Plastic Chair",true
"Female","19:27:21",3,"TN","ADP",293787,"Wiegand-Tillman",58.99,43.92,"2985 Rohan Track","Tobin Cole","8-3-2021","Garden & Books","MasterCard",false,true,7.57,"West Baileybury",53883,131.76,"Sleek Steel Shoes",false
"Female","13:8:47",10,"TX",7.90,448617,"Lakin, O'Connell and Monahan",true,53.60,"9156 Demond Glens","Rick O'Connell","7-28-2021","Grocery","Visa",false,7820372,55.69,"Fritschborough",98646,536.00,"Ergonomic Concrete Shoes",79.13
"Female","16:29:47",8,"KY",false,673800,"Parisian, Wolff and Gorczany",true,7.93,"1164 Blanda Extensions","Jennie Swift","10-20-2021","Sports, Clothing & Baby","MasterCard",true,43.79,true,"Parisianstad",13674,63.44,"Incredible Wooden Car",1465348
"Female","16:59:11",9,"PA","neural",156676,"Considine PhD","port",99.53,"9160 Schimmel Summit","Imani Murphy","6-27-2021","Kids","MasterCard","interface","wireless",91.87,"Barrowsland",82441,895.77,"Incredible Granite Pants",3379114
"Female","4:6:44",6,"MN","quantifying",932121,"Armstrong, Strosin and Altenwerth","hacking",62.69,"81717 Baron Shore","Anahi Zemlak","3-9-2021","Baby, Sports & Health","Visa",26.77,"capacitor",49.74,"South Candida",62769,376.14,"Gorgeous Wooden Car",8062433
"Female","4:51:1",10,"MI",4702992,187690,"Considine PhD",39.71,1.14,"6108 Lind Mills","Breana Upton","5-4-2021","Baby, Shoes & Industrial","Visa",3827841,"cross-platform",true,"South Jarrett",86559,11.40,"Intelligent Cotton Chair",24.24
"Male","21:52:49",5,"AL","haptic",940743,"Considine PhD",7020048,18.40,"58911 Leuschke Squares","Caleb Shields DVM","3-7-2021","Movies","MasterCard",8135212,"matrix",2.27,"South Halfort",57341,92.00,"Awesome Cotton Chair",26.12
"Male","21:4:46",6,"FL","alarm",444797,"Armstrong, Strosin and Altenwerth",37.57,63.34,"1374 Adams Falls","Lavern Kunde","10-9-2021","Books, Kids & Music","MasterCard",true,false,"redundant","Clementville",51159,380.04,"Rustic Granite Shoes",false
"Male","18:14:57",6,"VT",true,133869,"Wiegand-Tillman",88.79,87.28,"779 Berge Lights","Martin Green","10-17-2021","Books, Music & Electronics","AMEX",true,false,62.32,"South Georgetteland",29664,523.68,"Small Cotton Car",97.50
"Male","0:53:54",8,"SD",true,952238,"Considine PhD",40.25,37.30,"699 Lorenz Vista","Israel Anderson","10-21-2021","Automotive, Electronics & Home","Cash",759515,"transmitter",false,"East Destineymouth",52502,298.40,"Intelligent Cotton Shirt","auxiliary"
"Male","2:0:35",6,"AL","programming",562990,"McClure, Block and Franecki",51.81,74.16,"4485 Leuschke Port","Preston Prosacco","10-25-2021","Home, Jewelery & Beauty","AMEX",996306,"connecting",98.13,"New Jarrett",43054,444.96,"Awesome Concrete Computer","solid state"
"Female","2:12:24",1,"NH",2300275,163365,"Auer V",6202717,23.95,"6964 Joe Trail","Ricardo Sawayn","10-14-2021","Shoes","AMEX",3471375,"solid state",4978052,"Schroedermouth",58934,23.95,"Small Cotton Car",2952555
"Male","5:26:47",9,"NV",2339540,183916,"Considine PhD",7080900,6.39,"3347 Madisen Springs","Mr. Liza Bauch","10-13-2021","Automotive","MasterCard",1788487,"backing up","hack","New Roseberg",76079,57.51,"Small Steel Table",86.22
"Female","13:8:45",8,"TN","IB",545214,"McClure, Block and Franecki",98.45,65.92,"3241 Jamir Underpass","Lazaro Romaguera","8-28-2021","Music","Visa",220731,84.89,"mobile","Andersonfort",75312,527.36,"Rustic Steel Hat",71.07
"Female","7:8:56",4,"AZ",59.48,692601,"Armstrong, Strosin and Altenwerth",5291012,13.31,"3068 Genesis Parkways","Simone Krajcik","8-8-2021","Movies, Tools & Kids","Cash",false,8.93,true,"South Deangelo",84876,53.24,"Intelligent Concrete Table",19.38
"Female","11:11:20",3,"UT",true,190616,"McClure, Block and Franecki",61.28,15.16,"441 Murphy Isle","Virginie Deckow","7-8-2021","Sports, Electronics & Kids","EWallet",false,57.03,7.30,"Marioburgh",29407,45.48,"Fantastic Granite Hat",70.63
"Male","9:34:45",8,"ID",false,892222,"Wiegand-Tillman",9.39,94.05,"115 Hoeger Pine","Brennon Mayer","9-18-2021","Clothing, Outdoors & Games","AMEX",9.07,95.22,"calculate","Lake Ashleefurt",96489,752.40,"Intelligent Steel Gloves",93.95
"Male","4:17:44",6,"TX",true,527406,"Armstrong, Strosin and Altenwerth",1013785,71.39,"3601 Schiller Meadows","Tyler Collins Sr.","10-7-2021","Sports, Books & Industrial","Visa",false,false,"monitor","South Colleen",87416,428.34,"Practical Concrete Car",86.24
"Male","14:51:36",3,"WI",1951635,999102,"Armstrong, Strosin and Altenwerth",true,20.71,"4167 Maggie Forest","Mandy Bauch","8-7-2021","Jewelery, Clothing & Games","AMEX","driver",7586360,"feed","Port Bonitaville",31850,62.13,"Sleek Granite Pants",2815517
"Female","0:17:17",4,"AZ",2440259,800178,"Kshlerin DDS",7542593,88.12,"71023 Parker Trail","Don Greenfelder","2-15-2021","Garden, Tools & Games","MasterCard","program",35.57,"SMTP","Anissamouth",14055,352.48,"Small Wooden Car",48.27
"Female","18:30:22",7,"ID",28.07,613403,"McClure, Block and Franecki",905847,46.10,"346 Collins Road","Hiram Morar","4-7-2021","Music & Outdoors","Visa","EXE",7725084,"redundant","Lake Carson",19721,322.70,"Incredible Concrete Car",false
"Male","9:13:21",1,"NM",86.11,814423,"Auer V",1305729,77.73,"7418 Brayan Forges","Natalie Mills","10-4-2021","Baby","EWallet","haptic",6497572,4026119,"Marksbury",17138,77.73,"Practical Cotton Computer",false
"Male","14:23:13",2,"MA",10.17,566111,"Armstrong, Strosin and Altenwerth",true,12.56,"3554 Berge Coves","Keanu Stehr","9-28-2021","Computers & Toys","AMEX",7468811,true,false,"South Izabella",81917,25.12,"Gorgeous Granite Shoes",true
"Male","0:44:2",2,"FL",58.48,949480,"Lakin, O'Connell and Monahan",true,42.09,"934 Feeney Neck","Gertrude Glover I","8-31-2021","Grocery, Clothing & Garden","Cash",false,false,3745670,"New Corine",12258,84.18,"Fantastic Rubber Gloves",false
"Male","6:48:10",8,"NV",1994782,507343,"McClure, Block and Franecki","solid state",68.87,"386 Mitchel Causeway","Seamus Stamm","5-9-2021","Kids & Clothing","EWallet",true,8.66,44.21,"Connton",68984,550.96,"Rustic Steel Table",true
"Male","11:7:15",8,"MS",17.82,537197,"Lakin, O'Connell and Monahan",true,85.47,"5518 Roslyn Parkways","Misael Feil","10-25-2021","Outdoors & Industrial","Cash",7665429,"wireless",6223750,"Port Fredrick",59183,683.76,"Awesome Cotton Table",4148083
"Female","0:13:4",5,"ID","COM",670062,"McClure, Block and Franecki","SMS",16.12,"3061 DuBuque Mill","Cameron Herman","4-30-2021","Home","MasterCard",6547449,"connect",33.93,"Hiramshire",36576,80.60,"Rustic Concrete Pants",2.97
"Male","3:22:55",6,"GA",8068318,857979,"Kuphal, Spencer and Blanda","protocol",66.08,"57523 Grady Parkway","Jacques Huels","9-20-2021","Outdoors","EWallet",false,"compressing",false,"Eraville",95023,396.48,"Intelligent Plastic Shoes",14.75
"Male","21:13:46",6,"MA",true,435812,"Considine PhD",5926053,43.88,"460 Marcelo Hollow","Mr. Elwin Corwin","10-20-2021","Jewelery & Beauty","EWallet",89.34,678159,"RSS","Quitzonshire",72409,263.28,"Ergonomic Granite Table",2536688
"Male","8:33:42",3,"FL",42.14,756986,"Armstrong, Strosin and Altenwerth",true,19.51,"5278 Prosacco Summit","Esta Runolfsdottir IV","10-12-2021","Baby, Tools & Games","AMEX",2126637,false,80.97,"New Myahport",87759,58.53,"Sleek Concrete Pants",true
"Female","19:29:37",1,"MO",99.70,353571,"Considine PhD",false,71.80,"56555 Jaquelin Via","Susanna Effertz Jr.","10-24-2021","Automotive","Cash",false,true,true,"Schoenstad",48612,71.80,"Practical Granite Pants",75.06
"Female","18:22:15",7,"NY",51.16,250769,"Kuphal, Spencer and Blanda",false,69.77,"83256 Bayer Drive","Dustin Labadie","8-20-2021","Computers, Baby & Sports","MasterCard",10.55,"backing up",1683207,"Auerstad",63709,488.39,"Sleek Plastic Table","SAS"
"Female","2:34:8",4,"FL","quantify",172921,"Parisian, Wolff and Gorczany",98.27,32.69,"170 Riley Creek","Mr. Dortha White","6-27-2021","Industrial, Electronics & Computers","MasterCard",3610738,4668402,"connect","Ernserville",40416,130.76,"Incredible Rubber Car",8.04
"Male","20:23:55",8,"NJ","navigating",762454,"Wiegand-Tillman",true,4.20,"7602 Norberto Stravenue","Raleigh Little","10-10-2021","Garden, Home & Outdoors","AMEX",5029134,"array",false,"Naomieberg",12307,33.60,"Gorgeous Concrete Gloves",6579288
"Male","13:45:8",8,"CO",7374450,796115,"Kshlerin DDS","back up",34.43,"6359 Ernser Pine","Abbey Lehner","8-20-2021","Baby","Visa",true,"mobile",true,"Lake Chelsea",58743,275.44,"Fantastic Wooden Chair","port"
"Male","8:54:37",8,"UT",56.64,146265,"Parisian, Wolff and Gorczany",18.93,45.20,"679 Dell Plains","Miss Abner Abshire","7-21-2021","Computers","MasterCard",16.04,1901615,false,"Ellenview",28854,361.60,"Intelligent Wooden Shoes","hard drive"
"Male","18:4:19",4,"HI",7095028,884078,"Kuphal, Spencer and Blanda",43.65,28.08,"104 Haley Road","Retha Larson Sr.","4-2-2021","Computers, Beauty & Automotive","Cash",67.48,true,true,"New Rashawnfort",76152,112.32,"Sleek Concrete Chair",false
"Male","17:4:27",2,"OK",65.87,373124,"Kshlerin DDS",false,60.53,"4489 Kendrick Fields","Davon Blanda","5-17-2021","Computers & Outdoors","MasterCard",true,50.89,1.16,"Alexaneton",78685,121.06,"Ergonomic Granite Hat",37.11
"Female","20:20:18",10,"ID",true,681340,"Wiegand-Tillman",2846797,58.04,"7488 Koss Springs","Ms. Dayana Fadel","8-12-2021","Kids","Cash",1797017,"bluetooth",448435,"North Koryfort",81081,580.40,"Ergonomic Concrete Hat",460846
"Male","19:46:46",7,"MS","indexing",228657,"Larkin-McClure",false,34.06,"6884 Steuber Hill","Miss Bettye Gerhold","10-12-2021","Tools","Visa",60.38,"bypassing",false,"Uriahmouth",46801,238.42,"Small Cotton Shirt",true
"Female","3:56:2",2,"ME",3006761,551702,"Wiegand-Tillman","neural",10.28,"414 Barton Valleys","Margaretta Dibbert","7-16-2021","Music & Books","AMEX",8.70,8947258,"open-source","West Louveniaside",34611,20.56,"Sleek Granite Computer",57.72
"Male","23:44:50",7,"AR",3290581,132505,"Considine PhD","hack",50.46,"52435 Metz Point","Marilou Metz","10-15-2021","Beauty, Books & Sports","MasterCard",true,"1080p",false,"Lake Dion",61226,353.22,"Fantastic Concrete Chair","wireless"
"Female","12:7:34",2,"OK",1165865,428771,"Considine PhD","bypassing",64.86,"932 Adella Circles","Tia Windler","10-12-2021","Movies, Books & Electronics","EWallet",false,true,60.04,"McClurebury",21300,129.72,"Gorgeous Plastic Gloves",64.16
"Male","14:58:24",3,"IN",9433063,359777,"Larkin-McClure","generate",43.74,"59572 Imani Ways","Dr. Dax Zieme","4-16-2021","Beauty","MasterCard",false,true,false,"North Reaganville",83296,131.22,"Awesome Granite Chair",68.10
"Male","22:56:39",1,"DE",68.99,559461,"Larkin-McClure",38.17,30.88,"917 Upton Mount","Lillian Jenkins","9-27-2021","Music & Grocery","AMEX",false,true,false,"Port Kelleyview",94245,30.88,"Sleek Concrete Chair",true
"Female","3:46:54",4,"IN","wireless",277611,"Wiegand-Tillman",68.81,23.63,"169 Angeline Neck","Nathanial Will","9-7-2021","Computers, Books & Grocery","Visa",4779983,68.18,31.01,"South Meredithfort",66486,94.52,"Sleek Granite Pants","generating"
"Female","12:12:14",6,"LA","ADP",807297,"Parisian, Wolff and Gorczany","SCSI",96.34,"7804 Norene Stravenue","Ulices O'Reilly","10-3-2021","Shoes, Kids & Games","MasterCard",true,8841626,1975675,"Dickinsonport",16782,578.04,"Small Steel Shoes",false
"Male","14:24:56",6,"GA","hacking",777302,"Lakin, O'Connell and Monahan","navigate",6.62,"991 Kaylee Hill","Vidal Sanford","10-4-2021","Baby, Electronics & Health","Visa",true,"SCSI",3278911,"Dereckfort",93032,39.72,"Gorgeous Cotton Computer",7139512
"Male","19:38:19",4,"CA",9065249,371000,"Kshlerin DDS","digital",33.49,"478 Cummerata Viaduct","Liana Adams","7-16-2021","Automotive","MasterCard",10.40,61.16,8142684,"South Germaine",25647,133.96,"Incredible Steel Shoes","input"
"Female","20:18:3",2,"PA",true,654768,"Larkin-McClure","protocol",66.17,"990 Luz Flats","Fiona MacGyver Sr.","7-21-2021","Kids","MasterCard","indexing","calculating",3051264,"Yostmouth",45366,132.34,"Incredible Rubber Pants",20.77
"Male","16:23:33",9,"IA",false,608864,"McClure, Block and Franecki",true,56.06,"11539 Casper Drive","Letitia Hintz","10-5-2021","Toys & Computers","Visa",85.64,true,true,"Reichertview",60055,504.54,"Incredible Plastic Shirt",67.90
"Female","21:52:26",4,"RI",54.10,442130,"Lakin, O'Connell and Monahan",17.74,32.94,"334 Wolf Wells","Dr. Wyatt Koepp","6-21-2021","Sports, Automotive & Games","Visa",8902198,"RAM",18.95,"Chaunceyhaven",56096,131.76,"Rustic Concrete Gloves",2233027
"Male","15:52:3",10,"WA",4208830,463914,"Considine PhD",11.56,35.54,"1549 Abdiel Divide","Concepcion Bahringer","9-6-2021","Outdoors","Cash",41.42,8019121,3813504,"South Orlandoborough",84076,355.40,"Intelligent Cotton Shoes",7303914
"Male","14:0:11",8,"KY","reboot",634641,"Wiegand-Tillman",498013,58.49,"1505 Gertrude Parkways","Davonte Spencer","10-15-2021","Jewelery","EWallet",5709139,3430027,"connect","O'Reillyport",29436,467.92,"Awesome Rubber Shirt",1925457
"Male","9:14:54",3,"MA",6256274,717128,"Kuphal, Spencer and Blanda",86.20,19.07,"360 Donato Shoal","Joesph Bailey","9-12-2021","Grocery & Clothing","EWallet",6834587,79.21,3884018,"South Lonnyberg",38009,57.21,"Small Plastic Chair",2320534
"Female","13:28:23",4,"HI",false,550249,"Considine PhD",67.90,89.05,"687 Angel Via","Finn Gerhold","9-9-2021","Movies, Industrial & Baby","Cash",10.18,true,23.39,"Glenshire",80891,356.20,"Gorgeous Concrete Computer",92.46
"Female","13:30:48",10,"KY",false,826144,"Auer V",14.65,69.69,"5477 Brittany Burgs","Cicero McDermott MD","10-18-2021","Baby, Industrial & Outdoors","MasterCard",57.75,true,"program","Cathrinestad",92720,696.90,"Sleek Plastic Gloves","bandwidth"
"Male","16:45:10",2,"WY",8708209,819072,"Lakin, O'Connell and Monahan",36.15,66.12,"320 Keeling Throughway","Derek Auer","9-7-2021","Kids","EWallet",38.99,1.94,"multi-byte","East Pierre",34661,132.24,"Small Plastic Table","interface"
"Male","14:58:29",2,"VT",63.32,158031,"Kuphal, Spencer and Blanda","EXE",87.20,"938 Marlene Summit","Leatha Cormier","9-18-2021","Grocery","AMEX","cross-platform",253448,"circuit","South Bertha",93394,174.40,"Intelligent Steel Pants",true
"Female","18:21:45",5,"MA",3768439,104563,"Lakin, O'Connell and Monahan",6659091,45.91,"7648 Reyna Shoal","Shawn Nicolas Sr.","10-14-2021","Kids","MasterCard","XML","open-source","virtual","South Sunny",66931,229.55,"Small Plastic Hat",3306094
"Male","1:48:4",5,"WI",true,719782,"Lakin, O'Connell and Monahan","RAM",7.05,"14507 Beahan Junction","Osborne Towne","6-17-2021","Music, Games & Baby","Visa",true,49.79,4254863,"Fabiolastad",98194,35.25,"Small Plastic Pants",false
"Female","11:18:24",4,"NC",true,783968,"Armstrong, Strosin and Altenwerth",99.41,47.86,"731 Camryn Mills","Michaela Predovic","10-13-2021","Baby & Automotive","Cash",41.76,"TCP",true,"West Brionna",90968,191.44,"Fantastic Steel Hat",4242226
"Female","19:25:14",9,"UT",89.46,968719,"McClure, Block and Franecki",true,20.87,"259 Kuphal Flats","Garry Auer","10-14-2021","Sports & Health","Visa",62.28,22.09,72.68,"Armstrongport",87876,187.83,"Sleek Concrete Pants","compressing"
"Female","17:6:39",5,"OK","quantify",568235,"Wiegand-Tillman",27.25,19.48,"6244 Hayes Forges","Eleonore Crist","8-24-2021","Home, Computers & Automotive","MasterCard",7867513,false,"alarm","Reillyshire",66211,97.40,"Gorgeous Rubber Computer",73.27
"Female","20:25:28",4,"ID","hacking",693868,"Larkin-McClure",18.81,93.16,"582 Thaddeus Vista","Katherine Swaniawski","2-13-2021","Toys & Health","EWallet",577342,7116414,"SAS","Lemkehaven",98967,372.64,"Practical Steel Shirt",true
"Male","3:2:58",1,"LA","pixel",935986,"Considine PhD",true,27.42,"50607 Abbott Stream","Reece Mante","5-20-2021","Industrial, Electronics & Jewelery","Visa","neural",36.05,false,"Nelsonberg",50212,27.42,"Incredible Cotton Computer",true
"Male","4:16:49",2,"AK",75.25,233855,"Kuphal, Spencer and Blanda",34.71,68.80,"676 Mraz Islands","Arlo Kirlin","7-15-2021","Kids, Jewelery & Computers","Cash",false,"AGP",5843177,"Lake Carlomouth",88931,137.60,"Ergonomic Wooden Car",19.53
"Female","9:28:22",2,"WV",true,883718,"Larkin-McClure",true,33.61,"31933 Sheridan Field","Uriel Halvorson","10-11-2021","Home, Electronics & Clothing","MasterCard",8053652,false,7.84,"Carterfort",76222,67.22,"Ergonomic Wooden Car",453665
"Male","11:36:14",2,"OK",20.46,698157,"Larkin-McClure",true,85.18,"20132 Collier Oval","Ralph Morissette","9-13-2021","Automotive & Games","EWallet",79.08,true,false,"Sofiabury",25478,170.36,"Incredible Granite Computer",false
"Female","4:43:16",7,"ME",true,343042,"Kuphal, Spencer and Blanda",true,23.86,"4757 Fabiola Curve","Mr. Vicky Mann","8-6-2021","Tools","MasterCard",5425314,7.75,"capacitor","Emeryside",27971,167.02,"Sleek Concrete Shirt",false
"Male","2:9:16",8,"AZ",false,191172,"Lakin, O'Connell and Monahan",42375,1.33,"28679 Shakira Land","Era Hahn Jr.","7-16-2021","Sports & Automotive","MasterCard",5917200,"neural",false,"Wardside",56921,10.64,"Ergonomic Concrete Shirt",1349369
"Female","5:32:42",3,"MN",7065727,302134,"Kuphal, Spencer and Blanda",8555418,28.76,"658 Mraz Ford","Manuel Veum","8-4-2021","Computers","MasterCard","quantifying",false,5708171,"New Marianaborough",22019,86.28,"Ergonomic Cotton Shoes","transmit"
"Female","15:23:43",8,"AK",6796037,533669,"Kshlerin DDS",2832095,38.01,"3150 Baumbach Valleys","Ally Haley Sr.","10-3-2021","Jewelery, Electronics & Home","Visa",4157511,9372912,true,"West Waldo",88085,304.08,"Gorgeous Wooden Computer",2009602
"Female","17:7:8",9,"CA",69.98,538935,"Auer V",6961449,60.76,"6323 Brandy Isle","Maxwell Mertz","9-18-2021","Home, Movies & Electronics","EWallet",55.82,false,5.27,"Coleview",59875,546.84,"Practical Granite Hat",28.53
"Female","22:10:16",6,"IA",false,596879,"Considine PhD",41.35,39.06,"66099 Otho Cove","Kasandra Hahn IV","9-6-2021","Tools, Baby & Beauty","EWallet",false,67.47,17.22,"Herthamouth",32142,234.36,"Practical Wooden Shoes",53.59
"Male","23:34:20",8,"SC",false,451347,"Considine PhD",92.03,3.60,"8392 Nayeli Canyon","Loyce Yost Sr.","12-28-2020","Health","EWallet","panel",true,false,"Oceanefurt",23382,28.80,"Small Wooden Pants",3004530
"Female","2:11:35",7,"NJ",93.92,434220,"Lakin, O'Connell and Monahan",true,24.07,"578 Leann Flats","Alana Pfeffer Sr.","10-25-2021","Grocery","AMEX",6727801,42.99,"monitor","North Jamiechester",27582,168.49,"Ergonomic Rubber Car",3232378
"Male","22:37:25",2,"LA",false,790366,"Considine PhD",41.43,7.88,"87672 Chyna Lake","Flavie Stroman","9-1-2021","Baby","MasterCard","navigate","neural",0.34,"Lake Sunnymouth",72499,15.76,"Ergonomic Wooden Pants","hack"
"Female","20:24:17",1,"WA",2599554,370398,"Armstrong, Strosin and Altenwerth",1393664,10.22,"353 Schaefer Spring","Mr. Flossie Rosenbaum","3-26-2021","Jewelery & Automotive","AMEX",2921344,"PCI","quantify","Lake Gregg",54173,10.22,"Awesome Granite Gloves",47.07
"Female","14:44:20",4,"NM",3733475,833636,"Kuphal, Spencer and Blanda",8983170,56.04,"70724 Adams Cliffs","Lester Johnson","8-6-2021","Garden & Beauty","EWallet",8.27,"generating",true,"West Berthafurt",78718,224.16,"Sleek Granite Pants",false
"Male","15:43:18",2,"OR",4589733,122530,"Kshlerin DDS",69.31,47.09,"912 Lyla Stream","Mr. Jarrett Rath","6-26-2021","Sports, Electronics & Toys","Visa",false,82.79,true,"Port Rafaela",44343,94.18,"Practical Granite Gloves",78.34
"Male","12:45:36",10,"MA",true,189880,"McClure, Block and Franecki",20.72,32.93,"7944 Abdullah Unions","Jovan Parisian","5-13-2021","Automotive & Baby","MasterCard",17.17,3.98,66.27,"Kristinport",69959,329.30,"Practical Steel Pants",29.59
"Female","15:33:3",6,"ND",9.01,546396,"Parisian, Wolff and Gorczany",32.45,24.75,"9412 Fadel Tunnel","Destiny Sanford","6-30-2021","Home","EWallet",6164095,28.07,17.30,"Weimannborough",71049,148.50,"Practical Cotton Computer",true
"Male","22:39:29",1,"SD","array",535559,"Kuphal, Spencer and Blanda",false,71.81,"5322 Marvin Well","Jeanne Little","3-14-2021","Beauty, Health & Books","EWallet",482135,"XSS",3588481,"Port Pierrehaven",74790,71.81,"Awesome Rubber Table","driver"
"Male","18:36:3",2,"AZ",false,935725,"Considine PhD",640925,72.53,"576 Kuvalis Forge","Kristian DuBuque Jr.","2-27-2021","Kids, Automotive & Jewelery","AMEX",true,9054637,155379,"Danielchester",40459,145.06,"Fantastic Plastic Shoes",6901744
"Female","2:39:32",3,"ID","port",514513,"McClure, Block and Franecki",true,55.75,"19296 Lindgren Hollow","Pearline Lindgren","8-27-2021","Jewelery","AMEX","hack",true,true,"West Jenifer",19059,167.25,"Sleek Granite Shoes",8943909
"Female","13:26:41",5,"MA",true,578716,"Parisian, Wolff and Gorczany",true,93.39,"83242 Wisoky Pine","Anna Jones","10-9-2021","Movies, Games & Electronics","EWallet",64.00,"navigating",false,"Arloland",89247,466.95,"Incredible Steel Car",39.86
"Female","15:51:38",9,"MN",true,819830,"Armstrong, Strosin and Altenwerth",true,53.76,"51747 Brown Square","Asa Fritsch","9-21-2021","Industrial & Home","Visa","transmit",836202,2887552,"West Rickieville",76730,483.84,"Practical Concrete Shirt",true
"Male","10:17:53",6,"KY",5072157,139148,"Parisian, Wolff and Gorczany",9361393,60.36,"65666 Onie Knoll","Hulda Adams","9-14-2021","Sports & Music","Visa",27.17,25.92,false,"South Garryview",26637,362.16,"Awesome Steel Gloves",12.03
"Male","0:51:55",3,"NC",false,315384,"Kuphal, Spencer and Blanda",54.39,73.70,"4168 Darius Lodge","Selena Hintz","4-12-2021","Music, Tools & Health","EWallet",75.07,"quantify",0.40,"Yazminshire",22176,221.10,"Ergonomic Granite Gloves",23.87
"Male","1:38:35",8,"AK",true,746372,"Auer V",false,37.89,"56856 Gislason Roads","Wilhelmine Wolf","4-11-2021","Baby","AMEX",72.45,true,"connecting","North Zella",30108,303.12,"Intelligent Plastic Table","open-source"
"Male","23:8:31",6,"OR",0.13,885177,"Larkin-McClure","SMTP",99.07,"318 Schamberger Rest","Ms. Delilah Rau","10-14-2021","Grocery","Visa",5579043,798598,7878648,"West Ewald",84934,594.42,"Sleek Steel Shirt",5294345
"Female","10:21:24",8,"ID","programming",791805,"Wiegand-Tillman",98.88,40.76,"9810 Kuphal Place","Geraldine Blick","10-25-2021","Shoes","AMEX",6354615,7794607,3663906,"Port Cecileland",50449,326.08,"Gorgeous Concrete Hat",1052841
"Female","1:13:0",10,"WI",true,296606,"Kuphal, Spencer and Blanda","SCSI",54.04,"15170 Ali Villages","Delfina Harber PhD","9-24-2021","Industrial","Cash","cross-platform",45.30,true,"Herzogchester",34625,540.40,"Ergonomic Granite Chair","backing up"
"Male","11:15:41",6,"WV",false,890653,"Larkin-McClure",70.64,44.42,"533 Laurence Light","Neoma Beatty","11-22-2020","Baby, Industrial & Movies","EWallet",94.50,"redundant",3187667,"New Zackerytown",69834,266.52,"Practical Plastic Gloves",2096041
"Female","12:59:36",6,"NH",false,945618,"Lakin, O'Connell and Monahan",true,78.32,"64911 Roscoe Lane","Mrs. Kathlyn Powlowski","5-29-2021","Music","EWallet",17.77,7.53,false,"Holdenmouth",47512,469.92,"Gorgeous Concrete Shoes",90.79
"Female","13:41:53",7,"VT",false,954633,"Kuphal, Spencer and Blanda",33.85,83.50,"670 Green Hills","Kailey Wunsch","7-12-2021","Automotive & Industrial","Cash","quantifying",29.43,79.31,"North Kileyville",29634,584.50,"Gorgeous Wooden Table",15.24
"Female","11:34:50",3,"VT",94.85,421125,"Considine PhD",57.20,38.46,"68837 Kovacek Street","Graham Legros","8-9-2021","Grocery, Toys & Industrial","EWallet","indexing",false,"bypass","South Rashawn",60884,115.38,"Small Granite Pants","calculating"
"Female","6:16:12",3,"WI",79.61,637200,"Auer V",false,8.22,"22880 Durgan Pass","Hosea Trantow","7-23-2021","Electronics, Sports & Clothing","MasterCard","open-source",false,"array","New Edmond",25436,24.66,"Rustic Granite Gloves",4851453
