City,system,hard drive,port,InvoiceId,system,State,Time,CustomerName,Date,ProductPrice,Address,alarm,Department,card,Store,Gender,Total,PostalCode,bandwidth,Quantity,Product,PaymentType
"Jastburgh",false,"bypass","synthesizing",341096,false,"NV","12:8:25","Cortez Bins","1-17-2021",6.43,"18572 Balistreri Fields",false,"Baby",false,"Larkin-McClure","Female",25.72,54154,false,4,"Ergonomic Steel Hat","Cash"
"New Zelmaton",true,20.80,70.66,260220,true,"DE","0:31:21","Brooklyn Gleichner II","10-24-2021",95.99,"8960 Kunde Trafficway",39.46,"Garden, Sports & Electronics",89.72,"Auer V","Male",287.97,52766,true,3,"Awesome Granite Computer","EWallet"
"South Jenatown",11.46,true,false,518557,87.94,"ME","10:37:10","Carolyne Wiza Sr.","9-18-2021",73.76,"821 Bode Ridges",9124048,"Movies, Beauty & Baby",true,"Auer V","Female",295.04,59080,79.99,4,"Practical Rubber Table","MasterCard"
"South Kaitlyn","quantify",8094043,3196315,951474,"system","GA","11:35:50","Thaddeus Windler DDS","10-21-2021",60.83,"87607 Erling Throughway","XSS","Baby",64.74,"Kuphal, Spencer and Blanda","Male",304.15,58480,7395511,5,"Awesome Rubber Gloves","EWallet"
"Bauchshire","solid state","HDD",68.00,307060,"programming","ND","8:39:44","Lavinia Luettgen","10-7-2021",97.25,"410 Kozey Prairie",89.18,"Home, Music & Electronics","pixel","Armstrong, Strosin and Altenwerth","Female",680.75,17529,true,7,"Practical Plastic Gloves","Cash"
"New Camronland",3800761,11.64,40.91,322226,4650388,"PA","19:58:30","Dr. Kory Kilback","10-2-2021",93.90,"639 Reynolds Prairie",73.33,"Automotive & Home",96.37,"Lakin, O'Connell and Monahan","Female",751.20,38037,false,8,"Practical Cotton Car","AMEX"
"North Willow",false,49.60,false,766824,true,"TN","14:26:51","Reagan Kerluke","9-24-2021",1.11,"1834 Lavinia Overpass",5263028,"Movies, Electronics & Books",5764895,"Kuphal, Spencer and Blanda","Female",8.88,84126,"application",8,"Practical Concrete Car","AMEX"
"West Penelopeberg",6944484,"open-source","neural",446574,4922723,"NV","3:0:1","Justina Heathcote","7-6-2021",95.69,"69338 Parker Junctions",2925225,"Computers",30.65,"Kshlerin DDS","Male",191.38,16416,54.87,2,"Awesome Granite Hat","Visa"
"New Tatum","generate",67.11,8598730,521215,"redundant","ME","8:59:4","Josefina Wisozk","9-12-2021",30.51,"95302 Hudson Turnpike",89.26,"Tools",11.96,"McClure, Block and Franecki","Male",213.57,10365,false,7,"Gorgeous Granite Car","AMEX"
"North Caroline",97.35,60.50,false,991074,0.25,"CO","3:18:11","Dr. Christian Bahringer","8-15-2021",31.60,"262 Rupert Ridges",false,"Electronics & Home",false,"Auer V","Male",189.60,84075,true,6,"Intelligent Wooden Shoes","MasterCard"
"Lake Rebecca",45.29,8.24,58.79,390730,21.74,"ME","2:2:32","Mrs. Liliana Langosh","6-14-2021",79.32,"80521 Mills Passage",false,"Grocery",7.56,"Kuphal, Spencer and Blanda","Female",158.64,44017,"generating",2,"Fantastic Cotton Shoes","Cash"
"West Stanton",92.97,56.14,"bypass",428254,68.47,"TX","19:24:33","Sibyl Parisian","6-11-2021",45.24,"159 Reilly Bridge",4.80,"Beauty, Electronics & Garden",true,"Lakin, O'Connell and Monahan","Female",226.20,57229,"navigate",5,"Awesome Plastic Shirt","Cash"
"North Tyriquestad","auxiliary","capacitor","navigate",213811,"open-source","MT","6:7:30","Richard Stoltenberg","8-19-2021",24.01,"22617 Vandervort Port",8652709,"Movies","GB","Lakin, O'Connell and Monahan","Female",240.10,53538,"navigating",10,"Small Steel Gloves","Visa"
"Jaskolskiberg",false,"EXE",true,685388,true,"MO","5:1:53","Jonathon Lowe","2-14-2021",34.30,"97011 Toy Street",7441798,"Industrial, Sports & Tools",2.99,"Lakin, O'Connell and Monahan","Female",137.20,25714,1258444,4,"Gorgeous Wooden Gloves","EWallet"
"Modestoshire",true,"THX","generating",526799,true,"MO","1:59:39","Ms. Leonora Walker","9-3-2021",77.01,"151 Myrna Pine",false,"Games & Beauty",99.40,"Kuphal, Spencer and Blanda","Female",616.08,25748,true,8,"Rustic Granite Table","EWallet"
"Baileybury",true,325971,5350932,664535,true,"WI","12:36:44","Zoila Hartmann","9-27-2021",36.04,"738 Schiller Point",8485657,"Books & Electronics","quantifying","Armstrong, Strosin and Altenwerth","Male",144.16,99132,true,4,"Rustic Plastic Shoes","AMEX"
"West Joanny","SDD","auxiliary","multi-byte",358867,"reboot","KY","19:49:50","Ciara Schroeder","2-8-2021",85.18,"37137 Erik Burg",2901360,"Sports, Outdoors & Books",1747087,"Auer V","Male",851.80,23192,"program",10,"Intelligent Rubber Computer","Cash"
"Port Lola",5272346,"transmitter",88.98,844080,4051218,"NM","8:53:16","Clint Ortiz","8-25-2021",39.06,"752 Greta Radial",true,"Outdoors, Grocery & Movies",true,"Considine PhD","Female",156.24,87606,5831910,4,"Fantastic Cotton Pants","EWallet"
"Mantehaven",5605198,"RSS","XSS",466852,2039046,"ND","10:58:51","Miss Catalina Daniel","10-10-2021",11.99,"29621 Kiehn Spring",8759530,"Books",true,"Larkin-McClure","Male",35.97,83320,2930483,3,"Small Steel Table","MasterCard"
"Spinkaborough","JBOD","quantifying",1046933,937783,"USB","PA","1:24:39","Benedict Dietrich","7-3-2021",68.54,"766 Prosacco Gardens","IB","Books, Grocery & Movies",4071262,"Armstrong, Strosin and Altenwerth","Female",274.16,32021,45.01,4,"Awesome Steel Shoes","AMEX"
"Agneston",73.20,false,true,707568,82.78,"CA","3:33:53","Keith Gutkowski","4-3-2021",23.14,"197 Jeremy Canyon",false,"Grocery",false,"Auer V","Male",46.28,97410,75.02,2,"Small Concrete Gloves","AMEX"
"Port Dylan",true,97.18,"synthesizing",441251,false,"OH","12:42:24","Hope Smitham","10-6-2021",45.12,"8936 Bashirian Village","SSL","Jewelery & Books","compressing","Wiegand-Tillman","Female",315.84,63043,"IB",7,"Fantastic Cotton Shoes","EWallet"
"East Nona","driver","program","RSS",907079,"array","ID","15:1:2","Flavio Doyle","5-6-2021",99.69,"398 Marcel Summit",17.28,"Kids & Games","transmitting","Kshlerin DDS","Male",797.52,60372,true,8,"Incredible Wooden Computer","MasterCard"
"Port Eldridgeport","array","index","auxiliary",104009,"overriding","CA","16:33:52","Landen Bosco","5-20-2021",97.86,"54428 Christopher Forge",false,"Tools & Home",21.87,"Auer V","Male",97.86,38804,"digital",1,"Sleek Cotton Pants","Cash"
"Harrisland",3332490,false,false,819021,2168667,"NV","1:3:24","Dr. Shemar Weber","6-11-2021",59.83,"474 Pouros Harbor",81.15,"Clothing & Computers",10.49,"Kshlerin DDS","Male",598.30,97693,6.59,10,"Fantastic Granite Pants","AMEX"
"Rempelview",64.42,4165646,"program",999498,52.72,"AR","7:3:17","Jammie Hoppe I","10-1-2021",96.86,"2332 Johns Motorway","compressing","Games & Music",12.12,"Kshlerin DDS","Female",484.30,36868,8887579,5,"Rustic Cotton Car","Visa"
"East Francesco",56.37,"hard drive","matrix",179289,27.75,"KS","22:35:28","Kaia Torphy","7-26-2021",29.00,"42221 Aditya Place","backing up","Toys & Jewelery",87.16,"Lakin, O'Connell and Monahan","Male",203.00,63704,22.55,7,"Sleek Plastic Shirt","AMEX"
"Kohlerfort",false,false,25.10,268025,true,"KY","12:12:35","Meta Oberbrunner","10-25-2021",5.32,"162 Abernathy Stravenue",true,"Music",true,"Armstrong, Strosin and Altenwerth","Male",21.28,58862,false,4,"Fantastic Concrete Chair","Cash"
"Port Aurelia",true,454434,true,677221,true,"MT","0:7:38","Dr. Frankie Osinski","7-5-2021",48.57,"759 Kariane Street","hack","Tools, Health & Automotive",true,"McClure, Block and Franecki","Female",291.42,27454,"connect",6,"Sleek Cotton Hat","AMEX"
"New Francescoside",44.30,"driver",57.49,721844,20.25,"CT","23:39:19","Dorothea Reichert","7-12-2021",9.07,"1510 Elliot Via","bluetooth","Movies & Outdoors",584114,"Auer V","Female",45.35,94934,"transmit",5,"Rustic Concrete Car","AMEX"
"New Damaris","solid state","virtual",5.01,447225,"quantify","NE","3:40:34","Geovanni Collier","10-7-2021",76.57,"764 Era Streets",64.42,"Toys & Automotive",914281,"Considine PhD","Female",382.85,22986,"solid state",5,"Awesome Concrete Table","AMEX"
"Maximillianside",true,false,"pixel",567554,false,"NV","11:44:49","Mr. Geoffrey Green","9-7-2021",45.54,"6630 Buckridge Dam","SSL","Electronics",8079844,"Parisian, Wolff and Gorczany","Female",455.40,88716,10.63,10,"Fantastic Cotton Car","MasterCard"
"South Lavonne",false,49.85,"TCP",999408,true,"MS","2:43:39","Dr. Mabel Hermiston","5-17-2021",35.28,"5693 Linnie Harbor",true,"Shoes & Outdoors",58.78,"Kshlerin DDS","Female",211.68,31611,false,6,"Rustic Rubber Pants","AMEX"
"Framiborough",61.64,false,true,654421,46.86,"DE","12:20:48","Robert Gibson","5-25-2021",94.73,"1518 O'Kon Meadow",70.29,"Toys, Sports & Outdoors",false,"McClure, Block and Franecki","Female",189.46,47605,false,2,"Rustic Granite Pants","AMEX"
"East Josie",82.73,44.67,4.52,400159,55.55,"AK","21:0:50","Blake D'Amore","10-9-2021",59.79,"991 Evan Oval","generating","Electronics & Jewelery",true,"Lakin, O'Connell and Monahan","Male",59.79,95831,23.53,1,"Intelligent Rubber Car","EWallet"
"Weissnatmouth","mobile",9149297,2580850,291252,"haptic","AZ","12:48:29","Eryn Schamberger","1-22-2021",5.46,"68101 Rickey Gateway","bandwidth","Kids, Tools & Beauty",false,"Lakin, O'Connell and Monahan","Female",54.60,50389,8239679,10,"Gorgeous Plastic Computer","AMEX"
"South Rosaleehaven",5748796,6016003,7021624,287125,5747204,"MI","17:45:50","Antonetta Runte IV","10-1-2021",50.06,"476 Alex Point",false,"Games",true,"Wiegand-Tillman","Male",400.48,21796,false,8,"Fantastic Wooden Computer","MasterCard"
"Port Antwonport",true,true,false,833635,true,"AR","19:11:44","Larry Hansen V","10-21-2021",29.18,"87982 Torp Circle",7.38,"Music",6575005,"Larkin-McClure","Male",116.72,93869,2.85,4,"Practical Wooden Computer","Cash"
"Lehnerfurt",true,31.96,95.26,476289,false,"ND","20:9:18","Claudine Kshlerin","12-16-2020",69.43,"83445 Deckow Terrace",91.24,"Tools & Electronics",false,"Larkin-McClure","Male",138.86,89453,false,2,"Fantastic Steel Computer","AMEX"
"Port Berenice",29.66,2075584,"overriding",264812,2.21,"MN","1:32:35","Christop Wiegand","10-15-2021",70.96,"83622 Watson Walk",3848044,"Automotive","PCI","Kshlerin DDS","Male",425.76,59726,"navigate",6,"Intelligent Wooden Gloves","MasterCard"
"New Alessandroport",5790295,"back up","XSS",734610,9441533,"MI","8:55:24","Dr. Maye Ryan","8-29-2021",12.54,"47219 Flossie Parkway",3402846,"Health & Games",5892710,"Kuphal, Spencer and Blanda","Male",75.24,23342,2558641,6,"Practical Rubber Pants","Cash"
"Port Ephraimview","connect",true,"array",786919,"PNG","NC","11:3:29","Duane Casper","6-9-2021",5.80,"8549 Klocko Alley",7672848,"Beauty, Outdoors & Movies","backing up","Parisian, Wolff and Gorczany","Female",23.20,78462,62.54,4,"Practical Rubber Gloves","Cash"
"New General",true,62.86,24.75,803041,false,"AR","22:21:15","Grayce Littel","10-21-2021",99.58,"637 Schmidt Corner",10.96,"Kids, Automotive & Toys",false,"Wiegand-Tillman","Female",99.58,48691,71.15,1,"Sleek Steel Car","Visa"
"New Luciano",false,true,false,272934,false,"CA","7:36:43","Jeffrey Jerde V","10-14-2021",57.66,"1102 Greenholt Drives",true,"Baby",true,"Parisian, Wolff and Gorczany","Female",57.66,82603,true,1,"Fantastic Granite Pants","MasterCard"
"Baronstad",68.23,31.09,true,827036,83.39,"TN","18:50:35","Edwin Dicki","8-31-2021",27.22,"8178 Kelsi Estate",true,"Sports",1608027,"Kuphal, Spencer and Blanda","Female",163.32,63464,false,6,"Rustic Concrete Hat","Visa"
"Parkerton",55.25,"SSL",41.15,841878,3.95,"MT","10:25:19","Claud Ward","10-17-2021",74.01,"1081 Colby Plaza",6773407,"Home & Outdoors",false,"Parisian, Wolff and Gorczany","Female",148.02,49307,4744850,2,"Small Plastic Computer","Cash"
"Stiedemannhaven",882475,"feed",true,834204,5892201,"NY","2:27:19","Tiffany Berge","9-27-2021",63.26,"5062 Isadore Place",true,"Clothing",66.65,"Wiegand-Tillman","Female",189.78,68358,35.42,3,"Practical Wooden Car","Cash"
"Lockmanport",53.99,true,"programming",576725,99.75,"NV","13:26:30","Mrs. Darron Jaskolski","8-7-2021",67.55,"2946 Ephraim Islands",96.85,"Movies & Garden",644858,"Kshlerin DDS","Male",67.55,36205,5676566,1,"Small Wooden Gloves","MasterCard"
"Creminfort",4489273,2336740,6846438,918276,2810517,"RI","23:7:10","Rosemarie Barrows","9-27-2021",51.70,"4810 Greenholt Gardens",7312800,"Health","COM","McClure, Block and Franecki","Male",361.90,64817,29.50,7,"Practical Plastic Car","Cash"
"Mooreburgh",7645896,"reboot",true,822436,3728211,"WV","22:11:43","Aurore Gulgowski","10-1-2021",21.97,"960 Jacinto Drive",9393882,"Computers","connect","Kuphal, Spencer and Blanda","Male",219.70,87759,false,10,"Sleek Plastic Shoes","Cash"
"East Urielfort",53.21,2883819,78.81,162092,2.68,"IL","11:39:56","Ms. Sincere Cremin","10-12-2021",80.84,"5814 Bernier Mountain","generate","Shoes, Games & Toys",882726,"McClure, Block and Franecki","Male",485.04,81159,4.25,6,"Ergonomic Granite Shoes","MasterCard"
"West Lindahaven",83.26,false,true,533932,69.12,"NH","13:30:50","Mr. Jacky Langosh","8-24-2021",41.96,"618 Nyasia Shore",92.16,"Sports & Tools",true,"Larkin-McClure","Male",41.96,90807,78.28,1,"Fantastic Rubber Table","Visa"
"South Guadalupe",false,2976372,true,424131,false,"NJ","9:10:58","Ethyl Kuhic DDS","5-16-2021",38.71,"27653 Zboncak Parkway",true,"Clothing & Electronics","protocol","Lakin, O'Connell and Monahan","Male",38.71,73683,true,1,"Sleek Plastic Pants","AMEX"
"Erdmanmouth",false,65.03,true,882073,true,"ID","15:31:40","Mrs. Sim Graham","10-13-2021",28.86,"1312 Clint Underpass",7558034,"Health & Home","optical","Larkin-McClure","Male",86.58,44054,10.35,3,"Awesome Granite Hat","Visa"
"Port Laney",4723478,1469903,true,243583,2616095,"UT","23:51:2","Maxime Toy","12-27-2020",30.55,"92797 Abshire Stravenue","parsing","Sports, Clothing & Toys",true,"Considine PhD","Female",183.30,80336,3718205,6,"Practical Rubber Gloves","AMEX"
"Libbieland","solid state",true,"EXE",824063,"protocol","UT","0:33:0","Blanche O'Keefe","5-19-2021",97.27,"2330 Angus Corners",4566862,"Grocery",true,"Auer V","Female",389.08,81633,3100475,4,"Practical Plastic Car","Visa"
"Port Royceton",88.35,51.51,3429945,994200,37.89,"CO","12:14:8","Valentina Glover","12-11-2020",46.79,"129 Bashirian Land",7.38,"Sports & Movies",6981965,"Wiegand-Tillman","Male",374.32,69755,26.20,8,"Awesome Granite Chair","AMEX"
"Port Blazeview",true,65.26,6160925,906460,false,"VA","1:19:14","Korey Kertzmann DDS","9-9-2021",8.82,"54895 Adell Lodge",true,"Toys, Industrial & Jewelery",77.26,"McClure, Block and Franecki","Female",26.46,84842,"port",3,"Rustic Cotton Pants","AMEX"
"Port Terrellland",85.95,true,true,767122,62.02,"NM","5:42:58","Jaqueline Reichert","7-8-2021",18.32,"8031 Hayden Park","synthesizing","Industrial","back-end","Larkin-McClure","Male",18.32,63375,"SDD",1,"Intelligent Cotton Car","EWallet"
"South Cyrusburgh","hack",7810680,"array",931662,"IB","NE","4:27:25","Linnea Bechtelar","9-3-2021",87.67,"8702 Elvis Tunnel",6320998,"Electronics & Garden",4668434,"Auer V","Female",175.34,49059,"multi-byte",2,"Awesome Steel Pants","EWallet"
"Port Bessie",14.55,"compressing",true,204489,3.71,"NM","16:31:28","Ulices Becker","8-16-2021",92.06,"879 Marjorie Lane","CSS","Automotive & Movies",false,"Wiegand-Tillman","Male",368.24,43585,"bypass",4,"Intelligent Wooden Shirt","Cash"
"Schimmelside",3146242,25.43,9327367,520372,4611042,"ME","12:35:29","Perry Stanton","6-12-2021",31.74,"403 Carmine Union","microchip","Books & Electronics","generating","McClure, Block and Franecki","Male",126.96,56949,"navigating",4,"Rustic Plastic Hat","EWallet"
"Lake Terrellfort",false,"RSS",59.93,156661,true,"IA","10:18:55","Quinton Bailey","7-1-2021",19.79,"255 Clemmie Fork",true,"Health & Sports",81.63,"Parisian, Wolff and Gorczany","Female",39.58,77260,17.58,2,"Ergonomic Plastic Shirt","EWallet"
"East Adrienshire",true,true,true,684039,true,"SD","4:0:27","Ericka Fahey","10-7-2021",2.93,"2833 Jefferey Island",5.95,"Toys & Baby",6387592,"Auer V","Male",29.30,76561,true,10,"Sleek Steel Pants","Visa"
"Muellerfurt",42.02,false,false,100406,17.72,"MO","21:28:51","Casandra Stiedemann","7-7-2021",57.18,"848 Toy Pike",139676,"Music","backing up","McClure, Block and Franecki","Male",571.80,80298,false,10,"Fantastic Concrete Shoes","MasterCard"
"North Connortown",true,"interface",75.46,910671,true,"ND","18:16:56","Webster Franecki Sr.","2-26-2021",10.12,"76768 Griffin Village",2448469,"Sports","auxiliary","McClure, Block and Franecki","Female",91.08,34979,4730913,9,"Awesome Rubber Computer","Cash"
"Brisatown",7293293,"compressing","wireless",347185,1992401,"WI","15:6:53","Ms. Rudy Douglas","5-13-2021",96.09,"425 Homenick Mount",7998334,"Automotive & Computers",9370074,"Wiegand-Tillman","Female",96.09,46886,5796472,1,"Ergonomic Rubber Chair","Cash"
"East Francesco",3314872,4683951,264645,731863,2218781,"IA","15:47:50","Miss Elda Trantow","4-11-2021",86.14,"73956 Verdie Park",false,"Health & Computers",16.92,"Considine PhD","Female",689.12,42474,4106527,8,"Practical Cotton Chair","AMEX"
"Makennaview",32.08,true,"parsing",500841,4.52,"TN","13:23:22","Verna Raynor","7-28-2021",63.06,"7981 Rice Highway",14.25,"Shoes",64.70,"Considine PhD","Female",189.18,95708,0.60,3,"Rustic Steel Car","Cash"
"North Madilynborough",79.66,true,true,726052,53.02,"GA","20:31:32","Lori Hamill DVM","5-24-2021",62.27,"776 Monahan Pine",3755251,"Home",false,"Lakin, O'Connell and Monahan","Male",62.27,19981,false,1,"Fantastic Cotton Gloves","Visa"
"New Eriberto",false,3044124,5509761,731501,true,"TX","13:57:7","Raina Herzog","10-16-2021",90.45,"5906 Lila Land","synthesizing","Automotive","connect","Lakin, O'Connell and Monahan","Male",723.60,97792,"pixel",8,"Intelligent Cotton Chair","Cash"
"Port Turner",false,309367,"RSS",380078,false,"GA","14:7:34","Madalyn Borer V","9-28-2021",27.83,"46088 Terrence Hollow","programming","Beauty, Books & Shoes","synthesizing","Armstrong, Strosin and Altenwerth","Female",250.47,29043,"JSON",9,"Ergonomic Rubber Table","AMEX"
"Lake Aron",45.87,"RSS",false,570922,34.81,"MD","15:54:27","Mikayla Hessel","3-5-2021",80.80,"31258 Hayes Passage",true,"Clothing & Grocery","CSS","Larkin-McClure","Male",484.80,52562,false,6,"Small Cotton Shoes","Visa"
"Jaquanton",false,false,6169609,371563,false,"DE","6:17:47","Alex Powlowski","7-20-2021",41.73,"769 Kaitlyn Keys",false,"Industrial & Sports",2950301,"Wiegand-Tillman","Male",250.38,86036,61.49,6,"Rustic Granite Hat","Cash"
"Port Jabaristad",false,"EXE",false,156822,true,"CO","4:54:11","Elsie Smith DDS","10-8-2021",66.68,"180 Eula Ranch",true,"Home, Health & Industrial",8564921,"Kuphal, Spencer and Blanda","Female",266.72,82174,true,4,"Fantastic Steel Pants","AMEX"
"East Jayson",88.51,38.53,1.11,702922,64.17,"IL","0:1:59","Alberta Schiller","6-16-2021",90.63,"79887 Ewald Shores",true,"Health, Garden & Tools","hard drive","Kshlerin DDS","Female",906.30,25969,true,10,"Sleek Wooden Chair","AMEX"
"Port Remington",35.82,true,false,574465,11.69,"NE","0:10:14","Ceasar Konopelski","8-13-2021",36.66,"19145 Eileen Green",95338,"Home",98.07,"Auer V","Female",146.64,69665,30.92,4,"Awesome Steel Table","Cash"
"Dachberg",true,"TCP",true,587450,false,"HI","10:16:42","Madie Jaskolski","3-2-2021",41.55,"88724 Aniya Summit",692916,"Health","feed","Considine PhD","Male",41.55,13667,78.44,1,"Sleek Rubber Shirt","MasterCard"
"Tillmanmouth","microchip",81.30,4915392,231171,"port","MO","17:23:52","Ms. Skylar Powlowski","8-30-2021",6.56,"50551 Lehner Underpass",6752980,"Baby, Music & Automotive",5821317,"Wiegand-Tillman","Female",59.04,58908,42.28,9,"Incredible Concrete Shirt","Visa"
"Susiemouth",false,55.10,8607137,818374,true,"AR","20:9:50","Noelia McLaughlin","9-29-2021",85.25,"6664 Stark Terrace",5450327,"Music & Jewelery",false,"Wiegand-Tillman","Female",426.25,19848,true,5,"Incredible Plastic Pants","MasterCard"
"Port Elisetown",4419518,29.61,7464512,729179,423081,"RI","22:21:24","Ms. Trisha Thiel","9-28-2021",34.99,"84336 Reanna Land","backing up","Grocery, Toys & Shoes","generate","McClure, Block and Franecki","Male",174.95,30545,false,5,"Incredible Granite Table","Cash"
"Lake Adelinemouth",54.03,true,false,296160,26.59,"NY","11:15:19","Everette Pouros","9-10-2021",45.92,"1186 Herman Brooks",62.57,"Industrial",true,"McClure, Block and Franecki","Male",183.68,13798,"bypassing",4,"Awesome Plastic Car","AMEX"
"Elsatown",true,"hard drive",true,527122,false,"CO","20:58:28","Morton Waelchi","5-29-2021",41.14,"686 Andreanne Station","driver","Tools & Baby",false,"Armstrong, Strosin and Altenwerth","Male",329.12,43751,"sensor",8,"Practical Cotton Shirt","Cash"
"West Emory",82.32,false,6715149,452122,94.94,"HI","17:32:27","Jacques Greenfelder","2-21-2021",23.83,"1000 Kaya Rapid","hack","Clothing, Toys & Jewelery","card","Larkin-McClure","Female",238.30,27692,2946413,10,"Awesome Concrete Chair","EWallet"
"Boyerville",7645266,true,6644197,453463,2868326,"UT","9:54:30","Mr. Sister Vandervort","10-25-2021",18.92,"7855 Aurelie Forest",8144135,"Home, Jewelery & Automotive",2131042,"Parisian, Wolff and Gorczany","Female",94.60,20914,9410367,5,"Intelligent Plastic Chair","EWallet"
"Weissnatburgh","PNG","AGP",54.18,299132,"JSON","HI","1:35:26","Chaya Windler","9-3-2021",29.37,"550 Miracle Green",false,"Kids & Jewelery","program","Parisian, Wolff and Gorczany","Male",88.11,90371,false,3,"Small Steel Table","MasterCard"
"Terryborough",15.17,"compress",true,108379,91.21,"UT","16:3:50","Buck Stehr","5-13-2021",94.25,"880 Sawayn Loaf",27.35,"Toys, Computers & Health",86.83,"Kuphal, Spencer and Blanda","Male",565.50,73924,3770498,6,"Ergonomic Wooden Car","AMEX"
"South Johanfort",false,52.63,12.94,388550,false,"NY","0:31:20","Tremayne Williamson","8-13-2021",91.16,"88613 Vella Station",false,"Shoes",61.70,"Kuphal, Spencer and Blanda","Male",729.28,73317,97.65,8,"Small Plastic Computer","Visa"
"South Jake",false,36.48,false,798237,true,"ND","13:26:1","Alden Lebsack","9-21-2021",0.23,"7923 Lottie Road",true,"Kids",7446004,"Armstrong, Strosin and Altenwerth","Female",1.38,45552,false,6,"Gorgeous Steel Computer","AMEX"
"Woodrowchester",false,4219157,true,851937,true,"RI","23:45:59","Earnestine Crona","10-22-2021",47.47,"3602 Clifton Path",87.64,"Beauty, Tools & Industrial","programming","Kshlerin DDS","Female",47.47,46264,true,1,"Awesome Plastic Hat","Visa"
"West Marisolshire",5665524,4899085,8520435,980324,7185363,"RI","23:37:24","Magnus Kirlin","10-23-2021",44.47,"340 Foster Prairie","quantifying","Electronics & Movies","bandwidth","Considine PhD","Female",266.82,21770,4050872,6,"Fantastic Plastic Shirt","AMEX"
"New Norwoodville","firewall",33.79,"multi-byte",258523,"capacitor","WA","19:51:43","Giovani Kuhic II","8-20-2021",32.32,"82370 Berneice Meadow",3822673,"Garden",true,"Wiegand-Tillman","Female",258.56,78568,7784448,8,"Fantastic Steel Hat","Visa"
"Emmyview","pixel",64999,"application",112596,"back-end","CO","16:35:28","Leonor Ryan","6-21-2021",56.62,"58551 Dietrich Shores","TCP","Health",6819610,"Kuphal, Spencer and Blanda","Female",339.72,11853,"EXE",6,"Gorgeous Granite Pants","Cash"
"Trantowmouth",true,1457052,false,488410,true,"FL","21:3:44","Enola King","9-4-2021",19.00,"59387 Antonietta Junction",10.52,"Industrial & Tools",false,"McClure, Block and Franecki","Female",19.00,48318,true,1,"Gorgeous Plastic Hat","Cash"
"New Adalbertoberg",73.59,true,98.90,871510,88.95,"UT","19:19:0","Dr. Jaida Cummerata","5-31-2021",58.34,"26317 Verdie Divide",85.02,"Movies","FTP","Auer V","Male",233.36,35871,44.44,4,"Rustic Concrete Chair","Cash"
"Rodriguezburgh",20.70,false,73.79,145304,35.67,"OH","3:22:6","Mr. Domenico Blanda","5-8-2021",54.02,"57666 Watsica Walk",true,"Jewelery",68.16,"McClure, Block and Franecki","Male",486.18,84071,89.30,9,"Practical Granite Chair","MasterCard"
"South Modesto",3325367,30.78,8170252,828782,812893,"WY","8:48:30","Nicolette Reinger","12-11-2020",73.62,"479 Malinda Roads",false,"Music, Home & Sports",5103554,"Wiegand-Tillman","Male",736.20,85849,"transmit",10,"Intelligent Cotton Computer","MasterCard"
"Labadiefort",true,2239504,132826,650421,true,"AZ","6:50:40","Mr. Damaris Stanton","10-15-2021",59.10,"83416 Bo Stream","cross-platform","Shoes",true,"Larkin-McClure","Female",354.60,30323,"backing up",6,"Sleek Steel Chair","AMEX"
"Joanafort",false,99.50,85.69,328431,true,"ND","11:35:20","Kaley Tremblay I","8-4-2021",85.08,"921 Hahn Road",true,"Kids",true,"Larkin-McClure","Male",255.24,45755,true,3,"Gorgeous Concrete Shirt","Visa"
"West Delmer","SAS","FTP",6.43,953680,"sensor","WY","10:30:8","Veronica Mante V","9-10-2021",78.89,"7363 Jeffery Key",5106482,"Garden & Shoes",28.96,"Parisian, Wolff and Gorczany","Female",157.78,24824,52.82,2,"Small Steel Shirt","Visa"
"North Dorthamouth",1155487,2469349,true,645046,6081218,"IL","4:22:29","Mr. Cletus Terry","8-29-2021",63.96,"728 Hettinger Mountains",40.74,"Games",true,"Lakin, O'Connell and Monahan","Female",383.76,80341,true,6,"Small Rubber Shirt","AMEX"
"Port Kyleighfurt",76.04,39.17,2.42,484464,64.78,"NC","11:10:59","Rocio Hauck","8-24-2021",2.41,"37016 Jorge Dale",true,"Electronics",1220071,"Parisian, Wolff and Gorczany","Male",7.23,10876,false,3,"Rustic Concrete Car","Visa"
"North Alize",63.40,13.47,"override",150885,39.45,"KY","8:22:25","Mikayla King","3-15-2021",32.78,"40292 Janessa Crescent","auxiliary","Music",9279949,"Lakin, O'Connell and Monahan","Male",262.24,82086,94.77,8,"Intelligent Concrete Computer","Cash"
"Jeromyton","wireless",true,"hack",547962,"wireless","UT","4:31:22","Fabian Douglas","6-28-2021",68.93,"5877 Abdiel Lights",4090145,"Tools, Home & Books",5423157,"Kshlerin DDS","Male",137.86,85567,8925916,2,"Awesome Concrete Computer","AMEX"
"Broderickfurt","open-source",82.08,8350006,203701,"bluetooth","MT","13:30:6","Bridie Bradtke","10-15-2021",72.52,"82995 Marvin Lock",1.54,"Music & Outdoors","auxiliary","Larkin-McClure","Female",290.08,77796,1192246,4,"Rustic Plastic Computer","Cash"
"Port Lilianashire",66.92,913158,89.41,539402,52.56,"WA","3:59:34","Monserrat Senger","9-13-2021",86.34,"53623 Fredrick Courts",3900071,"Movies",38.37,"Kshlerin DDS","Male",863.40,33807,"AI",10,"Small Steel Gloves","AMEX"
