hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
true,"MasterCard",34.45,"MI",8,"Yundtside",8832283,"input","Saige Ullrich","Computers, Health & Grocery",32017,"7-25-2021","23:20:39",9474299,"468 Casper Ranch",758.24,952228,"Intelligent Wooden Computer","Considine PhD",94.78,"Male"
"compressing","MasterCard",false,"LA",8,"Vincenzaville",39.32,89.36,"Cydney Ziemann","Tools & Games",28867,"1-8-2021","7:0:7",3226721,"74747 Monahan Green",570.32,360706,"Small Cotton Hat","Kuphal, Spencer and Blanda",71.29,"Female"
true,"Cash","pixel","NV",3,"Lake Edwinamouth","redundant",false,"Ernestina Crooks","Tools & Health",62478,"9-7-2021","6:11:20",57.12,"162 Senger Manor",295.41,702956,"Rustic Granite Gloves","Larkin-McClure",98.47,"Female"
79.61,"Visa",true,"TX",10,"New Karlie",12.04,75.20,"Meda Keeling","Baby",21077,"9-7-2021","23:52:50",98.65,"33548 Logan Corners",551.60,352811,"Awesome Rubber Pants","Kshlerin DDS",55.16,"Male"
false,"Cash",false,"ND",7,"West Doriston",3396909,"copying","Khalid Goyette","Books & Computers",79431,"5-18-2021","8:0:33",4113394,"6600 Gladyce Station",602.84,820793,"Gorgeous Granite Car","Parisian, Wolff and Gorczany",86.12,"Female"
true,"EWallet",36.09,"NC",5,"North Vicentamouth",71.67,false,"Craig Douglas","Computers",93883,"9-12-2021","14:40:32",false,"9532 Kautzer Crossroad",370.20,999233,"Sleek Concrete Pants","Considine PhD",74.04,"Male"
9266110,"Visa",30.79,"RI",9,"South Raphaelle","bandwidth",29.42,"Julia Murazik","Music, Clothing & Beauty",78995,"8-19-2021","3:42:48",9240977,"4095 Hodkiewicz Viaduct",783.72,986077,"Ergonomic Cotton Computer","Lakin, O'Connell and Monahan",87.08,"Male"
8796586,"EWallet",1116518,"MI",4,"Tillmanbury","multi-byte",7312398,"Miss Max Nienow","Baby, Clothing & Shoes",74498,"9-15-2021","15:14:16",2025285,"81086 Natalie Mall",0.04,260239,"Awesome Granite Shirt","McClure, Block and Franecki",0.01,"Female"
"XSS","MasterCard",1268969,"GA",3,"South Leora",96.35,7146904,"Casey Blick","Baby, Outdoors & Books",69331,"5-10-2021","12:44:40","copying","160 Larson Mission",145.05,113650,"Rustic Plastic Hat","Lakin, O'Connell and Monahan",48.35,"Male"
3685903,"Cash",84.86,"ND",9,"New Harold",21.20,"monitor","Danielle Sipes","Industrial",26895,"10-10-2021","2:0:21",4.26,"222 Thiel Land",40.77,300851,"Gorgeous Cotton Chair","Wiegand-Tillman",4.53,"Male"
false,"AMEX",false,"AR",4,"North Herminaport","transmitter","bypassing","Reina Rath","Clothing",31644,"10-2-2021","1:32:37","bluetooth","787 Kunde Station",274.56,655926,"Gorgeous Concrete Table","Auer V",68.64,"Male"
"calculate","EWallet",false,"OH",6,"Port Archstad",11.20,false,"Francisco Larkin IV","Jewelery",11412,"4-6-2021","12:43:54",false,"6710 Austyn Loop",18.30,881159,"Fantastic Plastic Car","Kuphal, Spencer and Blanda",3.05,"Female"
59.37,"MasterCard",82.85,"LA",2,"Osinskishire",2448556,8600369,"Joyce Kozey","Health & Outdoors",16554,"8-13-2021","2:5:49",31.50,"21935 Emie Village",77.64,799683,"Gorgeous Steel Shirt","Lakin, O'Connell and Monahan",38.82,"Female"
84.13,"Visa",false,"MA",3,"Hickleland",true,57.71,"Monique Collier","Baby, Beauty & Movies",30327,"7-9-2021","23:6:9",1121846,"417 Cory Common",136.08,719696,"Sleek Steel Table","Considine PhD",45.36,"Male"
"bus","Cash",8050783,"NH",3,"North Janie",6232226,1884076,"Judson Turner","Automotive & Sports",82304,"2-6-2021","12:46:9","PCI","362 Fisher Lodge",10.56,249298,"Small Steel Car","Kshlerin DDS",3.52,"Male"
3842828,"MasterCard",489902,"WV",8,"Ruthville",73.65,"microchip","Lennie Brown","Clothing & Beauty",41576,"9-22-2021","13:23:49",3854576,"3824 Jacobi Keys",311.76,743974,"Awesome Concrete Shirt","McClure, Block and Franecki",38.97,"Female"
"mobile","Cash","transmitter","SC",1,"Lake Theresaside",6897948,true,"Gardner Ritchie","Health",16308,"10-9-2021","4:22:16",6992125,"38284 Reed Forge",28.27,819627,"Gorgeous Plastic Table","McClure, Block and Franecki",28.27,"Female"
"synthesizing","Cash",8568561,"TN",7,"West Janice",4605590,true,"Reta Pollich Sr.","Industrial",27854,"4-19-2021","23:55:18",2917095,"707 Deckow Drive",4.48,972931,"Rustic Plastic Chair","Kuphal, Spencer and Blanda",0.64,"Female"
71.31,"Cash","back-end","IL",7,"Beahanmouth",true,21.27,"Ottilie Koss","Baby",66237,"8-29-2021","2:58:11",56.43,"4133 Clementine Throughway",248.36,169403,"Small Cotton Chair","Armstrong, Strosin and Altenwerth",35.48,"Female"
false,"AMEX",29.77,"MI",10,"O'Keefeshire",65.52,false,"Fay Kuhic","Beauty, Music & Baby",83512,"7-11-2021","21:38:0",85.45,"1771 Marquardt Junctions",123.00,168962,"Incredible Concrete Car","Lakin, O'Connell and Monahan",12.30,"Female"
"optical","AMEX",34.89,"SC",2,"Damianville",70.85,30.67,"Prudence Wiegand","Beauty, Books & Shoes",80521,"8-19-2021","18:48:26",53.94,"20627 Rippin Orchard",32.28,666630,"Practical Concrete Shoes","Auer V",16.14,"Male"
true,"MasterCard",8891101,"GA",4,"Runtehaven",true,3586870,"Verlie Sawayn","Clothing & Garden",31497,"8-18-2021","0:44:43",90.88,"3786 Hahn Terrace",45.32,634763,"Small Rubber Hat","Wiegand-Tillman",11.33,"Female"
"TCP","Cash",false,"RI",6,"Turnerside","application",true,"Mrs. Lucie Bogan","Books & Kids",31876,"10-11-2021","6:16:51","generating","8825 Stroman Pike",110.04,527560,"Awesome Granite Pants","Considine PhD",18.34,"Female"
false,"MasterCard",6857943,"AK",9,"Port Nevaborough","back up",false,"Damion Padberg PhD","Health, Games & Kids",86222,"10-18-2021","14:27:47","pixel","12736 Lehner Lodge",533.97,862169,"Gorgeous Steel Table","Kuphal, Spencer and Blanda",59.33,"Female"
false,"Cash","hack","IA",8,"Lake Maximilianside",93.28,3199872,"Jayne Smith","Home, Tools & Games",90748,"4-12-2021","8:38:54",15.78,"698 Hermina Loaf",794.08,362521,"Incredible Plastic Hat","Wiegand-Tillman",99.26,"Male"
"backing up","AMEX",8327445,"UT",9,"New Clarktown",2582203,6982494,"Eliza Williamson","Garden, Automotive & Clothing",88915,"10-14-2021","3:44:55",true,"7227 King Summit",24.03,287695,"Sleek Plastic Chair","Kshlerin DDS",2.67,"Male"
90.28,"Cash","index","ND",1,"West Ramona","bypassing","application","Kendall Volkman","Music",55921,"9-15-2021","14:32:8","RAM","89364 Terry Turnpike",64.51,218562,"Sleek Plastic Chair","Auer V",64.51,"Female"
5228557,"MasterCard",true,"NH",8,"Rohanport",10.91,61.26,"Jerel Greenfelder","Toys, Beauty & Clothing",96205,"7-3-2021","15:44:8",96.81,"5938 Caterina Cliff",254.80,143094,"Sleek Plastic Shoes","Armstrong, Strosin and Altenwerth",31.85,"Female"
false,"EWallet",69.64,"KY",10,"Durganland",true,true,"Roxanne Mann","Electronics & Automotive",50976,"10-5-2021","18:22:30",false,"879 Gordon Skyway",737.60,943127,"Practical Granite Car","Kuphal, Spencer and Blanda",73.76,"Male"
71.32,"MasterCard",false,"SC",1,"Cordellville",false,4988453,"Chanelle DuBuque","Toys & Computers",26490,"7-23-2021","10:35:25",true,"59600 Audie Curve",71.29,673425,"Awesome Steel Car","Lakin, O'Connell and Monahan",71.29,"Male"
"pixel","AMEX",93.29,"NY",3,"Katharinamouth",6415188,5.63,"Dovie Krajcik","Tools",44327,"10-9-2021","3:23:2",5373844,"8755 Leopoldo Street",60.84,678353,"Sleek Granite Gloves","McClure, Block and Franecki",20.28,"Male"
5433888,"Cash",false,"OH",5,"Jamaalchester",77.88,"online","Deborah Frami PhD","Beauty & Industrial",61880,"8-11-2021","3:21:51",false,"21504 Theron Cove",208.00,934512,"Small Granite Computer","Lakin, O'Connell and Monahan",41.60,"Female"
7232437,"Cash",4649240,"AL",3,"Hillsberg",2.69,5821139,"Golda Turner","Industrial, Tools & Home",22135,"3-2-2021","10:58:19",8051781,"683 Bednar Plaza",210.00,951571,"Gorgeous Plastic Car","McClure, Block and Franecki",70.00,"Male"
"back up","AMEX",1495816,"ID",8,"North Roderick",8214519,false,"Bobby Medhurst","Garden & Kids",61552,"7-9-2021","14:51:49",true,"993 Nella Gateway",514.24,754662,"Incredible Plastic Shirt","Armstrong, Strosin and Altenwerth",64.28,"Male"
6631736,"AMEX",true,"MI",7,"Schroederport",true,84.79,"Miss Cristobal Kunde","Books & Games",40685,"8-21-2021","13:9:51",54.27,"3359 Chanel Circle",75.67,373259,"Awesome Granite Shirt","Wiegand-Tillman",10.81,"Male"
false,"Visa",860197,"MO",9,"North Karolann",89.97,53.31,"Norris Leannon I","Clothing, Jewelery & Grocery",29111,"8-3-2021","0:20:24",4734683,"8678 Labadie Forges",875.88,998555,"Incredible Wooden Car","Kshlerin DDS",97.32,"Male"
2.17,"AMEX",61.62,"CO",10,"Lake Salvatoretown",true,74.70,"Mrs. Melba Franecki","Outdoors",87713,"10-4-2021","22:56:56",10.29,"38705 Ines Forges",252.20,691417,"Rustic Granite Gloves","Armstrong, Strosin and Altenwerth",25.22,"Female"
false,"EWallet",false,"IL",1,"East Evangelineville",480919,92.23,"Beverly Kutch","Electronics, Books & Beauty",58075,"7-31-2021","0:43:39",5269718,"37204 Ari Junction",34.66,998126,"Rustic Steel Shoes","Kuphal, Spencer and Blanda",34.66,"Male"
9244327,"EWallet","connecting","OH",6,"Port Johnniehaven",false,635111,"Maryjane Kemmer","Games, Outdoors & Sports",19376,"10-15-2021","22:20:42",2178698,"163 Margarita Skyway",195.84,564231,"Small Rubber Pants","Parisian, Wolff and Gorczany",32.64,"Female"
"driver","MasterCard","port","VT",6,"McLaughlinfort",true,"AI","Allison Stracke DVM","Grocery",40897,"12-3-2020","2:10:13","connect","833 Schroeder Lights",496.02,363723,"Ergonomic Concrete Shoes","Wiegand-Tillman",82.67,"Female"
"online","Cash",true,"FL",6,"South Mabelleshire","online",5630585,"Harmony Zulauf","Baby, Shoes & Toys",25048,"7-25-2021","22:22:56",5727742,"223 Rhett Station",344.76,135454,"Practical Cotton Shirt","Lakin, O'Connell and Monahan",57.46,"Female"
false,"AMEX",9277905,"NV",5,"North Daren",1839116,"haptic","Kade Greenfelder III","Music, Sports & Outdoors",93202,"10-18-2021","0:59:58","SAS","31028 Ethel Pike",126.45,530080,"Ergonomic Wooden Shirt","Kuphal, Spencer and Blanda",25.29,"Male"
false,"Cash",4878105,"RI",4,"Frederickfort",13.41,63.68,"Madie Fritsch","Shoes",55241,"9-11-2021","13:19:37",99.65,"6557 Hilll Ridges",21.24,452785,"Intelligent Granite Car","McClure, Block and Franecki",5.31,"Male"
"COM","AMEX",72.57,"AZ",5,"East Groverchester","SQL","digital","Miss Rory Bailey","Garden & Computers",36273,"9-28-2021","18:27:22",95.11,"3959 Prohaska Burg",262.75,990366,"Small Granite Gloves","Larkin-McClure",52.55,"Female"
false,"Visa",false,"PA",3,"New Brandtview",true,93.56,"Bryana Bartell","Electronics & Outdoors",34866,"9-24-2021","20:32:13",true,"5385 Botsford Land",38.52,991223,"Sleek Concrete Hat","Kuphal, Spencer and Blanda",12.84,"Male"
69.63,"Visa",31.99,"NJ",6,"North Brianburgh",67.92,true,"Mrs. Dasia Yundt","Tools",28104,"10-19-2021","5:26:57",true,"1367 Keaton Dam",269.70,227552,"Small Plastic Gloves","McClure, Block and Franecki",44.95,"Female"
9245935,"AMEX","primary","NJ",5,"East Scot",false,true,"Jennings Johns","Tools & Garden",75239,"10-2-2021","5:56:40",false,"1335 Reichel Ville",405.90,945783,"Incredible Concrete Hat","Auer V",81.18,"Female"
"bypass","EWallet",true,"UT",9,"Ullrichland",991943,"RAM","Kristoffer Homenick","Clothing & Beauty",30980,"10-16-2021","8:56:45",true,"7524 Marianne Turnpike",279.27,546795,"Incredible Wooden Table","Kshlerin DDS",31.03,"Male"
4009107,"Visa",6941833,"GA",4,"Gregoriafort","hacking","solid state","Howard Conn","Beauty",15155,"10-14-2021","5:37:19",6.03,"476 Aliza Flat",244.20,776443,"Gorgeous Granite Car","Parisian, Wolff and Gorczany",61.05,"Female"
"connecting","AMEX","connecting","CA",5,"New Connieburgh",40.95,4.20,"Dr. Gerardo Reilly","Kids, Books & Outdoors",22317,"10-23-2021","11:50:17","RSS","792 Elmira Junctions",29.60,635574,"Gorgeous Cotton Pants","Wiegand-Tillman",5.92,"Male"
53.73,"Visa","hack","NV",4,"Fritschberg",5823394,2184150,"Magali Larkin","Sports, Garden & Home",97550,"3-21-2021","21:39:40",2258853,"989 VonRueden Spring",383.92,533414,"Sleek Steel Shirt","Wiegand-Tillman",95.98,"Female"
"HTTP","Visa",76.70,"OK",1,"Uptonbury",73.38,false,"Sherman Harris","Toys, Grocery & Kids",82897,"6-2-2021","19:57:36",false,"9494 Homenick Stravenue",74.56,297802,"Gorgeous Wooden Shirt","Wiegand-Tillman",74.56,"Male"
false,"AMEX",false,"TX",3,"East Jaydon",127456,true,"Lilyan Prosacco","Toys & Grocery",53496,"7-30-2021","5:57:48",87.47,"4844 Mario Meadow",145.08,634542,"Gorgeous Steel Chair","McClure, Block and Franecki",48.36,"Female"
5836756,"Cash",5165391,"IL",1,"Sisterside","parse",55.99,"Elliott Rice","Grocery & Jewelery",55958,"8-2-2021","11:24:21","bandwidth","254 Greenfelder Centers",23.80,911164,"Awesome Granite Shoes","Parisian, Wolff and Gorczany",23.80,"Male"
14.00,"Cash","EXE","MS",1,"Sabrynatown","online","driver","Mr. Dina Ratke","Tools, Jewelery & Baby",93793,"10-8-2021","9:23:54",7287437,"7928 Betty Flats",68.79,413266,"Gorgeous Granite Shirt","Larkin-McClure",68.79,"Female"
2452945,"Cash","THX","NE",6,"Kuhicfurt","application",70.81,"Elouise Dickinson Jr.","Industrial, Health & Toys",85691,"10-9-2021","3:27:9","THX","9730 Blick Avenue",232.92,648357,"Fantastic Granite Shirt","Parisian, Wolff and Gorczany",38.82,"Female"
false,"AMEX",false,"CT",8,"Grahamstad",85.22,"USB","Jerald Kunze","Beauty",99445,"8-22-2021","17:37:5",true,"298 Iva Brooks",685.20,303033,"Gorgeous Concrete Car","Wiegand-Tillman",85.65,"Male"
false,"MasterCard",2212245,"LA",7,"Jeannefurt",false,12.30,"Ayla Ledner","Garden, Kids & Toys",72426,"7-23-2021","10:43:15",46.29,"7488 Franecki Fords",649.25,488504,"Ergonomic Concrete Gloves","Wiegand-Tillman",92.75,"Female"
true,"AMEX",47.59,"MO",4,"Port Patsy",false,86.85,"Dr. Gennaro Kovacek","Clothing & Health",83912,"4-16-2021","19:28:40",false,"337 Johnathon Trace",210.76,590101,"Intelligent Granite Computer","Auer V",52.69,"Male"
72.44,"Cash",7934651,"LA",8,"Rosalynmouth",9119308,true,"Mr. Pierre Olson","Jewelery",38875,"10-4-2021","19:23:40",6572365,"318 Pouros Rest",728.08,269365,"Rustic Rubber Table","Parisian, Wolff and Gorczany",91.01,"Female"
false,"Visa",7536037,"NE",8,"Connshire",856807,2171967,"Julia Miller","Baby",45422,"10-7-2021","14:9:26","RSS","593 Batz Haven",258.64,505890,"Incredible Cotton Chair","Auer V",32.33,"Female"
1133544,"MasterCard",true,"MT",3,"New Jeffereyton","bypass",false,"Alycia Harris","Automotive & Beauty",37001,"10-10-2021","4:45:46",83.15,"18071 Russel Glen",70.71,907850,"Sleek Steel Shirt","Considine PhD",23.57,"Female"
true,"Visa","panel","HI",1,"Ornburgh",30.39,true,"Pearl Jacobson","Movies, Baby & Automotive",69505,"10-11-2021","11:36:57",29.31,"55041 Batz Path",80.68,121011,"Rustic Concrete Shoes","Wiegand-Tillman",80.68,"Male"
true,"Cash",58.20,"FL",4,"Cristburgh",27.77,1807263,"Dr. Tamara Connelly","Music, Outdoors & Jewelery",56966,"6-29-2021","17:47:38",false,"42172 Kautzer Ridges",359.56,162975,"Rustic Granite Computer","Parisian, Wolff and Gorczany",89.89,"Female"
6094509,"AMEX",16.06,"AK",3,"Lake Eli","quantify",2704928,"Randall Rosenbaum DDS","Beauty",15027,"6-8-2021","5:37:33",95.36,"5774 Adams Burg",240.87,558339,"Fantastic Plastic Hat","Parisian, Wolff and Gorczany",80.29,"Female"
8443813,"EWallet",7207561,"LA",9,"Victoriaville",8562519,47.81,"Jonathon Effertz","Games, Industrial & Beauty",34017,"7-20-2021","8:54:16",16.79,"179 Flavio Squares",705.51,508637,"Intelligent Granite Computer","Kuphal, Spencer and Blanda",78.39,"Female"
true,"MasterCard",7471939,"NE",9,"Jacobiborough",32.66,true,"Leopold Champlin","Beauty",80600,"2-20-2021","22:35:12",91.26,"684 Matilda Shoal",480.78,179350,"Fantastic Granite Gloves","Wiegand-Tillman",53.42,"Female"
1983593,"EWallet",true,"TN",5,"Lake Aleenfurt",2701326,99.95,"Shaun Marquardt","Garden & Automotive",76038,"5-27-2021","6:4:45","EXE","9101 Camren Camp",123.30,595162,"Practical Concrete Chair","Armstrong, Strosin and Altenwerth",24.66,"Female"
8133539,"MasterCard",false,"MA",2,"Port Asiaview","hacking",true,"Dr. Shaylee Towne","Industrial",59584,"5-27-2021","11:3:59","navigating","8997 Kihn Groves",176.12,706877,"Sleek Plastic Car","Armstrong, Strosin and Altenwerth",88.06,"Male"
9300997,"Cash","open-source","TN",7,"East Jayson",1688983,"COM","Lafayette Prosacco","Movies, Beauty & Health",96931,"7-25-2021","14:56:8",24.42,"90130 McCullough Avenue",657.51,564405,"Intelligent Concrete Shirt","Armstrong, Strosin and Altenwerth",93.93,"Female"
"matrix","MasterCard",54.10,"IL",9,"West Fanny",true,40.29,"Albertha Wolff IV","Outdoors, Grocery & Clothing",64224,"9-11-2021","2:23:9",63.36,"130 Wilkinson Crest",778.05,341137,"Small Rubber Shirt","Parisian, Wolff and Gorczany",86.45,"Male"
"SDD","Visa","XML","LA",6,"Zackerymouth",true,false,"Dahlia Mraz MD","Industrial",55577,"8-17-2021","2:13:18",true,"2454 O'Keefe Extension",369.72,470791,"Practical Concrete Hat","Lakin, O'Connell and Monahan",61.62,"Female"
83.70,"Cash",false,"UT",5,"D'Amorechester",40.77,false,"Wiley Denesik","Books & Clothing",23870,"8-4-2021","17:43:26",true,"56029 Hermann Unions",61.95,196498,"Intelligent Rubber Car","Kshlerin DDS",12.39,"Female"
true,"EWallet",42.31,"NJ",5,"North Peggie",false,28.05,"Arvid Howell","Music",11155,"10-20-2021","1:27:51",5447843,"67591 Stehr Spring",165.50,420692,"Awesome Concrete Pants","Larkin-McClure",33.10,"Female"
"sensor","Cash",false,"UT",2,"Fordshire",54.20,3505528,"Myriam Anderson","Industrial",62434,"10-23-2021","17:57:30",6508112,"6257 Miracle Plains",157.50,660554,"Small Rubber Gloves","Auer V",78.75,"Male"
1461453,"Cash",7554547,"FL",9,"Port Allene",4088746,"multi-byte","Gabriella Conn","Books",79072,"9-11-2021","23:53:45",true,"609 Kristy Mountains",828.45,401334,"Small Cotton Shoes","Considine PhD",92.05,"Male"
"COM","MasterCard",true,"WI",1,"Hamillview",59.84,"matrix","Irving Kassulke Sr.","Home, Computers & Outdoors",91937,"8-2-2021","21:5:0",true,"4724 Claudie Locks",91.14,638629,"Small Granite Shoes","Considine PhD",91.14,"Female"
true,"EWallet","FTP","SC",9,"Halvorsonberg",true,2945861,"Ms. Eduardo Braun","Tools",29060,"6-28-2021","18:36:48",8526448,"166 Daniel Meadow",129.60,575660,"Awesome Concrete Table","Lakin, O'Connell and Monahan",14.40,"Male"
false,"Cash",26.59,"AK",5,"Nathanialfort",true,false,"Carolyn Kuhn","Automotive",26566,"10-8-2021","23:41:24",76.02,"1150 Hauck Shore",119.05,265865,"Rustic Wooden Car","Kuphal, Spencer and Blanda",23.81,"Female"
false,"Visa",true,"AK",10,"Port Tonyborough",true,1.08,"Nick Rohan","Grocery",61902,"7-31-2021","2:23:46",97.96,"751 Wolff Ford",591.20,916671,"Ergonomic Granite Hat","Kuphal, Spencer and Blanda",59.12,"Male"
47.41,"AMEX",9.79,"IL",7,"East Axel",33.27,"primary","Edgardo Flatley","Electronics",26077,"11-26-2020","21:9:14",31.94,"222 Sipes Forest",177.87,930178,"Practical Wooden Gloves","Armstrong, Strosin and Altenwerth",25.41,"Male"
true,"MasterCard",true,"NH",4,"West Orlandburgh",6299101,19.56,"Lucio Kub","Toys, Sports & Games",64109,"9-11-2021","8:46:5","auxiliary","8549 Duncan Cliffs",39.00,594806,"Rustic Concrete Car","Kshlerin DDS",9.75,"Female"
3516975,"EWallet",false,"NE",7,"Jadonmouth",1888046,5913831,"Nicklaus Hills PhD","Clothing & Home",94642,"10-9-2021","4:38:17",6015796,"89167 Waelchi Key",665.42,860873,"Incredible Steel Car","Larkin-McClure",95.06,"Male"
true,"Visa","PNG","MS",8,"Leonoramouth","backing up",false,"Mrs. Rickey Weissnat","Outdoors, Shoes & Computers",52393,"10-5-2021","21:14:9","programming","19458 Prosacco Glen",469.04,239285,"Practical Plastic Computer","McClure, Block and Franecki",58.63,"Male"
7354509,"EWallet",true,"WA",9,"South Daynaland","AGP",false,"Enrico Cremin","Health & Garden",78612,"4-22-2021","5:59:25",6078813,"3005 Turner Pines",856.98,206937,"Rustic Concrete Gloves","Wiegand-Tillman",95.22,"Female"
"SQL","EWallet",818017,"NM",6,"Schmelerfurt",false,34.05,"Chase Torphy","Games",94797,"9-11-2021","12:9:5",true,"88135 Barrows Common",32.52,167789,"Practical Granite Gloves","Kshlerin DDS",5.42,"Male"
10.50,"Visa","copying","IL",6,"Howellview","bypassing","THX","Corene Kassulke","Grocery & Toys",62806,"6-16-2021","23:46:49","primary","737 Moses Fields",418.38,154870,"Awesome Plastic Shoes","Considine PhD",69.73,"Female"
true,"EWallet",true,"MD",3,"Abdieltown","bypassing","primary","Armani Rempel","Health, Clothing & Music",10979,"3-10-2021","2:25:54",90.81,"6664 Little Crossroad",128.46,140566,"Sleek Concrete Table","Lakin, O'Connell and Monahan",42.82,"Female"
76.26,"EWallet","programming","NC",4,"Zboncakview",8726447,25.01,"Mrs. Clint Cole","Home & Baby",83552,"6-2-2021","19:8:48",1095266,"584 Weimann Wall",387.92,736549,"Sleek Steel Chair","Kshlerin DDS",96.98,"Female"
true,"AMEX",false,"OH",1,"Frederickshire","quantifying",1844854,"Walker Leuschke","Tools",21723,"7-27-2021","0:9:23","GB","128 Herzog Extensions",55.80,524022,"Gorgeous Concrete Shoes","Kuphal, Spencer and Blanda",55.80,"Female"
7781080,"Cash",8689002,"PA",5,"New Cloyd",9366725,6779753,"Mekhi Maggio","Toys & Games",63232,"11-10-2020","5:48:59","application","78628 Schuster Forge",55.20,859975,"Sleek Concrete Car","Auer V",11.04,"Female"
"driver","Visa",0.02,"MT",10,"Ankundingbury",4418412,7586328,"Kaitlyn Nolan","Clothing",38546,"10-17-2021","0:8:8",176881,"5658 Homenick Land",564.50,537314,"Rustic Granite Chair","Kuphal, Spencer and Blanda",56.45,"Male"
"cross-platform","AMEX","HDD","SC",1,"Jacquesfurt",9280033,8484746,"Ms. Vern Moen","Garden, Beauty & Grocery",44256,"8-20-2021","12:2:50",17.69,"59813 Parisian Port",90.24,861078,"Ergonomic Rubber Chair","Kshlerin DDS",90.24,"Female"
false,"EWallet",3458026,"AR",3,"Bayerburgh",52.60,16.03,"Rylan Prosacco","Toys & Automotive",15417,"9-23-2021","19:8:50",39.11,"690 Reynolds Island",78.78,879411,"Small Steel Computer","Wiegand-Tillman",26.26,"Female"
true,"Cash",false,"WV",6,"North Berneiceport",true,false,"Jovany Wiegand","Home",47596,"10-1-2021","13:27:26",0.89,"725 Krajcik Overpass",291.24,766794,"Awesome Granite Shoes","Armstrong, Strosin and Altenwerth",48.54,"Female"
false,"Visa",true,"CO",2,"Port Eliezer",true,"transmitter","Angelica Will","Beauty & Books",24352,"7-2-2021","2:44:54",3715273,"28243 Celine Union",27.36,718543,"Fantastic Granite Table","Considine PhD",13.68,"Male"
"wireless","AMEX",1503664,"AZ",9,"New Kaelyn",7.44,"reboot","Jeremy Bogan","Electronics, Baby & Beauty",87546,"8-19-2021","4:27:16",false,"224 Johnson Keys",870.75,901969,"Incredible Steel Chair","Auer V",96.75,"Female"
16.70,"MasterCard",true,"AK",10,"Sarahside",true,4349251,"Marta McDermott V","Shoes & Clothing",46807,"8-7-2021","5:37:56",7171116,"6850 Emmerich Points",145.80,398196,"Incredible Steel Car","Kuphal, Spencer and Blanda",14.58,"Female"
"HDD","EWallet",7722711,"SC",8,"New Justina",3291110,"neural","Mrs. Alexander Ziemann","Music, Baby & Toys",84313,"7-20-2021","3:45:29",2426076,"9726 Agustina Lake",277.76,766000,"Intelligent Cotton Pants","McClure, Block and Franecki",34.72,"Female"
"transmit","EWallet",false,"CA",8,"Blancachester","synthesize",false,"Walker Ledner","Automotive",14130,"8-13-2021","6:41:58",true,"83723 Haley Run",756.72,184498,"Gorgeous Wooden Gloves","Lakin, O'Connell and Monahan",94.59,"Female"
1547899,"Visa",94.59,"MT",4,"Isidroborough",30.15,8630032,"Nathanial Ferry Sr.","Books & Games",21171,"10-12-2021","6:20:59",43.38,"6759 Kohler Burg",149.76,513683,"Fantastic Rubber Hat","McClure, Block and Franecki",37.44,"Male"
true,"AMEX","USB","TX",3,"Briaborough",false,15.01,"Marilie Crooks","Electronics & Sports",97567,"7-4-2021","10:33:48",true,"3549 McKenzie Field",188.91,994426,"Gorgeous Plastic Shirt","Considine PhD",62.97,"Female"
false,"EWallet",false,"MA",5,"Marielleshire",true,49.01,"Sydni Cummings IV","Electronics, Garden & Jewelery",73016,"10-24-2021","7:7:53",72.45,"5265 Landen Roads",110.20,448728,"Fantastic Granite Computer","Parisian, Wolff and Gorczany",22.04,"Female"
true,"MasterCard",true,"AZ",2,"Kreigermouth",true,9262782,"Laura Blick DDS","Games",12407,"9-2-2021","2:20:5",33.77,"287 Trantow Manors",199.68,365807,"Rustic Granite Hat","Wiegand-Tillman",99.84,"Male"
false,"EWallet",false,"NC",4,"Timothyside","virtual",3442369,"Eugene Beer","Clothing, Books & Electronics",84197,"2-16-2021","3:4:21",2699966,"346 Rebeca Manors",49.76,796296,"Rustic Granite Hat","Armstrong, Strosin and Altenwerth",12.44,"Female"
9260223,"Cash","parsing","SD",7,"Nicolasmouth",true,true,"Mrs. Gwen Gleason","Grocery",80032,"9-19-2021","8:4:13",true,"92264 Selina Roads",157.64,907198,"Fantastic Wooden Gloves","Armstrong, Strosin and Altenwerth",22.52,"Female"
"pixel","AMEX","quantifying","ID",6,"Port Marty",25.56,"PCI","Santos Collier","Garden, Games & Music",84253,"9-29-2021","6:18:20","wireless","355 Stehr Forge",220.32,613806,"Fantastic Rubber Computer","Wiegand-Tillman",36.72,"Female"
8422069,"EWallet",8617045,"MN",2,"Weimannview","open-source",74410,"Gregoria Jast DDS","Industrial",16663,"8-6-2021","16:38:22",6138687,"4873 Hayes Pass",188.44,432686,"Fantastic Steel Table","Lakin, O'Connell and Monahan",94.22,"Female"
"backing up","EWallet",false,"OH",5,"South Adambury",true,3763442,"Jeramy Nitzsche","Kids",18742,"10-11-2021","0:28:22","auxiliary","6990 Daphne Gardens",216.30,517968,"Practical Plastic Chair","McClure, Block and Franecki",43.26,"Female"
false,"AMEX",90.62,"CT",9,"Wilmerland",true,"FTP","Roselyn Bauch","Games, Computers & Health",92657,"8-27-2021","23:55:57","programming","641 Kiana Squares",671.85,923653,"Gorgeous Steel Shirt","Considine PhD",74.65,"Male"
