Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"2-2-2021","SCSI","Female",33484,"Industrial, Computers & Garden",623981,"McClure, Block and Franecki","TN",141.00,"Queenie Kovacek","0:1:2","6931 Twila Light",87.72,47.00,"Ergonomic Cotton Table",3,"Hudsonmouth",23.98,"PNG",9290897,"Cash"
"9-20-2021",4985767,"Female",93060,"Baby, Shoes & Outdoors",830354,"Auer V","MN",20.68,"Newton Borer","9:16:9","485 Arnoldo Rest",true,10.34,"Gorgeous Wooden Table",2,"Lake Brandyfort",72.49,"bypass",95.36,"EWallet"
"10-23-2021","monitor","Male",24010,"Grocery & Clothing",457307,"Larkin-McClure","NE",36.17,"Avery Reynolds PhD","23:1:31","5399 Mertz Greens",3842646,36.17,"Intelligent Concrete Shirt",1,"South Patience",3368070,"microchip",83.55,"Cash"
"7-18-2021",false,"Male",14949,"Books",690099,"McClure, Block and Franecki","ME",122.84,"Nova Rodriguez IV","19:40:26","2560 Quitzon Roads",3330463,61.42,"Practical Steel Shirt",2,"Shaynaberg",true,"bandwidth","index","EWallet"
"2-18-2021",51.80,"Male",62935,"Automotive, Garden & Games",295026,"Armstrong, Strosin and Altenwerth","AL",172.20,"Cortney Morissette","12:52:6","65009 Parisian Cape","PCI",34.44,"Fantastic Rubber Car",5,"Homenickside","capacitor",true,"multi-byte","Visa"
"4-28-2021",8699073,"Male",40226,"Outdoors & Clothing",734045,"Armstrong, Strosin and Altenwerth","ND",127.08,"Miss Juliet White","3:54:55","49824 Parisian Trail",6526757,31.77,"Ergonomic Steel Shoes",4,"North Adonisport",5.77,8839312,55.25,"EWallet"
"4-26-2021","input","Female",40169,"Industrial, Grocery & Jewelery",120854,"Larkin-McClure","HI",148.38,"Nikita Weimann","8:21:47","653 Veum Summit",4.37,24.73,"Gorgeous Rubber Car",6,"Port Franz",67.43,9399402,true,"EWallet"
"8-18-2021","parse","Female",60080,"Outdoors",571666,"Auer V","NJ",138.03,"Tiana Kihn","21:18:42","37706 Kohler Club",55.42,46.01,"Sleek Plastic Shirt",3,"South Christophe",91.00,true,2098773,"MasterCard"
"3-11-2021",true,"Female",56283,"Garden",129589,"Kuphal, Spencer and Blanda","OK",294.91,"Leonardo Gulgowski","10:47:14","8041 Sandrine Freeway",89.37,42.13,"Small Granite Shirt",7,"Lavinaton",true,3.36,9153684,"Visa"
"10-5-2021",69.45,"Male",62293,"Tools & Automotive",320942,"Armstrong, Strosin and Altenwerth","VT",4.62,"Oral Thompson","22:18:7","336 Emmerich Drive",38.62,2.31,"Ergonomic Steel Gloves",2,"Conorstad",true,63.85,false,"EWallet"
"2-24-2021",237441,"Male",11120,"Toys",967640,"Lakin, O'Connell and Monahan","NH",294.24,"Dr. Cordelia Frami","16:38:46","77442 Waters Forest","bypass",36.78,"Sleek Steel Car",8,"North Kassandraside","THX",false,6604676,"MasterCard"
"2-22-2021","open-source","Male",37282,"Electronics & Tools",760411,"Larkin-McClure","WY",299.28,"Tanya Pfannerstill IV","7:34:39","5198 McCullough Crossroad",true,49.88,"Rustic Rubber Shoes",6,"Millsburgh",1185051,"reboot",3916616,"EWallet"
"3-18-2021","synthesize","Female",37573,"Industrial, Tools & Clothing",831435,"Kuphal, Spencer and Blanda","MD",13.62,"Savanah White IV","9:12:35","50016 Bosco Hills",8545827,6.81,"Gorgeous Concrete Gloves",2,"Port Freidafurt","neural",82.04,false,"Cash"
"11-28-2020",7460939,"Female",89362,"Health & Toys",793418,"Armstrong, Strosin and Altenwerth","WI",13.78,"Reece McKenzie","10:23:14","53674 Swaniawski Street","override",6.89,"Gorgeous Steel Chair",2,"Trystanview",5577297,"application",1107369,"AMEX"
"9-14-2021",72.81,"Male",72459,"Jewelery & Books",920734,"Larkin-McClure","IA",378.42,"Josh Wilkinson","5:42:57","1796 Alexane Pike",false,54.06,"Practical Rubber Pants",7,"East Cortez",79.11,true,28.57,"EWallet"
"6-24-2021",7482357,"Female",22785,"Industrial",747616,"Lakin, O'Connell and Monahan","ID",227.46,"Colt Wiegand","12:14:27","30888 Littel Bypass",4.25,37.91,"Intelligent Wooden Shirt",6,"Smithside",66.60,false,77.06,"EWallet"
"7-10-2021",96.26,"Female",99860,"Sports, Shoes & Grocery",633176,"Kuphal, Spencer and Blanda","WY",208.05,"Chyna Waters III","12:39:32","12638 Destiny Drives",65.64,69.35,"Rustic Rubber Pants",3,"Lake Carliside",false,76.00,2314618,"Visa"
"10-8-2021",90.97,"Male",97331,"Computers, Automotive & Industrial",126248,"Auer V","MO",145.90,"Hollis Harvey","8:48:4","8855 Metz Drive","program",29.18,"Rustic Granite Car",5,"South Travisside",true,73.82,true,"Cash"
"10-18-2021",true,"Male",97921,"Games",685281,"Larkin-McClure","LA",83.86,"Brown Weimann","20:41:29","438 Nikolaus Cliff","compressing",11.98,"Small Cotton Computer",7,"Heaneyport",6651200,35.23,4559851,"EWallet"
"2-8-2021",false,"Female",57710,"Games & Movies",925430,"Kuphal, Spencer and Blanda","VA",540.33,"Deonte Kris","9:2:39","81536 MacGyver Meadows",71.33,77.19,"Ergonomic Concrete Hat",7,"Riceburgh",true,96.55,1262234,"Visa"
"10-17-2021",6298634,"Female",23540,"Clothing, Automotive & Health",919967,"Larkin-McClure","WV",374.76,"Carmel Aufderhar","7:48:54","328 Bayer Garden",1688110,62.46,"Awesome Steel Shirt",6,"East Velda",3953676,"synthesizing",80.97,"Cash"
"8-29-2021","transmit","Female",77229,"Baby & Industrial",279023,"Wiegand-Tillman","ME",281.52,"Mrs. Miracle Bashirian","22:52:12","21957 Ryan Isle",67.04,35.19,"Fantastic Rubber Computer",8,"Lake Fannyborough",3350346,"SMS",1310203,"Cash"
"10-24-2021","AGP","Female",98636,"Baby & Music",633981,"Auer V","PA",218.68,"Connie Howe","18:39:17","1515 Branson Mill",915815,54.67,"Rustic Granite Hat",4,"New Emory",false,6884512,"copy","Cash"
"10-19-2021",1069244,"Male",70977,"Automotive & Clothing",356329,"Larkin-McClure","TX",163.04,"Abbey Rowe IV","23:29:40","1044 Marco Path",true,81.52,"Practical Granite Car",2,"Lake Coraliemouth","override",879479,92.37,"EWallet"
"8-12-2021",true,"Male",42996,"Computers, Outdoors & Sports",254341,"Auer V","NJ",851.67,"Jannie Dickens","13:36:23","1973 Cronin Manor",65.09,94.63,"Intelligent Steel Hat",9,"Bulahfurt",27.66,91.19,true,"Cash"
"6-6-2021",46.29,"Male",39069,"Automotive, Movies & Electronics",703824,"Larkin-McClure","AL",204.72,"Rowena Mills Sr.","23:2:6","919 Makenna Street",false,25.59,"Small Steel Shirt",8,"Ninamouth",3892518,29.74,19.19,"AMEX"
"9-27-2021",68.11,"Female",53493,"Tools, Home & Movies",296010,"Considine PhD","AZ",95.08,"Lenny O'Kon","3:21:58","1237 Stanton Turnpike",false,23.77,"Small Granite Pants",4,"West Ellenchester",1874467,"auxiliary",7271947,"MasterCard"
"1-18-2021",2049956,"Male",77779,"Clothing & Books",969797,"Parisian, Wolff and Gorczany","NV",372.64,"Mr. Bernice Casper","2:23:13","52180 Garland Ranch",7058150,93.16,"Awesome Rubber Computer",4,"Torpview",4588681,51.85,4206452,"AMEX"
"8-5-2021",5859335,"Male",88401,"Grocery",738271,"Kshlerin DDS","ID",4.10,"Ruby Smitham","14:10:8","190 Shania Springs",9009596,4.10,"Awesome Wooden Chair",1,"Kshlerinfurt",24.10,5792503,4015285,"EWallet"
"8-2-2021",1095533,"Male",19142,"Automotive, Sports & Grocery",583457,"Lakin, O'Connell and Monahan","CA",569.12,"Simone Wyman","5:9:4","205 Adolf Passage",4721165,71.14,"Fantastic Granite Shoes",8,"Douglasborough","back-end","connecting","quantifying","Visa"
"9-13-2021",1.56,"Female",17702,"Electronics",928803,"Armstrong, Strosin and Altenwerth","MI",189.48,"Joaquin Gerhold","9:29:24","58691 Leone Avenue","synthesizing",94.74,"Incredible Rubber Shirt",2,"Macymouth","cross-platform",69.84,"multi-byte","AMEX"
"4-2-2021","hacking","Female",82563,"Sports",192020,"McClure, Block and Franecki","NY",156.38,"Clarissa Hodkiewicz","3:22:50","7025 Destany Circles",7280717,22.34,"Practical Granite Computer",7,"New Kaylahmouth","capacitor",94.97,54.59,"EWallet"
"10-5-2021",1054563,"Female",13789,"Jewelery & Sports",850950,"Auer V","IL",352.80,"Ismael Wunsch","12:12:43","694 Gabriel Isle",true,50.40,"Small Steel Car",7,"Satterfieldport",true,2239124,43.25,"MasterCard"
"8-29-2021",false,"Female",28838,"Outdoors & Health",939307,"Kshlerin DDS","MN",251.90,"Zion DuBuque","21:50:20","48017 Sydney Rest",true,50.38,"Incredible Cotton Shirt",5,"North Willachester",54.73,44.27,false,"AMEX"
"10-14-2021",84.24,"Female",68180,"Jewelery & Clothing",285057,"Kuphal, Spencer and Blanda","OK",985.50,"Madyson Bernhard","4:54:2","51532 Kulas Views",80.74,98.55,"Incredible Concrete Pants",10,"Lake Patrick","SCSI",9244736,29.01,"Cash"
"10-5-2021",8489356,"Male",29571,"Industrial & Health",633718,"Lakin, O'Connell and Monahan","CT",126.90,"Gina Jerde","17:41:35","60287 Jake Views",2597832,14.10,"Incredible Concrete Computer",9,"Dareside",38.19,"back up",true,"EWallet"
"5-11-2021",39.69,"Male",41663,"Kids",535523,"Larkin-McClure","MS",294.27,"Marisa Graham","5:7:50","26470 Dejah Garden","navigating",98.09,"Sleek Rubber Shoes",3,"Port Delphaberg",false,"synthesizing",86.08,"MasterCard"
"6-24-2021","JSON","Male",78291,"Music",825345,"Larkin-McClure","AK",132.57,"Roosevelt Mueller MD","0:40:56","360 Hayes Circle",true,44.19,"Practical Cotton Hat",3,"Jackmouth",1671311,"transmitting",57.26,"EWallet"
"9-16-2021",3618390,"Female",25346,"Health",958032,"Wiegand-Tillman","IN",171.72,"Darryl McGlynn","15:37:25","8313 Dach Union",127676,85.86,"Awesome Cotton Computer",2,"Leonieside",63.91,false,3550372,"Visa"
"4-25-2021",false,"Female",93175,"Outdoors, Baby & Beauty",646038,"Kuphal, Spencer and Blanda","MI",80.42,"Katrina Wisoky","13:51:22","970 Stoltenberg Hills",true,80.42,"Rustic Cotton Table",1,"Lake Freeman",17.25,3258432,true,"MasterCard"
"1-5-2021",46.14,"Male",26023,"Movies, Grocery & Jewelery",706930,"Auer V","WY",85.34,"Karl Bernier","15:9:58","39599 Clare Lights",16.09,85.34,"Gorgeous Granite Gloves",1,"Weissnatland",5968316,"back up","quantify","EWallet"
"7-23-2021","SDD","Female",46535,"Grocery, Outdoors & Clothing",488228,"Wiegand-Tillman","AZ",407.89,"Eunice Nienow","0:47:16","793 Cleveland Ramp","neural",58.27,"Ergonomic Rubber Chair",7,"Olenmouth","program",false,"synthesize","Cash"
"10-25-2021",3628150,"Male",35159,"Sports",400847,"Considine PhD","IA",71.60,"Rosemary Kreiger","0:28:13","3242 Marlon Trace",9040388,8.95,"Fantastic Concrete Pants",8,"Port Chandlerberg",8360853,"neural",3100046,"Cash"
"10-10-2021","matrix","Female",63933,"Jewelery",545009,"Larkin-McClure","MO",64.40,"Kacey Bogisich","6:55:46","2035 Pearline Club",33.47,6.44,"Incredible Concrete Car",10,"South Bruce","navigate","backing up",4292456,"Visa"
"10-21-2021","parse","Female",86842,"Grocery",174479,"Parisian, Wolff and Gorczany","VA",456.84,"Juston Larkin DDS","21:37:27","469 Carroll Locks","solid state",50.76,"Sleek Plastic Chair",9,"Pinkieside","back up",3613145,true,"AMEX"
"8-19-2021",1.69,"Female",53243,"Baby, Books & Beauty",489801,"Armstrong, Strosin and Altenwerth","MI",153.30,"Kim Lebsack","18:11:46","2608 Pierce Prairie",false,21.90,"Ergonomic Cotton Gloves",7,"East Chloechester",true,57.57,true,"MasterCard"
"10-9-2021",true,"Female",58021,"Toys",988056,"Considine PhD","IL",63.86,"Emery Macejkovic","22:13:4","92310 Hyatt Lodge",3486694,31.93,"Small Concrete Pants",2,"Schummchester",5765392,91.20,"IB","AMEX"
"9-11-2021",false,"Male",61501,"Health",990712,"Lakin, O'Connell and Monahan","WI",153.28,"Eileen Jenkins","6:53:52","74748 Johnson Ridge",0.47,38.32,"Ergonomic Steel Gloves",4,"Everetteview",1238619,13.67,633545,"Visa"
"3-19-2021",2217962,"Female",31707,"Outdoors & Baby",308451,"Armstrong, Strosin and Altenwerth","PA",553.44,"Hertha Zboncak","0:26:42","169 Hessel Junctions","array",92.24,"Ergonomic Concrete Gloves",6,"Wymanport","driver",false,"back up","Visa"
"9-29-2021",3444572,"Male",46170,"Movies & Garden",375049,"Parisian, Wolff and Gorczany","OR",8.66,"Dr. Myriam Grant","0:27:2","297 Gaetano Falls","synthesize",8.66,"Awesome Wooden Car",1,"West Aryannaberg",46.22,5661229,"SSL","Visa"
"10-23-2021",true,"Female",38942,"Computers",116752,"Kshlerin DDS","MT",20.58,"Dr. Gabriella Roob","11:7:46","759 Genevieve Run","bus",6.86,"Intelligent Cotton Car",3,"Schulistberg","override",true,"GB","AMEX"
"5-7-2021","copy","Male",20546,"Music & Industrial",371958,"Kuphal, Spencer and Blanda","NH",522.48,"Randi Davis","10:0:26","4744 Terry Fort","driver",87.08,"Fantastic Cotton Gloves",6,"Addisonland",6655821,19.18,true,"EWallet"
"9-20-2021",false,"Male",76007,"Sports",739237,"Parisian, Wolff and Gorczany","AL",387.72,"Garrison Marvin","5:5:4","98956 Gorczany Green","solid state",96.93,"Rustic Rubber Pants",4,"Jaceyfurt",false,false,97.61,"AMEX"
"10-21-2021",49.82,"Male",36629,"Tools & Health",474729,"McClure, Block and Franecki","TN",732.78,"Kari Schroeder","19:19:28","382 Johann Lake",19.88,81.42,"Gorgeous Steel Hat",9,"South Brenna",69.74,true,false,"AMEX"
"10-8-2021",false,"Female",70765,"Automotive",124514,"Kshlerin DDS","MA",29.97,"Hershel Schaefer","3:11:59","71875 Maya Lane",8.06,3.33,"Rustic Granite Shirt",9,"Annabelhaven",31.90,false,false,"AMEX"
"10-23-2021",60.39,"Female",73276,"Home, Shoes & Books",391327,"Kshlerin DDS","OH",332.19,"Lea Mante","12:24:19","448 Heaven Cape","generating",36.91,"Ergonomic Granite Car",9,"West Gerhardville","open-source",true,"copy","Cash"
"4-25-2021",94.99,"Male",70751,"Health & Tools",573650,"Considine PhD","CT",240.36,"Adah Harris","13:6:45","41124 Jermey Port",false,80.12,"Intelligent Granite Shoes",3,"Hermannchester",2967585,"transmit",6398875,"Visa"
"9-4-2021","hacking","Female",83954,"Industrial",721260,"Lakin, O'Connell and Monahan","NC",459.24,"Juana Cruickshank","7:30:21","17508 Jerome Camp","SCSI",76.54,"Practical Rubber Hat",6,"North Kristoffer","transmit",true,"panel","EWallet"
"10-9-2021",5.56,"Female",51492,"Garden, Shoes & Kids",374152,"Wiegand-Tillman","CO",51.80,"Ms. Darrell Effertz","19:56:1","700 Molly Ports",7997433,51.80,"Awesome Plastic Table",1,"South Waylonmouth",6382334,"CSS",false,"EWallet"
"10-18-2021","firewall","Male",78745,"Outdoors, Books & Electronics",258289,"Kshlerin DDS","MD",41.44,"Miss Dayne Blanda","19:52:9","13218 Ernser Station",false,41.44,"Gorgeous Rubber Pants",1,"East Lelandburgh",98.90,5913222,39.10,"MasterCard"
"6-26-2021","parse","Female",70241,"Grocery & Jewelery",281390,"Larkin-McClure","CO",337.75,"Kiarra Batz MD","8:56:59","43869 Brenden Hills",4990306,48.25,"Practical Cotton Chair",7,"Jacobifort",9161298,true,3337286,"MasterCard"
"10-9-2021",false,"Male",93668,"Computers, Electronics & Garden",308416,"McClure, Block and Franecki","MI",59.32,"Carmelo Bartoletti V","20:26:13","3806 Ima Divide",47760,14.83,"Practical Rubber Gloves",4,"Lake Skylaport",98.83,false,false,"MasterCard"
"10-20-2021",false,"Female",60957,"Electronics",984277,"Armstrong, Strosin and Altenwerth","NM",239.76,"Domenic Schulist","21:31:53","275 Tessie Islands",97.09,26.64,"Sleek Cotton Shirt",9,"Vandervortmouth","application",83.60,46.53,"Cash"
"10-25-2021",23.21,"Male",39765,"Books & Jewelery",331471,"Wiegand-Tillman","WV",234.00,"Jadyn Champlin III","8:47:44","361 Reta Street",true,46.80,"Incredible Concrete Shoes",5,"North Brennan",true,45.38,1400031,"AMEX"
"5-17-2021",true,"Female",73404,"Shoes",217189,"Lakin, O'Connell and Monahan","IL",237.52,"Mr. Rae Sanford","21:1:17","619 Bailey Tunnel",false,59.38,"Ergonomic Cotton Hat",4,"South Jordynport",8037793,"HTTP","SQL","EWallet"
"8-11-2021",45.10,"Male",98286,"Health & Computers",955934,"Parisian, Wolff and Gorczany","GA",169.66,"Kareem Ruecker","15:51:37","8835 Mraz Expressway",4237047,84.83,"Small Concrete Pants",2,"New Malliemouth","PCI",28.78,6826517,"Cash"
"10-5-2021",2447005,"Female",52683,"Home, Grocery & Garden",625389,"Lakin, O'Connell and Monahan","GA",334.18,"Elizabeth Toy","13:31:6","697 Hand Highway","neural",47.74,"Small Plastic Shoes",7,"Vidafort",true,90.07,8157140,"Cash"
"4-29-2021",false,"Female",41408,"Beauty & Computers",714073,"Considine PhD","WV",420.98,"Jordan Mayert","16:44:55","94393 Delphia Summit",false,60.14,"Awesome Steel Shirt",7,"Lake Sabina",88.10,3207003,7677794,"Cash"
"10-13-2021","solid state","Male",65815,"Beauty, Toys & Kids",491602,"Kuphal, Spencer and Blanda","WV",38.36,"Mr. Samara Okuneva","14:45:22","433 Becker Stravenue",8838120,5.48,"Ergonomic Cotton Gloves",7,"East Jamarcusbury","alarm",false,1.74,"AMEX"
"10-11-2021","SMTP","Male",57401,"Movies",884852,"Wiegand-Tillman","OH",623.80,"Mrs. Mafalda Fisher","10:5:33","136 Morissette Fords",true,62.38,"Awesome Concrete Computer",10,"Port Sheridan","HTTP",61.66,51.32,"Visa"
"7-12-2021",30.53,"Female",71728,"Home",817914,"Wiegand-Tillman","TX",34.23,"Rachelle Pacocha","9:58:21","223 Cyril Manor",false,11.41,"Intelligent Steel Car",3,"East Geovany",false,22.56,12.70,"Visa"
"6-17-2021",91.93,"Male",17095,"Baby",403566,"Larkin-McClure","KS",155.30,"Pattie Kohler","7:2:17","268 Wunsch Roads",true,15.53,"Ergonomic Granite Pants",10,"New Sydnie",true,87.09,9048369,"AMEX"
"9-14-2021",53.57,"Female",76157,"Outdoors & Electronics",940562,"Auer V","MO",315.50,"Mr. Thelma Renner","9:43:22","454 Syble Station",22.78,63.10,"Gorgeous Steel Table",5,"East Ladarius",7540003,"quantify",1248990,"AMEX"
"10-18-2021",true,"Female",60015,"Grocery & Jewelery",912399,"McClure, Block and Franecki","HI",174.60,"Yolanda Funk","10:22:51","64110 Feil Causeway",473690,29.10,"Incredible Granite Gloves",6,"East Richie",80.24,5514087,"THX","AMEX"
"5-27-2021","programming","Male",31545,"Grocery",405588,"Parisian, Wolff and Gorczany","AR",235.34,"Isai Kunde II","13:17:6","85156 Koelpin River",1836969,33.62,"Intelligent Cotton Shirt",7,"Gleichnerstad","application",65.00,1025699,"EWallet"
"7-8-2021",2959820,"Male",15299,"Automotive & Sports",207973,"Kshlerin DDS","AZ",615.37,"Dr. Mozelle Ziemann","19:6:32","4073 Donnie Walk","connecting",87.91,"Awesome Plastic Chair",7,"Rosenbaumborough",37.02,true,true,"Visa"
"2-16-2021","SAS","Female",15563,"Computers, Grocery & Books",467897,"McClure, Block and Franecki","RI",305.01,"Mrs. Andrew Lindgren","12:23:45","2081 Nels Forges",38.77,33.89,"Fantastic Steel Chair",9,"Erikaport",910754,7297759,true,"Cash"
"9-7-2021",true,"Male",30255,"Grocery & Tools",217298,"Larkin-McClure","MO",586.88,"Roosevelt Gerhold","1:55:50","370 Goldner Road",25659,73.36,"Awesome Plastic Table",8,"Miraclefort",23.55,true,false,"EWallet"
"5-25-2021",52.03,"Male",80652,"Music & Toys",597405,"Larkin-McClure","NJ",352.10,"Burnice McClure","8:26:23","22460 Shana Club",48.99,50.30,"Incredible Concrete Shirt",7,"Efrenville",84.53,true,34.40,"AMEX"
"8-13-2021",true,"Female",64042,"Home & Outdoors",600874,"Larkin-McClure","OK",387.76,"Dolores Gottlieb","7:38:42","320 Wolf Gardens","navigating",96.94,"Small Concrete Car",4,"Port Charlesberg",true,"redundant",false,"Visa"
"9-29-2021",true,"Female",16668,"Home",755031,"Parisian, Wolff and Gorczany","NH",53.44,"Florence Waelchi","8:58:38","4901 Kaden Place",9023919,6.68,"Rustic Rubber Table",8,"Lake Vaughn","GB","mobile","array","EWallet"
"10-24-2021","haptic","Female",27476,"Jewelery",797786,"Larkin-McClure","MN",282.76,"Claudie Howell","4:10:8","13740 Selmer Ford",7059298,70.69,"Fantastic Granite Computer",4,"Lake Mohammedbury",2379419,false,3013772,"MasterCard"
"8-17-2021","synthesize","Male",55566,"Jewelery & Clothing",616652,"Auer V","DE",330.21,"Ignacio Rodriguez","8:13:29","71349 Fadel Row",51.16,36.69,"Incredible Plastic Computer",9,"Port Vanessaburgh",1124434,"transmit",false,"EWallet"
"10-23-2021","navigate","Male",67865,"Music & Health",960323,"McClure, Block and Franecki","CA",745.50,"Grace Batz","8:20:17","5836 Bartoletti Extensions",true,74.55,"Intelligent Rubber Pants",10,"Baumbachburgh",4205299,"open-source","array","Visa"
"9-5-2021","feed","Male",30623,"Toys, Health & Books",404218,"Kuphal, Spencer and Blanda","AR",461.20,"Deon Kuphal","7:25:11","701 Dietrich Walk",74.22,46.12,"Small Granite Car",10,"South Roxanne",false,3334962,"copy","Cash"
"8-14-2021","XSS","Female",22503,"Automotive, Beauty & Grocery",226836,"Considine PhD","VA",68.65,"Dulce Legros DVM","13:22:26","1331 Ortiz Extensions",9315588,13.73,"Ergonomic Plastic Hat",5,"Ziemeside",true,true,false,"MasterCard"
"7-17-2021",8312749,"Male",69750,"Home & Clothing",284755,"Armstrong, Strosin and Altenwerth","NE",554.30,"Alexys Witting","19:31:38","237 Connelly Fall",84.41,55.43,"Incredible Wooden Shoes",10,"South Montyfort",20.37,70.61,60.08,"EWallet"
"6-21-2021",false,"Female",12934,"Industrial",925438,"Parisian, Wolff and Gorczany","ND",425.70,"Scot Kshlerin IV","18:24:5","23734 Lily Highway",45.70,70.95,"Small Rubber Car",6,"New Roberto",69.16,4924844,true,"MasterCard"
"4-3-2021","pixel","Male",88097,"Baby",527262,"Armstrong, Strosin and Altenwerth","IA",172.52,"Amie Lubowitz I","8:2:16","70864 Kihn Stream",true,86.26,"Fantastic Plastic Chair",2,"East Alvah",57.94,20.23,"calculate","EWallet"
"12-28-2020",true,"Female",91347,"Beauty",573165,"Considine PhD","RI",692.23,"Emmanuel Kohler","3:24:2","792 Smitham Wells",56.27,98.89,"Incredible Rubber Chair",7,"Port Elysemouth","open-source",5592441,"program","MasterCard"
"10-1-2021","hack","Female",35576,"Clothing",437324,"Larkin-McClure","NM",188.90,"Robbie Block","11:26:52","914 Dach Throughway",4306649,94.45,"Fantastic Steel Pants",2,"South Everett",8926054,"CSS",93.34,"AMEX"
"8-2-2021","driver","Male",38752,"Shoes, Baby & Electronics",789902,"Wiegand-Tillman","NJ",65.05,"Reid Walter I","12:43:10","11071 Dorcas Terrace",81.32,13.01,"Awesome Rubber Computer",5,"West Jenifer",7975157,"FTP",54.74,"Visa"
"5-23-2021","pixel","Female",75865,"Games",930223,"Auer V","WY",115.60,"Lon Smith","10:35:44","86721 Katheryn Spring",true,11.56,"Awesome Cotton Table",10,"Lake Ahmad","hack","protocol",89.04,"EWallet"
"10-12-2021",true,"Female",84223,"Outdoors, Toys & Computers",319035,"Kshlerin DDS","RI",487.08,"Shayne Orn","8:56:25","731 Tromp Canyon",6460531,54.12,"Small Plastic Pants",9,"Macejkovicmouth",6317299,50.91,37.55,"EWallet"
"8-13-2021",true,"Female",44745,"Industrial",456005,"Kuphal, Spencer and Blanda","IN",371.76,"Peter Luettgen","2:36:13","162 Jaskolski Mews",true,46.47,"Gorgeous Wooden Table",8,"Howeport",23.35,"transmitting",true,"Cash"
"4-22-2021",false,"Male",84385,"Clothing, Beauty & Outdoors",345298,"Wiegand-Tillman","VA",365.76,"Jaquelin Franecki V","23:15:4","8988 Olson Knolls",7812519,45.72,"Awesome Granite Chair",8,"Stokesport",84.37,true,true,"MasterCard"
"10-13-2021",4169962,"Female",34020,"Outdoors",870789,"Armstrong, Strosin and Altenwerth","KS",76.71,"Montana Graham","19:2:7","4398 Walker Circle",508312,76.71,"Small Cotton Chair",1,"Angelinehaven",false,23.07,false,"MasterCard"
"10-25-2021",51.97,"Male",23484,"Grocery & Toys",769742,"Considine PhD","HI",378.36,"Barrett Buckridge","6:56:39","50864 White Islands",60.91,94.59,"Awesome Rubber Shoes",4,"Durganfort","hack",8532778,true,"Cash"
"10-19-2021",8544564,"Female",93818,"Toys, Music & Clothing",459944,"Kuphal, Spencer and Blanda","NM",380.68,"Kiera Heathcote","8:40:52","639 Cortez Square","TCP",95.17,"Intelligent Rubber Computer",4,"Lake Brentland",3392340,795112,"quantifying","EWallet"
"10-1-2021","neural","Male",99659,"Grocery & Beauty",537774,"Kuphal, Spencer and Blanda","MS",295.20,"Eryn Rau Jr.","13:35:54","4408 Zion Squares",8288728,73.80,"Gorgeous Granite Shirt",4,"New Karlietown",990941,"HDD",true,"Visa"
"4-15-2021","multi-byte","Male",20354,"Electronics",653201,"Wiegand-Tillman","PA",461.70,"Bradford Bahringer","23:35:5","9283 Eulah Rapids",38.86,92.34,"Gorgeous Concrete Hat",5,"North Philipburgh","SMS",false,false,"Visa"
"7-5-2021",false,"Male",24394,"Tools & Music",941007,"Larkin-McClure","ID",702.40,"Pablo Jacobson","15:35:51","7532 Bruen Stream",1862694,70.24,"Intelligent Rubber Pants",10,"Jimmyborough",false,"virtual",true,"Cash"
"12-22-2020",true,"Female",44895,"Movies & Toys",368466,"Wiegand-Tillman","IA",137.76,"Matilde Lang DDS","4:39:21","352 Trantow Fords",62.30,22.96,"Practical Granite Table",6,"Freddieland",false,75.14,true,"Cash"
"6-2-2021",14.31,"Male",83346,"Toys, Industrial & Movies",723151,"Larkin-McClure","ME",489.78,"Mr. Denis Harvey","5:36:6","218 Beier Wall",false,54.42,"Intelligent Wooden Shoes",9,"West Marcellus",false,true,26.18,"MasterCard"
"10-2-2021",true,"Male",54537,"Outdoors & Games",338370,"Parisian, Wolff and Gorczany","MD",916.90,"Dominic Gleason","2:48:8","47852 Schaefer Parkway",99.13,91.69,"Practical Steel Shoes",10,"West Florida",35.46,true,false,"AMEX"
"9-19-2021",true,"Male",33031,"Industrial, Sports & Garden",573406,"Lakin, O'Connell and Monahan","WI",393.64,"Rosalia Doyle","1:50:50","5811 Flavio Crossroad","protocol",98.41,"Fantastic Cotton Shoes",4,"West Dana",false,46.21,36.17,"MasterCard"
"5-27-2021",5731703,"Male",69050,"Jewelery & Garden",877975,"Armstrong, Strosin and Altenwerth","IL",45.15,"Gilda Koelpin V","11:25:22","767 Schuster Ports",false,15.05,"Gorgeous Granite Car",3,"West Eliasside",483493,2218960,6963544,"EWallet"
"9-10-2021",13.64,"Female",27488,"Industrial",818099,"Kshlerin DDS","NY",616.98,"Price White","3:20:4","77275 Marta Meadows",74.13,88.14,"Small Rubber Car",7,"Kyleeborough",false,"hacking",4279196,"AMEX"
"6-3-2021",572125,"Female",84713,"Home & Sports",162994,"Armstrong, Strosin and Altenwerth","MI",502.08,"Karine Beier","20:13:58","20763 Kale Fords","connect",62.76,"Rustic Cotton Pants",8,"East Ola","1080p","connecting",false,"AMEX"
